,X,Y,GEOID
0,-87.63004035576937,41.74247518248426,17031842400
1,-87.6818820146571,41.83209440350829,17031840300
2,-87.63509777614824,41.8510058477232,17031841100
3,-87.68334196400778,41.855561874827515,17031841200
4,-87.63140452575338,41.871044193578264,17031839000
5,-87.6750793645062,41.87041569706625,17031838200
6,-87.72999163032947,41.77492752559756,17031650301
7,-87.6374120648527,41.66359796193922,17031530503
8,-87.84415466818848,41.97534633781166,17031760803
9,-87.65493608164687,41.988886306491956,17031030601
10,-87.65273167679095,41.985919318788234,17031030604
11,-87.69441487499267,41.98680817077086,17031020801
12,-87.6061,41.6597,17031540102
13,-87.69255030516022,41.86376385261744,17031843300
14,-87.5997934458805,41.65021997246178,17031540101
15,-87.61007462645026,41.74821007123041,17031440201
16,-87.63090052730061,41.905859735339845,17031080202
17,-87.64220206640624,41.930582879755,17031070102
18,-87.65245002914139,41.967285268580326,17031031501
19,-87.65236556818395,41.96363263650418,17031031502
20,-87.65673445950148,41.77229430034273,17031834900
21,-87.64508785007297,41.78363025892524,17031834800
22,-87.7130876517839,41.955584101904186,17031160502
23,-87.71357531281656,41.96354820995385,17031140702
24,-87.62517035037656,41.834959971716984,17031842000
25,-87.77204361339726,41.95679796554535,17031150402
26,-87.59630964394316,41.776944814676426,17031834400
27,-87.69400051967807,41.97258048263952,17031040201
28,-87.69409602164049,41.979854913293856,17031040202
29,-87.70538839124454,41.99528918207814,17031020702
30,-87.69463059959055,41.99405924250897,17031020802
31,-87.70518637752751,42.00686524025239,17031020301
32,-87.72018510828305,41.862577532977795,17031838700
33,-87.70180241167141,42.00087463482688,17031020601
34,-87.70791320759263,41.86162253531823,17031841500
35,-87.70082362451144,41.8678232670211,17031838600
36,-87.7055523987856,41.87161905473672,17031837300
37,-87.69363728155761,42.001315618707224,17031020602
38,-87.64302417469688,41.93454089686868,17031063301
39,-87.6841274003117,41.88475010468061,17031837800
40,-87.69380127829913,41.87597471380749,17031837400
41,-87.70613618170982,41.88188305457944,17031836900
42,-87.69496340704133,42.008540658996246,17031020302
43,-87.67869709623234,41.994249971806916,17031020902
44,-87.6786203565633,42.00914816104907,17031010701
45,-87.6546954398029,41.995380423108,17031030103
46,-87.63466131418058,41.9347311624964,17031063303
47,-87.65513190878293,41.99339665596248,17031030102
48,-87.66332746402568,42.0045171089825,17031010502
49,-87.6631269144168,42.00032005328064,17031010503
50,-87.67272572023363,42.009020001540655,17031010702
51,-87.69872096582546,41.88567366323089,17031837100
52,-87.69867387852472,41.87832338220376,17031837000
53,-87.68014855218513,42.0160076006451,17031010201
54,-87.68608508499148,41.99423557903059,17031020901
55,-87.68608162782627,41.97206673735151,17031040401
56,-87.71257285104976,41.93416688040899,17031210602
57,-87.71297316634042,41.959209826968774,17031160501
58,-87.7705333676238,41.920228900043995,17031191302
59,-87.77073706729834,41.92756040223099,17031190602
60,-87.64919147272944,41.84457482923684,17031840200
61,-87.63216595749735,41.67427791399445,17031530501
62,-87.70368969259569,41.986891558552614,17031020701
63,-87.75608827607955,41.86911848297459,17031831400
64,-87.7442595482136,41.90776632323579,17031831300
65,-87.66395812443758,42.00941174932912,17031010501
66,-87.6572424682146,41.885288245838815,17031833000
67,-87.84484741831591,41.983484803763915,17031760801
68,-87.76957253474929,41.875487646999616,17031252101
69,-87.75981156821476,41.87659228818026,17031252102
70,-87.7445832387377,41.876758442580545,17031252202
71,-87.71288365533879,41.925825208956304,17031220601
72,-87.72205243034693,41.9337846267449,17031210502
73,-87.7119813661754,41.929331177365185,17031220602
74,-87.7212482947184,41.91918162886349,17031220901
75,-87.72183572974886,41.92271118893226,17031220902
76,-87.73754189629305,41.91982848437763,17031200401
77,-87.7296789634751,41.91963483222523,17031200402
78,-87.78026544967742,41.92015218140158,17031191301
79,-87.78046060718184,41.927414618454286,17031190601
80,-87.76142166251074,41.92979591030655,17031190701
81,-87.7610395390833,41.926163042865454,17031190702
82,-87.78095236407478,41.93472768344215,17031190401
83,-87.77123177067185,41.934859637253595,17031190402
84,-87.65324127084092,41.95282144225751,17031832100
85,-87.64047558592745,41.80165683566287,17031843800
86,-87.69830431779518,41.807533753968485,17031842800
87,-87.62774624289237,41.827274244030136,17031351500
88,-87.75096144382123,41.785990190380154,17031980100
89,-87.65412508636183,41.871691450974346,17031833300
90,-87.66189080792883,41.87417533895603,17031832900
91,-87.68065013177899,41.87736429142296,17031838000
92,-87.6716805484159,41.87866521261404,17031838100
93,-87.65160519075232,41.98023518050804,17031030706
94,-87.62286192304198,41.81019270272042,17031381500
95,-87.65704538762004,41.87907673086234,17031833100
96,-87.63274641803926,41.88102686254463,17031839100
97,-87.62621204437693,41.89915380624777,17031081201
98,-87.77226481364778,41.96456765641549,17031150401
99,-87.78196382531227,41.964476277184154,17031150501
100,-87.72275229583184,41.86793480630123,17031843000
101,-87.67293787678135,41.8631385430796,17031842900
102,-87.73361033947415,41.89527865886161,17031842100
103,-87.64296872542037,41.86789230931981,17031841900
104,-87.63100543213041,41.90949844534007,17031080201
105,-87.63255807586873,41.930464018865024,17031070101
106,-87.6218107274037,41.90613767613106,17031081202
107,-87.67881807077887,41.97254500701176,17031040402
108,-87.7242313064741,41.92936868950296,17031220702
109,-87.7231695039322,41.96920551707477,17031140301
110,-87.64988573496221,41.904933881721846,17031842200
111,-87.69079,41.94482,17031843700
112,-87.68604922603046,41.782849482323066,17031835000
113,-87.65606634036389,41.90220091809602,17031842300
114,-87.71009494751303,41.91188211558981,17031230200
115,-87.686248038264,41.79015759859061,17031835100
116,-87.64503336485507,41.79069030493987,17031834700
117,-87.75435269944332,41.94238266332487,17031151001
118,-87.7471553839547,41.9424917748882,17031151002
119,-87.70063473920688,41.956092925285226,17031160602
120,-87.7258908723061,41.96464719012681,17031140601
121,-87.71265248732009,41.9670374773786,17031140701
122,-87.721016581945,41.96465209632064,17031140602
123,-87.59919873225877,41.80597816670436,17031390500
124,-87.59942125697457,41.766306551675655,17031841800
125,-87.62321576599423,41.77695049648272,17031842500
126,-87.65169495935287,41.81621859470305,17031842600
127,-87.69675436456255,41.83821452735115,17031843500
128,-87.73202141739938,41.84932716632542,17031843400
129,-87.7237891691879,41.97254850933165,17031140302
130,-87.76192501361503,41.97700234921022,17031110501
131,-87.60405818982107,41.80592436370079,17031390400
132,-87.66339452697672,41.847439511553084,17031843200
133,-87.70737100649562,41.84083297265672,17031840800
134,-87.7598503634321,41.97028661021266,17031110502
135,-87.84721686859893,41.95783214888767,17031760802
136,-87.78184135781618,41.956778464188666,17031150502
137,-87.70071234755646,41.86075009643528,17031843100
138,-87.59177421226808,41.74584474644211,17031834300
139,-87.57601703632164,41.776599048548725,17031843900
140,-87.73225034179039,41.915318796874416,17031831200
141,-87.79761487512508,41.925610561391636,17031831600
142,-87.78802247583761,41.92764195503963,17031831500
143,-87.71749554534136,41.94285581094766,17031831100
144,-87.74525515488571,41.95265085254779,17031831700
145,-87.7131559095062,41.871786132274785,17031271500
146,-87.60976203758224,41.74095993422832,17031440202
147,-87.60116366358136,41.740935690005756,17031440102
148,-87.5616340898703,41.76938247706727,17031430102
149,-87.65482170209484,41.980689402155775,17031030702
150,-87.65839786762604,41.98547623470327,17031030603
151,-87.65796586018746,41.98274528951097,17031030701
152,-87.60175841516765,41.80153230964867,17031836300
153,-87.63840386008951,41.901566545384405,17031838300
154,-87.6431623534689,41.83506741565074,17031839800
155,-87.70880592428153,41.89869732100561,17031836600
156,-87.64854151888316,41.726411555376195,17031730202
157,-87.5739529103363,41.76982643942091,17031430101
158,-87.63985397904042,41.93476468089872,17031063302
159,-87.60128475209092,41.79046920506407,17031836200
160,-87.62940597961179,41.92215307591281,17031071400
161,-87.63920030018383,41.841868083928034,17031840100
162,-87.69931021605846,41.81456170949668,17031580502
163,-87.71441060795694,41.85330986959875,17031841400
164,-87.61975201545292,41.89503904573094,17031081401
165,-87.60996759660905,41.89190829618846,17031081403
166,-87.65787079857321,41.97887486311849,17031030703
167,-87.61168434575025,41.81400356793885,17031836000
168,-87.6187192016108,41.813046250581515,17031835800
169,-87.62149886844728,41.820166441835646,17031835900
170,-87.62473600334073,41.788082328998954,17031834500
171,-87.6089488234773,41.806765408438324,17031843600
172,-87.69949615131716,41.819985985767296,17031580501
173,-87.6343056643491,41.787246668586036,17031834600
174,-87.71645278776519,41.97823321912983,17031831800
175,-87.64118280248842,41.91647253684438,17031071600
176,-87.6540551337549,41.914749193916194,17031832600
177,-87.64345992815454,41.943236717361735,17031061901
178,-87.64870684576258,41.827122923063875,17031839900
179,-87.65564251215157,41.997277253359165,17031030104
180,-87.90448852338,42.01239068584783,17031770602
181,-87.6523571405071,41.83307982399038,17031839700
182,-87.74528660915978,41.79664364644083,17031835200
183,-87.54779925899727,41.731864791487205,17031833900
184,-87.71386248059808,41.885044841525314,17031836800
185,-87.57231914874218,41.683509801189864,17031838800
186,-87.7021747373766,41.891704044129554,17031836700
187,-87.67997293652839,41.920478020895644,17031832200
188,-87.75210511329922,41.87669586428774,17031252201
189,-87.67699929503189,41.914787743009654,17031831000
190,-87.69225648512098,41.915741101937144,17031832400
191,-87.64260515424577,41.92681098246071,17031070103
192,-87.7215650628942,41.926155391496344,17031220701
193,-87.70760322718297,41.85537715561263,17031841600
194,-87.83618393692315,41.97006567130743,17031770902
195,-87.69828723443291,41.77995404928052,17031660301
196,-87.69839262564481,41.78359568685004,17031660302
197,-87.72775914978622,41.84518462855589,17031301802
198,-87.62949850386252,41.72753593887278,17031834000
199,-87.583606997776,41.75556757165667,17031834200
200,-87.65791135800691,41.72683017585364,17031730201
201,-87.63254190709912,41.8163541361101,17031835500
202,-87.619289517281,41.83409742214872,17031839500
203,-87.6220359602729,41.842010701645684,17031839200
204,-87.62667368725042,41.66480492007853,17031530502
205,-87.66767952749773,41.833847834338705,17031840400
