,year,month,CNS01,CNS02,CNS03,CNS04,CNS05,CNS06,CNS07,CNS08,CNS09,CNS10,CNS11,CNS12,CNS13,CNS14,CNS15,CNS16,CNS17,CNS18,CNS19,CNS20
0,2020,1,903.0,471.0,6555.0,67945.0,184188.0,102596.0,225680.0,160994.0,57201.0,159387.0,46178.0,236063.0,35233.0,199318.0,210673.0,380727.0,42349.0,239679.0,97782.0,90323.0
1,2020,2,941.0,468.0,6558.0,67834.0,184226.0,102824.0,221507.0,158730.0,57342.0,159594.0,46279.0,237521.0,35080.0,201075.0,215066.0,381843.0,42690.0,239641.0,98097.0,90347.0
2,2020,3,1000.0,535.0,6499.0,68685.0,183636.0,102987.0,220420.0,158456.0,57296.0,160206.0,46130.0,235606.0,35141.0,198972.0,216238.0,381354.0,42241.0,229803.0,96820.0,90977.0
3,2020,4,1007.0,542.0,6437.0,62801.0,165846.0,95212.0,177827.0,148258.0,54499.0,159175.0,42653.0,227219.0,32291.0,166917.0,201831.0,344548.0,22642.0,120675.0,76019.0,90336.0
4,2020,5,1069.0,543.0,6378.0,68314.0,169228.0,95085.0,180686.0,148642.0,53376.0,158985.0,42117.0,225948.0,31180.0,167714.0,198932.0,346259.0,20578.0,128081.0,77032.0,88863.0
5,2020,6,1106.0,546.0,6441.0,71886.0,173712.0,95654.0,200364.0,149662.0,53535.0,159693.0,42830.0,227969.0,32054.0,172586.0,192286.0,352215.0,23240.0,142059.0,83681.0,89354.0
