trip_no,trip_id,orig_trip_id,route_no,route_id,orig_route_id,route_short_name,route_long_name,route_desc,route_type,route_used,begin_time,end_time,mileage
        27,21731014  ,21731014                        118,100194    ,100194                   ,33                                      ,                                        ,Ft Lawton                               , 3, 0, 9999.9902,-9999.9902,    0.0000
        28,21731017  ,21731017                        108,100161    ,100161                   ,27                                      ,                                        ,Yesler-Leschi Park                      , 3, 0, 9999.9902,-9999.9902,    0.0000
        29,21731019  ,21731019                        118,100194    ,100194                   ,33                                      ,                                        ,Ft Lawton                               , 3, 0, 9999.9902,-9999.9902,    0.0000
        30,21731023  ,21731023                        108,100161    ,100161                   ,27                                      ,                                        ,Yesler-Leschi Park                      , 3, 0, 2333.9500, 2364.9167,    4.5617
        31,21731028  ,21731028                        108,100161    ,100161                   ,27                                      ,                                        ,Yesler-Leschi Park                      , 3, 0, 9999.9902,-9999.9902,    0.0000
        32,21731033  ,21731033                        108,100161    ,100161                   ,27                                      ,                                        ,Yesler-Leschi Park                      , 3, 0, 9999.9902,-9999.9902,    0.0000
        33,21731038  ,21731038                        108,100161    ,100161                   ,27                                      ,                                        ,Yesler-Leschi Park                      , 3, 0, 9999.9902,-9999.9902,    0.0000
        34,21731044  ,21731044                        108,100161    ,100161                   ,27                                      ,                                        ,Yesler-Leschi Park                      , 3, 0, 9999.9902,-9999.9902,    0.0000
        35,21731051  ,21731051                        108,100161    ,100161                   ,27                                      ,                                        ,Yesler-Leschi Park                      , 3, 0, 2489.9500, 2517.9333,    4.5617
        36,21731053  ,21731053                        108,100161    ,100161                   ,27                                      ,                                        ,Yesler-Leschi Park                      , 3, 0, 9999.9902,-9999.9902,    0.0000
        37,21731054  ,21731054                        108,100161    ,100161                   ,27                                      ,                                        ,Yesler-Leschi Park                      , 3, 0, 9999.9902,-9999.9902,    0.0000
        38,21731055  ,21731055                        118,100194    ,100194                   ,33                                      ,                                        ,Ft Lawton                               , 3, 0, 9999.9902,-9999.9902,    0.0000
        39,21731063  ,21731063                        108,100161    ,100161                   ,27                                      ,                                        ,Yesler-Leschi Park                      , 3, 0, 9999.9902,-9999.9902,    0.0000
        40,21731067  ,21731067                        108,100161    ,100161                   ,27                                      ,                                        ,Yesler-Leschi Park                      , 3, 0, 9999.9902,-9999.9902,    0.0000
        41,21731072  ,21731072                        108,100161    ,100161                   ,27                                      ,                                        ,Yesler-Leschi Park                      , 3, 0, 9999.9902,-9999.9902,    0.0000
        42,21731078  ,21731078                        108,100161    ,100161                   ,27                                      ,                                        ,Yesler-Leschi Park                      , 3, 0, 9999.9902,-9999.9902,    0.0000
        43,21731083  ,21731083                        108,100161    ,100161                   ,27                                      ,                                        ,Yesler-Leschi Park                      , 3, 0, 2448.0667, 2467.0000,    3.2230
        44,21730963  ,21730963                        118,100194    ,100194                   ,33                                      ,                                        ,Ft Lawton                               , 3, 0, 9999.9902,-9999.9902,    0.0000
        45,21730971  ,21730971                        118,100194    ,100194                   ,33                                      ,                                        ,Ft Lawton                               , 3, 0, 2450.9167, 2475.9500,    5.8907
        46,21730977  ,21730977                        118,100194    ,100194                   ,33                                      ,                                        ,Ft Lawton                               , 3, 0, 2312.9333, 2336.9500,    5.8907
        47,21730988  ,21730988                        118,100194    ,100194                   ,33                                      ,                                        ,Ft Lawton                               , 3, 0, 2504.9500, 2536.0500,    7.2129
        48,21730992  ,21730992                        118,100194    ,100194                   ,33                                      ,                                        ,Ft Lawton                               , 3, 0, 2346.9333, 2385.0667,    7.0640
        49,21730995  ,21730995                        118,100194    ,100194                   ,33                                      ,                                        ,Ft Lawton                               , 3, 0, 9999.9902,-9999.9902,    0.0000
        50,21731005  ,21731005                        118,100194    ,100194                   ,33                                      ,                                        ,Ft Lawton                               , 3, 0, 9999.9902,-9999.9902,    0.0000
        51,21731008  ,21731008                        118,100194    ,100194                   ,33                                      ,                                        ,Ft Lawton                               , 3, 0, 9999.9902,-9999.9902,    0.0000
        52,21731016  ,21731016                        118,100194    ,100194                   ,33                                      ,                                        ,Ft Lawton                               , 3, 0, 9999.9902,-9999.9902,    0.0000
        53,21731025  ,21731025                        108,100161    ,100161                   ,27                                      ,                                        ,Yesler-Leschi Park                      , 3, 0, 9999.9902,-9999.9902,    0.0000
        54,21731030  ,21731030                        108,100161    ,100161                   ,27                                      ,                                        ,Yesler-Leschi Park                      , 3, 0, 9999.9902,-9999.9902,    0.0000
        55,21731035  ,21731035                        108,100161    ,100161                   ,27                                      ,                                        ,Yesler-Leschi Park                      , 3, 0, 9999.9902,-9999.9902,    0.0000
        56,21731040  ,21731040                        108,100161    ,100161                   ,27                                      ,                                        ,Yesler-Leschi Park                      , 3, 0, 9999.9902,-9999.9902,    0.0000
        57,21731050  ,21731050                        108,100161    ,100161                   ,27                                      ,                                        ,Yesler-Leschi Park                      , 3, 0, 2419.9500, 2450.9167,    4.5617
        58,21731056  ,21731056                        118,100194    ,100194                   ,33                                      ,                                        ,Ft Lawton                               , 3, 0, 9999.9902,-9999.9902,    0.0000
        59,21731058  ,21731058                        118,100194    ,100194                   ,33                                      ,                                        ,Ft Lawton                               , 3, 0, 9999.9902,-9999.9902,    0.0000
        60,21731065  ,21731065                        108,100161    ,100161                   ,27                                      ,                                        ,Yesler-Leschi Park                      , 3, 0, 9999.9902,-9999.9902,    0.0000
        61,21731069  ,21731069                        108,100161    ,100161                   ,27                                      ,                                        ,Yesler-Leschi Park                      , 3, 0, 9999.9902,-9999.9902,    0.0000
        62,21731074  ,21731074                        108,100161    ,100161                   ,27                                      ,                                        ,Yesler-Leschi Park                      , 3, 0, 9999.9902,-9999.9902,    0.0000
        63,21731079  ,21731079                        108,100161    ,100161                   ,27                                      ,                                        ,Yesler-Leschi Park                      , 3, 0, 9999.9902,-9999.9902,    0.0000
        64,21731080  ,21731080                        108,100161    ,100161                   ,27                                      ,                                        ,Yesler-Leschi Park                      , 3, 0, 2385.0667, 2405.0000,    3.2230
        65,21730965  ,21730965                        118,100194    ,100194                   ,33                                      ,                                        ,Ft Lawton                               , 3, 0, 9999.9902,-9999.9902,    0.0000
        66,21730970  ,21730970                        118,100194    ,100194                   ,33                                      ,                                        ,Ft Lawton                               , 3, 0, 2482.9333, 2504.9668,    5.8907
        67,21730976  ,21730976                        118,100194    ,100194                   ,33                                      ,                                        ,Ft Lawton                               , 3, 0, 2341.9167, 2366.9500,    5.8907
        68,21730980  ,21730980                        118,100194    ,100194                   ,33                                      ,                                        ,Ft Lawton                               , 3, 0, 9999.9902,-9999.9902,    0.0000
        69,21730984  ,21730984                        118,100194    ,100194                   ,33                                      ,                                        ,Ft Lawton                               , 3, 0, 9999.9902,-9999.9902,    0.0000
        70,21730991  ,21730991                        118,100194    ,100194                   ,33                                      ,                                        ,Ft Lawton                               , 3, 0, 2378.9333, 2417.0667,    7.0640
        71,21730998  ,21730998                        118,100194    ,100194                   ,33                                      ,                                        ,Ft Lawton                               , 3, 0, 9999.9902,-9999.9902,    0.0000
        72,21731003  ,21731003                        118,100194    ,100194                   ,33                                      ,                                        ,Ft Lawton                               , 3, 0, 9999.9902,-9999.9902,    0.0000
        73,21731004  ,21731004                        118,100194    ,100194                   ,33                                      ,                                        ,Ft Lawton                               , 3, 0, 9999.9902,-9999.9902,    0.0000
        74,21731024  ,21731024                        108,100161    ,100161                   ,27                                      ,                                        ,Yesler-Leschi Park                      , 3, 0, 2310.9500, 2341.9167,    4.5617
        75,21731029  ,21731029                        108,100161    ,100161                   ,27                                      ,                                        ,Yesler-Leschi Park                      , 3, 0, 9999.9902,-9999.9902,    0.0000
        76,21731034  ,21731034                        108,100161    ,100161                   ,27                                      ,                                        ,Yesler-Leschi Park                      , 3, 0, 9999.9902,-9999.9902,    0.0000
        77,21731039  ,21731039                        108,100161    ,100161                   ,27                                      ,                                        ,Yesler-Leschi Park                      , 3, 0, 9999.9902,-9999.9902,    0.0000
        78,21731045  ,21731045                        108,100161    ,100161                   ,27                                      ,                                        ,Yesler-Leschi Park                      , 3, 0, 2452.9500, 2482.9333,    4.5617
        79,21731052  ,21731052                        108,100161    ,100161                   ,27                                      ,                                        ,Yesler-Leschi Park                      , 3, 0, 9999.9902,-9999.9902,    0.0000
        80,21731057  ,21731057                        118,100194    ,100194                   ,33                                      ,                                        ,Ft Lawton                               , 3, 0, 9999.9902,-9999.9902,    0.0000
        81,21731064  ,21731064                        108,100161    ,100161                   ,27                                      ,                                        ,Yesler-Leschi Park                      , 3, 0, 9999.9902,-9999.9902,    0.0000
        82,21731068  ,21731068                        108,100161    ,100161                   ,27                                      ,                                        ,Yesler-Leschi Park                      , 3, 0, 9999.9902,-9999.9902,    0.0000
        83,21731073  ,21731073                        108,100161    ,100161                   ,27                                      ,                                        ,Yesler-Leschi Park                      , 3, 0, 9999.9902,-9999.9902,    0.0000
        84,21731077  ,21731077                        108,100161    ,100161                   ,27                                      ,                                        ,Yesler-Leschi Park                      , 3, 0, 2417.0667, 2437.0000,    3.2230
        85,21731059  ,21731059                        118,100194    ,100194                   ,33                                      ,                                        ,Ft Lawton                               , 3, 0, 9999.9902,-9999.9902,    0.0000
        86,21730837  ,21730837                        151,100023    ,100023                   ,124                                     ,                                        ,Tukwila - E Marginal - CBD              , 3, 0, 2410.0667, 2460.9333,   12.1540
        87,21730869  ,21730869                          9,100132    ,100132                   ,24                                      ,                                        ,Magnolia via W Government Wy            , 3, 0, 2460.9333, 2483.7168,    6.0002
        88,21730903  ,21730903                          9,100132    ,100132                   ,24                                      ,                                        ,Magnolia via W Government Wy            , 3, 0, 2512.1167, 2552.7832,    9.3538
        89,21730956  ,21730956                        151,100023    ,100023                   ,124                                     ,                                        ,Tukwila - E Marginal - CBD              , 3, 0, 2553.8167, 2584.9834,    9.9443
        90,21730825  ,21730825                        151,100023    ,100023                   ,124                                     ,                                        ,Tukwila - E Marginal - CBD              , 3, 0, 2540.0667, 2583.4668,   11.8992
        91,21730839  ,21730839                        151,100023    ,100023                   ,124                                     ,                                        ,Tukwila - E Marginal - CBD              , 3, 0, 2342.0667, 2393.9167,   12.1540
        92,21730942  ,21730942                          9,100132    ,100132                   ,24                                      ,                                        ,Magnolia via W Government Wy            , 3, 0, 2393.9167, 2419.7168,    6.0002
        93,21730955  ,21730955                        151,100023    ,100023                   ,124                                     ,                                        ,Tukwila - E Marginal - CBD              , 3, 0, 2467.6333, 2512.9834,   11.9301
        94,21730826  ,21730826                        151,100023    ,100023                   ,124                                     ,                                        ,Tukwila - E Marginal - CBD              , 3, 0, 2515.0667, 2558.4668,   11.8992
        95,21730832  ,21730832                        151,100023    ,100023                   ,124                                     ,                                        ,Tukwila - E Marginal - CBD              , 3, 0, 2464.8167, 2497.9834,    9.9443
        96,21730906  ,21730906                          9,100132    ,100132                   ,24                                      ,                                        ,Magnolia via W Government Wy            , 3, 0, 2420.0500, 2463.7832,    7.9287
        97,21730787  ,21730787                        151,100023    ,100023                   ,124                                     ,                                        ,Tukwila - E Marginal - CBD              , 3, 0, 2523.8167, 2554.9834,    9.9443
        98,21730793  ,21730793                        151,100023    ,100023                   ,124                                     ,                                        ,Tukwila - E Marginal - CBD              , 3, 0, 9999.9902,-9999.9902,    0.0000
        99,21730802  ,21730802                        151,100023    ,100023                   ,124                                     ,                                        ,Tukwila - E Marginal - CBD              , 3, 0, 9999.9902,-9999.9902,    0.0000
       100,21730831  ,21730831                        151,100023    ,100023                   ,124                                     ,                                        ,Tukwila - E Marginal - CBD              , 3, 0, 9999.9902,-9999.9902,    0.0000
       101,21730835  ,21730835                        151,100023    ,100023                   ,124                                     ,                                        ,Tukwila - E Marginal - CBD              , 3, 0, 9999.9902,-9999.9902,    0.0000
       102,21730844  ,21730844                        151,100023    ,100023                   ,124                                     ,                                        ,Tukwila - E Marginal - CBD              , 3, 0, 9999.9902,-9999.9902,    0.0000
       103,21730856  ,21730856                        151,100023    ,100023                   ,124                                     ,                                        ,Tukwila - E Marginal - CBD              , 3, 0, 9999.9902,-9999.9902,    0.0000
       104,21730862  ,21730862                        151,100023    ,100023                   ,124                                     ,                                        ,Tukwila - E Marginal - CBD              , 3, 0, 9999.9902,-9999.9902,    0.0000
       105,21730868  ,21730868                        151,100023    ,100023                   ,124                                     ,                                        ,Tukwila - E Marginal - CBD              , 3, 0, 2313.8667, 2349.9668,    9.9443
       106,21730871  ,21730871                          9,100132    ,100132                   ,24                                      ,                                        ,Magnolia via W Government Wy            , 3, 0, 2424.9167, 2449.7168,    6.0002
       107,21730880  ,21730880                          9,100132    ,100132                   ,24                                      ,                                        ,Magnolia via W Government Wy            , 3, 0, 9999.9902,-9999.9902,    0.0000
       108,21730887  ,21730887                          9,100132    ,100132                   ,24                                      ,                                        ,Magnolia via W Government Wy            , 3, 0, 9999.9902,-9999.9902,    0.0000
       109,21730895  ,21730895                          9,100132    ,100132                   ,24                                      ,                                        ,Magnolia via W Government Wy            , 3, 0, 9999.9902,-9999.9902,    0.0000
       110,21730899  ,21730899                          9,100132    ,100132                   ,24                                      ,                                        ,Magnolia via W Government Wy            , 3, 0, 9999.9902,-9999.9902,    0.0000
       111,21730904  ,21730904                          9,100132    ,100132                   ,24                                      ,                                        ,Magnolia via W Government Wy            , 3, 0, 2483.0500, 2522.7832,    7.9287
       112,21730909  ,21730909                          9,100132    ,100132                   ,24                                      ,                                        ,Magnolia via W Government Wy            , 3, 0, 9999.9902,-9999.9902,    0.0000
       113,21730916  ,21730916                          9,100132    ,100132                   ,24                                      ,                                        ,Magnolia via W Government Wy            , 3, 0, 9999.9902,-9999.9902,    0.0000
       114,21730937  ,21730937                          9,100132    ,100132                   ,24                                      ,                                        ,Magnolia via W Government Wy            , 3, 0, 9999.9902,-9999.9902,    0.0000
       115,21730938  ,21730938                          9,100132    ,100132                   ,24                                      ,                                        ,Magnolia via W Government Wy            , 3, 0, 9999.9902,-9999.9902,    0.0000
       116,21730951  ,21730951                        151,100023    ,100023                   ,124                                     ,                                        ,Tukwila - E Marginal - CBD              , 3, 0, 2373.0667, 2424.9167,   12.1540
       117,21730792  ,21730792                        151,100023    ,100023                   ,124                                     ,                                        ,Tukwila - E Marginal - CBD              , 3, 0, 9999.9902,-9999.9902,    0.0000
       118,21730800  ,21730800                        151,100023    ,100023                   ,124                                     ,                                        ,Tukwila - E Marginal - CBD              , 3, 0, 9999.9902,-9999.9902,    0.0000
       119,21730805  ,21730805                        151,100023    ,100023                   ,124                                     ,                                        ,Tukwila - E Marginal - CBD              , 3, 0, 9999.9902,-9999.9902,    0.0000
       120,21730811  ,21730811                        151,100023    ,100023                   ,124                                     ,                                        ,Tukwila - E Marginal - CBD              , 3, 0, 2401.8667, 2437.9668,    9.9443
       121,21730819  ,21730819                        151,100023    ,100023                   ,124                                     ,                                        ,Tukwila - E Marginal - CBD              , 3, 0, 9999.9902,-9999.9902,    0.0000
       122,21730836  ,21730836                        151,100023    ,100023                   ,124                                     ,                                        ,Tukwila - E Marginal - CBD              , 3, 0, 2458.0667, 2505.9333,   12.1540
       123,21730841  ,21730841                        151,100023    ,100023                   ,124                                     ,                                        ,Tukwila - E Marginal - CBD              , 3, 0, 9999.9902,-9999.9902,    0.0000
       124,21730848  ,21730848                        151,100023    ,100023                   ,124                                     ,                                        ,Tukwila - E Marginal - CBD              , 3, 0, 9999.9902,-9999.9902,    0.0000
       125,21730854  ,21730854                        151,100023    ,100023                   ,124                                     ,                                        ,Tukwila - E Marginal - CBD              , 3, 0, 9999.9902,-9999.9902,    0.0000
       126,21730860  ,21730860                        151,100023    ,100023                   ,124                                     ,                                        ,Tukwila - E Marginal - CBD              , 3, 0, 9999.9902,-9999.9902,    0.0000
       127,21730873  ,21730873                          9,100132    ,100132                   ,24                                      ,                                        ,Magnolia via W Government Wy            , 3, 0, 2505.9333, 2536.0500,    7.5617
       128,21730877  ,21730877                          9,100132    ,100132                   ,24                                      ,                                        ,Magnolia via W Government Wy            , 3, 0, 2300.9333, 2328.0500,    7.5617
       129,21730884  ,21730884                          9,100132    ,100132                   ,24                                      ,                                        ,Magnolia via W Government Wy            , 3, 0, 9999.9902,-9999.9902,    0.0000
       130,21730892  ,21730892                          9,100132    ,100132                   ,24                                      ,                                        ,Magnolia via W Government Wy            , 3, 0, 9999.9902,-9999.9902,    0.0000
       131,21730897  ,21730897                          9,100132    ,100132                   ,24                                      ,                                        ,Magnolia via W Government Wy            , 3, 0, 9999.9902,-9999.9902,    0.0000
       132,21730913  ,21730913                          9,100132    ,100132                   ,24                                      ,                                        ,Magnolia via W Government Wy            , 3, 0, 9999.9902,-9999.9902,    0.0000
       133,21730927  ,21730927                          9,100132    ,100132                   ,24                                      ,                                        ,Magnolia via W Government Wy            , 3, 0, 9999.9902,-9999.9902,    0.0000
       134,21730930  ,21730930                          9,100132    ,100132                   ,24                                      ,                                        ,Magnolia via W Government Wy            , 3, 0, 2350.1167, 2400.6667,    9.3538
       135,21730935  ,21730935                          9,100132    ,100132                   ,24                                      ,                                        ,Magnolia via W Government Wy            , 3, 0, 9999.9902,-9999.9902,    0.0000
       136,21600782  ,21600782                        127,100151    ,100151                   ,26                                      ,                                        ,Latona                                  , 3, 0, 2433.1333, 2466.0500,    6.5160
       137,21600787  ,21600787                        127,100151    ,100151                   ,26                                      ,                                        ,Latona                                  , 3, 0, 2374.7500, 2398.0500,    4.9409
       138,21600816  ,21600816                        127,100151    ,100151                   ,26                                      ,                                        ,Latona                                  , 3, 0, 2503.0667, 2543.8000,    7.4614
       139,21759797  ,21759797                         56,100030    ,100030                   ,131                                     ,                                        ,Normandy Park                           , 3, 0, 2543.8000, 2563.1667,    5.2421
       140,21767777  ,21767777                         56,100030    ,100030                   ,131                                     ,                                        ,Normandy Park                           , 3, 0, 2332.9333, 2373.8999,    7.9959
       141,21382071  ,21382071                         75,100169    ,100169                   ,28                                      ,                                        ,Broadview                               , 3, 0, 2362.1333, 2410.9333,   10.8546
       142,21382000  ,21382000                         75,100169    ,100169                   ,28                                      ,                                        ,Broadview                               , 3, 0, 2417.1333, 2464.9333,   10.8546
       143,21381998  ,21381998                         75,100169    ,100169                   ,28                                      ,                                        ,Broadview                               , 3, 0, 2541.6333, 2559.9668,    5.6136
       144,21382005  ,21382005                         75,100169    ,100169                   ,28                                      ,                                        ,Broadview                               , 3, 0, 2318.7500, 2341.9500,    5.6136
       145,21382014  ,21382014                         75,100169    ,100169                   ,28                                      ,                                        ,Broadview                               , 3, 0, 9999.9902,-9999.9902,    0.0000
       146,21382030  ,21382030                         75,100169    ,100169                   ,28                                      ,                                        ,Broadview                               , 3, 0, 9999.9902,-9999.9902,    0.0000
       147,21382259  ,21382259                         75,100169    ,100169                   ,28                                      ,                                        ,Broadview                               , 3, 0, 2354.9333, 2397.7666,    8.7081
       148,21382267  ,21382267                         75,100169    ,100169                   ,28                                      ,                                        ,Broadview                               , 3, 0, 9999.9902,-9999.9902,    0.0000
       149,21382291  ,21382291                         75,100169    ,100169                   ,28                                      ,                                        ,Broadview                               , 3, 0, 9999.9902,-9999.9902,    0.0000
       150,21600799  ,21600799                        127,100151    ,100151                   ,26                                      ,                                        ,Latona                                  , 3, 0, 9999.9902,-9999.9902,    0.0000
       151,21600867  ,21600867                        127,100151    ,100151                   ,26                                      ,                                        ,Latona                                  , 3, 0, 9999.9902,-9999.9902,    0.0000
       152,21759770  ,21759770                        180,100031    ,100031                   ,132                                     ,                                        ,Des Moines                              , 3, 0, 9999.9902,-9999.9902,    0.0000
       153,21759772  ,21759772                        180,100031    ,100031                   ,132                                     ,                                        ,Des Moines                              , 3, 0, 9999.9902,-9999.9902,    0.0000
       154,21759779  ,21759779                        180,100031    ,100031                   ,132                                     ,                                        ,Des Moines                              , 3, 0, 2397.7666, 2446.0166,   11.2712
       155,21759787  ,21759787                        180,100031    ,100031                   ,132                                     ,                                        ,Des Moines                              , 3, 0, 9999.9902,-9999.9902,    0.0000
       156,21767742  ,21767742                        180,100031    ,100031                   ,132                                     ,                                        ,Des Moines                              , 3, 0, 2484.8667, 2540.9333,   13.3999
       157,21767752  ,21767752                        180,100031    ,100031                   ,132                                     ,                                        ,Des Moines                              , 3, 0, 9999.9902,-9999.9902,    0.0000
       158,21767761  ,21767761                        180,100031    ,100031                   ,132                                     ,                                        ,Des Moines                              , 3, 0, 9999.9902,-9999.9902,    0.0000
       159,21767797  ,21767797                         56,100030    ,100030                   ,131                                     ,                                        ,Normandy Park                           , 3, 0, 9999.9902,-9999.9902,    0.0000
       160,21767802  ,21767802                        180,100031    ,100031                   ,132                                     ,                                        ,Des Moines                              , 3, 0, 9999.9902,-9999.9902,    0.0000
       161,21382001  ,21382001                         75,100169    ,100169                   ,28                                      ,                                        ,Broadview                               , 3, 0, 2406.1333, 2453.9333,   10.8546
       162,21600841  ,21600841                        127,100151    ,100151                   ,26                                      ,                                        ,Latona                                  , 3, 0, 9999.9902,-9999.9902,    0.0000
       163,21382010  ,21382010                         75,100169    ,100169                   ,28                                      ,                                        ,Broadview                               , 3, 0, 9999.9902,-9999.9902,    0.0000
       164,21382019  ,21382019                         75,100169    ,100169                   ,28                                      ,                                        ,Broadview                               , 3, 0, 9999.9902,-9999.9902,    0.0000
       165,21382035  ,21382035                         75,100169    ,100169                   ,28                                      ,                                        ,Broadview                               , 3, 0, 9999.9902,-9999.9902,    0.0000
       166,21382272  ,21382272                         75,100169    ,100169                   ,28                                      ,                                        ,Broadview                               , 3, 0, 9999.9902,-9999.9902,    0.0000
       167,21382281  ,21382281                         75,100169    ,100169                   ,28                                      ,                                        ,Broadview                               , 3, 0, 9999.9902,-9999.9902,    0.0000
       168,21759754  ,21759754                        180,100031    ,100031                   ,132                                     ,                                        ,Des Moines                              , 3, 0, 9999.9902,-9999.9902,    0.0000
       169,21759764  ,21759764                        180,100031    ,100031                   ,132                                     ,                                        ,Des Moines                              , 3, 0, 9999.9902,-9999.9902,    0.0000
       170,21767733  ,21767733                        180,100031    ,100031                   ,132                                     ,                                        ,Des Moines                              , 3, 0, 9999.9902,-9999.9902,    0.0000
       171,21767757  ,21767757                        180,100031    ,100031                   ,132                                     ,                                        ,Des Moines                              , 3, 0, 9999.9902,-9999.9902,    0.0000
       172,21767766  ,21767766                        180,100031    ,100031                   ,132                                     ,                                        ,Des Moines                              , 3, 0, 9999.9902,-9999.9902,    0.0000
       173,21381994  ,21381994                         75,100169    ,100169                   ,28                                      ,                                        ,Broadview                               , 3, 0, 2421.0500, 2448.9668,    5.6136
       174,21382009  ,21382009                         75,100169    ,100169                   ,28                                      ,                                        ,Broadview                               , 3, 0, 9999.9902,-9999.9902,    0.0000
       175,21382018  ,21382018                         75,100169    ,100169                   ,28                                      ,                                        ,Broadview                               , 3, 0, 9999.9902,-9999.9902,    0.0000
       176,21382034  ,21382034                         75,100169    ,100169                   ,28                                      ,                                        ,Broadview                               , 3, 0, 9999.9902,-9999.9902,    0.0000
