trip_no,trip_id,orig_trip_id,route_no,route_id,orig_route_id,route_short_name,route_long_name,route_desc,route_type,route_used,begin_time,end_time,mileage
         1,MADSC-EB  ,MADSC-EB                        236,100340A   ,100340A                  ,98A                                     ,                                        ,Madison Street Streetcar                , 0, 0, 9999.9902,-9999.9902,    0.0000
     11061,21613299  ,21613299                        106,100196    ,100196                   ,331                                     ,                                        ,S03: Kenmore - SCC                      , 3, 0, 9999.9902,-9999.9902,    0.0000
     11062,21613300  ,21613300                        189,100202    ,100202                   ,345                                     ,                                        ,NTC - SCC                               , 3, 0, 9999.9902,-9999.9902,    0.0000
     11063,21613301  ,21613301                         83,100205    ,100205                   ,348                                     ,                                        ,NTC - Richmond Beach                    , 3, 0, 9999.9902,-9999.9902,    0.0000
     11064,18263075  ,18263075                        113,100060    ,100060                   ,168                                     ,                                        ,Timberlane - Kent Rail Station          , 3, 0, 9999.9902,-9999.9902,    0.0000
     11065,18263076  ,18263076                         62,100057    ,100057                   ,164                                     ,                                        ,GGreen River Coll-Kent P&R Via Lk. Merid, 3, 0, 9999.9902,-9999.9902,    0.0000
     11066,18113134  ,18113134                        113,100060    ,100060                   ,168                                     ,                                        ,Timberlane - Kent Rail Station          , 3, 0, 9999.9902,-9999.9902,    0.0000
     11067,18113184  ,18113184                        113,100060    ,100060                   ,168                                     ,                                        ,Timberlane - Kent Rail Station          , 3, 0, 2435.0500, 2480.0332,   12.8680
     11068,18113191  ,18113191                        113,100060    ,100060                   ,168                                     ,                                        ,Timberlane - Kent Rail Station          , 3, 0, 2317.0500, 2360.0332,   12.8680
     11069,18113195  ,18113195                        113,100060    ,100060                   ,168                                     ,                                        ,Timberlane - Kent Rail Station          , 3, 0, 9999.9902,-9999.9902,    0.0000
     11070,18113199  ,18113199                        113,100060    ,100060                   ,168                                     ,                                        ,Timberlane - Kent Rail Station          , 3, 0, 9999.9902,-9999.9902,    0.0000
     11071,18113204  ,18113204                        113,100060    ,100060                   ,168                                     ,                                        ,Timberlane - Kent Rail Station          , 3, 0, 9999.9902,-9999.9902,    0.0000
     11072,18113212  ,18113212                        113,100060    ,100060                   ,168                                     ,                                        ,Timberlane - Kent Rail Station          , 3, 0, 9999.9902,-9999.9902,    0.0000
     11073,18113217  ,18113217                        113,100060    ,100060                   ,168                                     ,                                        ,Timberlane - Kent Rail Station          , 3, 0, 9999.9902,-9999.9902,    0.0000
     11074,18113220  ,18113220                         62,100057    ,100057                   ,164                                     ,                                        ,GGreen River Coll-Kent P&R Via Lk. Merid, 3, 0, 9999.9902,-9999.9902,    0.0000
     11075,18113224  ,18113224                        113,100060    ,100060                   ,168                                     ,                                        ,Timberlane - Kent Rail Station          , 3, 0, 9999.9902,-9999.9902,    0.0000
     11076,18113225  ,18113225                        113,100060    ,100060                   ,168                                     ,                                        ,Timberlane - Kent Rail Station          , 3, 0, 9999.9902,-9999.9902,    0.0000
     11077,18113491  ,18113491                         62,100057    ,100057                   ,164                                     ,                                        ,GGreen River Coll-Kent P&R Via Lk. Merid, 3, 0, 9999.9902,-9999.9902,    0.0000
     11078,18114860  ,18114860                        113,100060    ,100060                   ,168                                     ,                                        ,Timberlane - Kent Rail Station          , 3, 0, 2485.0833, 2535.0166,   12.8645
     11079,18114862  ,18114862                        113,100060    ,100060                   ,168                                     ,                                        ,Timberlane - Kent Rail Station          , 3, 0, 2365.0833, 2413.0166,   12.8645
     11080,18114864  ,18114864                        113,100060    ,100060                   ,168                                     ,                                        ,Timberlane - Kent Rail Station          , 3, 0, 9999.9902,-9999.9902,    0.0000
     11081,18114866  ,18114866                        113,100060    ,100060                   ,168                                     ,                                        ,Timberlane - Kent Rail Station          , 3, 0, 9999.9902,-9999.9902,    0.0000
     11082,18114868  ,18114868                        113,100060    ,100060                   ,168                                     ,                                        ,Timberlane - Kent Rail Station          , 3, 0, 9999.9902,-9999.9902,    0.0000
     11083,18114870  ,18114870                        113,100060    ,100060                   ,168                                     ,                                        ,Timberlane - Kent Rail Station          , 3, 0, 9999.9902,-9999.9902,    0.0000
     11084,18114872  ,18114872                        113,100060    ,100060                   ,168                                     ,                                        ,Timberlane - Kent Rail Station          , 3, 0, 9999.9902,-9999.9902,    0.0000
     11085,18114901  ,18114901                        113,100060    ,100060                   ,168                                     ,                                        ,Timberlane - Kent Rail Station          , 3, 0, 9999.9902,-9999.9902,    0.0000
     11086,18113182  ,18113182                         62,100057    ,100057                   ,164                                     ,                                        ,GGreen River Coll-Kent P&R Via Lk. Merid, 3, 0, 2466.9167, 2495.0332,    8.6498
     11087,18113192  ,18113192                         62,100057    ,100057                   ,164                                     ,                                        ,GGreen River Coll-Kent P&R Via Lk. Merid, 3, 0, 9999.9902,-9999.9902,    0.0000
     11088,18113198  ,18113198                         62,100057    ,100057                   ,164                                     ,                                        ,GGreen River Coll-Kent P&R Via Lk. Merid, 3, 0, 9999.9902,-9999.9902,    0.0000
     11089,18113206  ,18113206                         62,100057    ,100057                   ,164                                     ,                                        ,GGreen River Coll-Kent P&R Via Lk. Merid, 3, 0, 9999.9902,-9999.9902,    0.0000
     11090,18113216  ,18113216                         62,100057    ,100057                   ,164                                     ,                                        ,GGreen River Coll-Kent P&R Via Lk. Merid, 3, 0, 9999.9902,-9999.9902,    0.0000
     11091,18113475  ,18113475                         62,100057    ,100057                   ,164                                     ,                                        ,GGreen River Coll-Kent P&R Via Lk. Merid, 3, 0, 2500.0667, 2526.9668,    7.9230
     11092,18113478  ,18113478                         62,100057    ,100057                   ,164                                     ,                                        ,GGreen River Coll-Kent P&R Via Lk. Merid, 3, 0, 2320.0833, 2350.9333,    7.9230
     11093,18113481  ,18113481                         62,100057    ,100057                   ,164                                     ,                                        ,GGreen River Coll-Kent P&R Via Lk. Merid, 3, 0, 9999.9902,-9999.9902,    0.0000
     11094,18113484  ,18113484                         62,100057    ,100057                   ,164                                     ,                                        ,GGreen River Coll-Kent P&R Via Lk. Merid, 3, 0, 9999.9902,-9999.9902,    0.0000
     11095,18113487  ,18113487                         62,100057    ,100057                   ,164                                     ,                                        ,GGreen River Coll-Kent P&R Via Lk. Merid, 3, 0, 9999.9902,-9999.9902,    0.0000
     11096,18113990  ,18113990                         62,100057    ,100057                   ,164                                     ,                                        ,GGreen River Coll-Kent P&R Via Lk. Merid, 3, 0, 2410.0833, 2439.9500,    7.9230
     11097,18114501  ,18114501                         14,100072    ,100072                   ,181                                     ,                                        ,Green River CC/Auburn/Federal Way       , 3, 0, 9999.9902,-9999.9902,    0.0000
     11098,18114502  ,18114502                         14,100072    ,100072                   ,181                                     ,                                        ,Green River CC/Auburn/Federal Way       , 3, 0, 9999.9902,-9999.9902,    0.0000
     11099,18114874  ,18114874                         62,100057    ,100057                   ,164                                     ,                                        ,GGreen River Coll-Kent P&R Via Lk. Merid, 3, 0, 2368.8833, 2405.0332,    8.6498
     11100,18114877  ,18114877                         62,100057    ,100057                   ,164                                     ,                                        ,GGreen River Coll-Kent P&R Via Lk. Merid, 3, 0, 9999.9902,-9999.9902,    0.0000
     11101,18114880  ,18114880                         62,100057    ,100057                   ,164                                     ,                                        ,GGreen River Coll-Kent P&R Via Lk. Merid, 3, 0, 9999.9902,-9999.9902,    0.0000
     11102,18114883  ,18114883                         62,100057    ,100057                   ,164                                     ,                                        ,GGreen River Coll-Kent P&R Via Lk. Merid, 3, 0, 9999.9902,-9999.9902,    0.0000
     11103,18114888  ,18114888                         62,100057    ,100057                   ,164                                     ,                                        ,GGreen River Coll-Kent P&R Via Lk. Merid, 3, 0, 9999.9902,-9999.9902,    0.0000
     11104,18114891  ,18114891                         62,100057    ,100057                   ,164                                     ,                                        ,GGreen River Coll-Kent P&R Via Lk. Merid, 3, 0, 9999.9902,-9999.9902,    0.0000
     11105,18114894  ,18114894                         62,100057    ,100057                   ,164                                     ,                                        ,GGreen River Coll-Kent P&R Via Lk. Merid, 3, 0, 9999.9902,-9999.9902,    0.0000
     11106,18113186  ,18113186                         62,100057    ,100057                   ,164                                     ,                                        ,GGreen River Coll-Kent P&R Via Lk. Merid, 3, 0, 2398.8833, 2435.0332,    8.6498
     11107,18113194  ,18113194                         62,100057    ,100057                   ,164                                     ,                                        ,GGreen River Coll-Kent P&R Via Lk. Merid, 3, 0, 9999.9902,-9999.9902,    0.0000
     11108,18113200  ,18113200                         62,100057    ,100057                   ,164                                     ,                                        ,GGreen River Coll-Kent P&R Via Lk. Merid, 3, 0, 9999.9902,-9999.9902,    0.0000
     11109,18113210  ,18113210                         62,100057    ,100057                   ,164                                     ,                                        ,GGreen River Coll-Kent P&R Via Lk. Merid, 3, 0, 9999.9902,-9999.9902,    0.0000
     11110,18113476  ,18113476                         62,100057    ,100057                   ,164                                     ,                                        ,GGreen River Coll-Kent P&R Via Lk. Merid, 3, 0, 2440.0833, 2469.9668,    7.9230
     11111,18113479  ,18113479                         62,100057    ,100057                   ,164                                     ,                                        ,GGreen River Coll-Kent P&R Via Lk. Merid, 3, 0, 9999.9902,-9999.9902,    0.0000
     11112,18113482  ,18113482                         62,100057    ,100057                   ,164                                     ,                                        ,GGreen River Coll-Kent P&R Via Lk. Merid, 3, 0, 9999.9902,-9999.9902,    0.0000
     11113,18113485  ,18113485                         62,100057    ,100057                   ,164                                     ,                                        ,GGreen River Coll-Kent P&R Via Lk. Merid, 3, 0, 9999.9902,-9999.9902,    0.0000
     11114,18113488  ,18113488                         62,100057    ,100057                   ,164                                     ,                                        ,GGreen River Coll-Kent P&R Via Lk. Merid, 3, 0, 9999.9902,-9999.9902,    0.0000
     11115,18114878  ,18114878                         62,100057    ,100057                   ,164                                     ,                                        ,GGreen River Coll-Kent P&R Via Lk. Merid, 3, 0, 9999.9902,-9999.9902,    0.0000
     11116,18114881  ,18114881                         62,100057    ,100057                   ,164                                     ,                                        ,GGreen River Coll-Kent P&R Via Lk. Merid, 3, 0, 9999.9902,-9999.9902,    0.0000
     11117,18114884  ,18114884                         62,100057    ,100057                   ,164                                     ,                                        ,GGreen River Coll-Kent P&R Via Lk. Merid, 3, 0, 9999.9902,-9999.9902,    0.0000
     11118,18114885  ,18114885                         62,100057    ,100057                   ,164                                     ,                                        ,GGreen River Coll-Kent P&R Via Lk. Merid, 3, 0, 2313.9167, 2345.0332,    8.6498
     11119,18114886  ,18114886                         62,100057    ,100057                   ,164                                     ,                                        ,GGreen River Coll-Kent P&R Via Lk. Merid, 3, 0, 2350.0833, 2378.9500,    7.9230
     11120,18114889  ,18114889                         62,100057    ,100057                   ,164                                     ,                                        ,GGreen River Coll-Kent P&R Via Lk. Merid, 3, 0, 9999.9902,-9999.9902,    0.0000
     11121,18114892  ,18114892                         62,100057    ,100057                   ,164                                     ,                                        ,GGreen River Coll-Kent P&R Via Lk. Merid, 3, 0, 9999.9902,-9999.9902,    0.0000
     11122,18114895  ,18114895                         62,100057    ,100057                   ,164                                     ,                                        ,GGreen River Coll-Kent P&R Via Lk. Merid, 3, 0, 9999.9902,-9999.9902,    0.0000
     11123,18113133  ,18113133                        113,100060    ,100060                   ,168                                     ,                                        ,Timberlane - Kent Rail Station          , 3, 0, 9999.9902,-9999.9902,    0.0000
     11124,18113136  ,18113136                        113,100060    ,100060                   ,168                                     ,                                        ,Timberlane - Kent Rail Station          , 3, 0, 9999.9902,-9999.9902,    0.0000
     11125,18113188  ,18113188                        113,100060    ,100060                   ,168                                     ,                                        ,Timberlane - Kent Rail Station          , 3, 0, 2375.0500, 2420.0332,   12.8680
     11126,18113193  ,18113193                        113,100060    ,100060                   ,168                                     ,                                        ,Timberlane - Kent Rail Station          , 3, 0, 9999.9902,-9999.9902,    0.0000
     11127,18113197  ,18113197                        113,100060    ,100060                   ,168                                     ,                                        ,Timberlane - Kent Rail Station          , 3, 0, 9999.9902,-9999.9902,    0.0000
     11128,18113201  ,18113201                        113,100060    ,100060                   ,168                                     ,                                        ,Timberlane - Kent Rail Station          , 3, 0, 9999.9902,-9999.9902,    0.0000
     11129,18113208  ,18113208                        113,100060    ,100060                   ,168                                     ,                                        ,Timberlane - Kent Rail Station          , 3, 0, 9999.9902,-9999.9902,    0.0000
     11130,18113215  ,18113215                        113,100060    ,100060                   ,168                                     ,                                        ,Timberlane - Kent Rail Station          , 3, 0, 9999.9902,-9999.9902,    0.0000
     11131,18113218  ,18113218                         62,100057    ,100057                   ,164                                     ,                                        ,GGreen River Coll-Kent P&R Via Lk. Merid, 3, 0, 9999.9902,-9999.9902,    0.0000
     11132,18113223  ,18113223                        113,100060    ,100060                   ,168                                     ,                                        ,Timberlane - Kent Rail Station          , 3, 0, 9999.9902,-9999.9902,    0.0000
     11133,21613304  ,21613304                         83,100205    ,100205                   ,348                                     ,                                        ,NTC - Richmond Beach                    , 3, 0, 2421.8833, 2454.9668,    8.5024
     11134,21613305  ,21613305                         83,100205    ,100205                   ,348                                     ,                                        ,NTC - Richmond Beach                    , 3, 0, 2354.9668, 2395.8833,    8.5229
     11135,21613306  ,21613306                        189,100202    ,100202                   ,345                                     ,                                        ,NTC - SCC                               , 3, 0, 2319.8999, 2349.9834,    5.9696
     11136,21613307  ,21613307                        106,100196    ,100196                   ,331                                     ,                                        ,S03: Kenmore - SCC                      , 3, 0, 9999.9902,-9999.9902,    0.0000
     11137,21613308  ,21613308                        106,100196    ,100196                   ,331                                     ,                                        ,S03: Kenmore - SCC                      , 3, 0, 9999.9902,-9999.9902,    0.0000
     11138,21613309  ,21613309                        189,100202    ,100202                   ,345                                     ,                                        ,NTC - SCC                               , 3, 0, 9999.9902,-9999.9902,    0.0000
     11139,21613310  ,21613310                         83,100205    ,100205                   ,348                                     ,                                        ,NTC - Richmond Beach                    , 3, 0, 9999.9902,-9999.9902,    0.0000
     11140,21613311  ,21613311                         83,100205    ,100205                   ,348                                     ,                                        ,NTC - Richmond Beach                    , 3, 0, 9999.9902,-9999.9902,    0.0000
     11141,21613312  ,21613312                        189,100202    ,100202                   ,345                                     ,                                        ,NTC - SCC                               , 3, 0, 9999.9902,-9999.9902,    0.0000
     11142,21613313  ,21613313                        106,100196    ,100196                   ,331                                     ,                                        ,S03: Kenmore - SCC                      , 3, 0, 9999.9902,-9999.9902,    0.0000
     11143,21613314  ,21613314                        106,100196    ,100196                   ,331                                     ,                                        ,S03: Kenmore - SCC                      , 3, 0, 9999.9902,-9999.9902,    0.0000
     11144,21613315  ,21613315                        189,100202    ,100202                   ,345                                     ,                                        ,NTC - SCC                               , 3, 0, 9999.9902,-9999.9902,    0.0000
     11145,21613316  ,21613316                         83,100205    ,100205                   ,348                                     ,                                        ,NTC - Richmond Beach                    , 3, 0, 9999.9902,-9999.9902,    0.0000
     11146,21613317  ,21613317                         83,100205    ,100205                   ,348                                     ,                                        ,NTC - Richmond Beach                    , 3, 0, 9999.9902,-9999.9902,    0.0000
     11147,21613318  ,21613318                        189,100202    ,100202                   ,345                                     ,                                        ,NTC - SCC                               , 3, 0, 9999.9902,-9999.9902,    0.0000
     11148,21613319  ,21613319                        106,100196    ,100196                   ,331                                     ,                                        ,S03: Kenmore - SCC                      , 3, 0, 9999.9902,-9999.9902,    0.0000
     11149,21613320  ,21613320                        106,100196    ,100196                   ,331                                     ,                                        ,S03: Kenmore - SCC                      , 3, 0, 9999.9902,-9999.9902,    0.0000
     11150,21613321  ,21613321                        189,100202    ,100202                   ,345                                     ,                                        ,NTC - SCC                               , 3, 0, 9999.9902,-9999.9902,    0.0000
     11151,21613322  ,21613322                         83,100205    ,100205                   ,348                                     ,                                        ,NTC - Richmond Beach                    , 3, 0, 9999.9902,-9999.9902,    0.0000
     11152,21613323  ,21613323                         83,100205    ,100205                   ,348                                     ,                                        ,NTC - Richmond Beach                    , 3, 0, 9999.9902,-9999.9902,    0.0000
     11153,21613324  ,21613324                        149,100203    ,100203                   ,346                                     ,                                        ,Aurora Village - NTC                    , 3, 0, 9999.9902,-9999.9902,    0.0000
     11154,21613389  ,21613389                        149,100203    ,100203                   ,346                                     ,                                        ,Aurora Village - NTC                    , 3, 0, 2504.9668, 2532.9500,    6.5000
     11155,21613390  ,21613390                        185,100204    ,100204                   ,347                                     ,                                        ,NTC - Mountlake Terrace                 , 3, 0, 2466.3999, 2499.9668,    8.6209
     11156,21613391  ,21613391                        185,100204    ,100204                   ,347                                     ,                                        ,NTC - Mountlake Terrace                 , 3, 0, 2399.9668, 2439.0000,    8.5555
     11157,21613392  ,21613392                        149,100203    ,100203                   ,346                                     ,                                        ,Aurora Village - NTC                    , 3, 0, 2370.9668, 2394.9834,    6.4398
     11158,21613393  ,21613393                        149,100203    ,100203                   ,346                                     ,                                        ,Aurora Village - NTC                    , 3, 0, 2324.9668, 2353.9500,    6.5000
     11159,21613394  ,21613394                        185,100204    ,100204                   ,347                                     ,                                        ,NTC - Mountlake Terrace                 , 3, 0, 9999.9902,-9999.9902,    0.0000
     11160,21613395  ,21613395                        185,100204    ,100204                   ,347                                     ,                                        ,NTC - Mountlake Terrace                 , 3, 0, 9999.9902,-9999.9902,    0.0000
     11161,21613396  ,21613396                        149,100203    ,100203                   ,346                                     ,                                        ,Aurora Village - NTC                    , 3, 0, 9999.9902,-9999.9902,    0.0000
     11162,21613397  ,21613397                        149,100203    ,100203                   ,346                                     ,                                        ,Aurora Village - NTC                    , 3, 0, 9999.9902,-9999.9902,    0.0000
     11163,21613398  ,21613398                        185,100204    ,100204                   ,347                                     ,                                        ,NTC - Mountlake Terrace                 , 3, 0, 9999.9902,-9999.9902,    0.0000
     11164,21613399  ,21613399                        185,100204    ,100204                   ,347                                     ,                                        ,NTC - Mountlake Terrace                 , 3, 0, 9999.9902,-9999.9902,    0.0000
     11165,21613400  ,21613400                        149,100203    ,100203                   ,346                                     ,                                        ,Aurora Village - NTC                    , 3, 0, 9999.9902,-9999.9902,    0.0000
     11166,21613401  ,21613401                        149,100203    ,100203                   ,346                                     ,                                        ,Aurora Village - NTC                    , 3, 0, 9999.9902,-9999.9902,    0.0000
     11167,21613402  ,21613402                        185,100204    ,100204                   ,347                                     ,                                        ,NTC - Mountlake Terrace                 , 3, 0, 9999.9902,-9999.9902,    0.0000
     11168,21613403  ,21613403                        185,100204    ,100204                   ,347                                     ,                                        ,NTC - Mountlake Terrace                 , 3, 0, 9999.9902,-9999.9902,    0.0000
     11169,21613404  ,21613404                        149,100203    ,100203                   ,346                                     ,                                        ,Aurora Village - NTC                    , 3, 0, 9999.9902,-9999.9902,    0.0000
     11170,21613405  ,21613405                        149,100203    ,100203                   ,346                                     ,                                        ,Aurora Village - NTC                    , 3, 0, 9999.9902,-9999.9902,    0.0000
     11171,21613406  ,21613406                        185,100204    ,100204                   ,347                                     ,                                        ,NTC - Mountlake Terrace                 , 3, 0, 9999.9902,-9999.9902,    0.0000
     11172,21613409  ,21613409                        185,100204    ,100204                   ,347                                     ,                                        ,NTC - Mountlake Terrace                 , 3, 0, 2489.9668, 2527.0000,    8.5555
     11173,21613410  ,21613410                        149,100203    ,100203                   ,346                                     ,                                        ,Aurora Village - NTC                    , 3, 0, 2461.9668, 2484.9834,    6.4398
     11174,21613411  ,21613411                        149,100203    ,100203                   ,346                                     ,                                        ,Aurora Village - NTC                    , 3, 0, 2414.9668, 2444.9500,    6.5000
     11175,21613412  ,21613412                        185,100204    ,100204                   ,347                                     ,                                        ,NTC - Mountlake Terrace                 , 3, 0, 2376.3999, 2409.9668,    8.6209
     11176,21613413  ,21613413                        185,100204    ,100204                   ,347                                     ,                                        ,NTC - Mountlake Terrace                 , 3, 0, 2309.9668, 2348.0000,    8.5555
     11177,21613414  ,21613414                        149,100203    ,100203                   ,346                                     ,                                        ,Aurora Village - NTC                    , 3, 0, 9999.9902,-9999.9902,    0.0000
     11178,21613415  ,21613415                        149,100203    ,100203                   ,346                                     ,                                        ,Aurora Village - NTC                    , 3, 0, 9999.9902,-9999.9902,    0.0000
     11179,21613416  ,21613416                        185,100204    ,100204                   ,347                                     ,                                        ,NTC - Mountlake Terrace                 , 3, 0, 9999.9902,-9999.9902,    0.0000
     11180,21613417  ,21613417                        185,100204    ,100204                   ,347                                     ,                                        ,NTC - Mountlake Terrace                 , 3, 0, 9999.9902,-9999.9902,    0.0000
     11181,21613418  ,21613418                        149,100203    ,100203                   ,346                                     ,                                        ,Aurora Village - NTC                    , 3, 0, 9999.9902,-9999.9902,    0.0000
     11182,21613419  ,21613419                        149,100203    ,100203                   ,346                                     ,                                        ,Aurora Village - NTC                    , 3, 0, 9999.9902,-9999.9902,    0.0000
     11183,21613420  ,21613420                        185,100204    ,100204                   ,347                                     ,                                        ,NTC - Mountlake Terrace                 , 3, 0, 9999.9902,-9999.9902,    0.0000
     11184,21613421  ,21613421                        185,100204    ,100204                   ,347                                     ,                                        ,NTC - Mountlake Terrace                 , 3, 0, 9999.9902,-9999.9902,    0.0000
     11185,21613422  ,21613422                        149,100203    ,100203                   ,346                                     ,                                        ,Aurora Village - NTC                    , 3, 0, 9999.9902,-9999.9902,    0.0000
     11186,21613423  ,21613423                        149,100203    ,100203                   ,346                                     ,                                        ,Aurora Village - NTC                    , 3, 0, 9999.9902,-9999.9902,    0.0000
     11187,21613424  ,21613424                        185,100204    ,100204                   ,347                                     ,                                        ,NTC - Mountlake Terrace                 , 3, 0, 9999.9902,-9999.9902,    0.0000
     11188,21613425  ,21613425                        185,100204    ,100204                   ,347                                     ,                                        ,NTC - Mountlake Terrace                 , 3, 0, 9999.9902,-9999.9902,    0.0000
     11189,21613426  ,21613426                        149,100203    ,100203                   ,346                                     ,                                        ,Aurora Village - NTC                    , 3, 0, 9999.9902,-9999.9902,    0.0000
     11190,21613429  ,21613429                        149,100203    ,100203                   ,346                                     ,                                        ,Aurora Village - NTC                    , 3, 0, 2474.9668, 2502.9500,    6.5000
     11191,21613430  ,21613430                        185,100204    ,100204                   ,347                                     ,                                        ,NTC - Mountlake Terrace                 , 3, 0, 2436.3999, 2469.9668,    8.6209
     11192,21613431  ,21613431                        185,100204    ,100204                   ,347                                     ,                                        ,NTC - Mountlake Terrace                 , 3, 0, 2369.9668, 2408.0000,    8.5555
     11193,21613432  ,21613432                        149,100203    ,100203                   ,346                                     ,                                        ,Aurora Village - NTC                    , 3, 0, 2340.9668, 2364.9834,    6.4398
     11194,21613433  ,21613433                        149,100203    ,100203                   ,346                                     ,                                        ,Aurora Village - NTC                    , 3, 0, 9999.9902,-9999.9902,    0.0000
     11195,21613434  ,21613434                        185,100204    ,100204                   ,347                                     ,                                        ,NTC - Mountlake Terrace                 , 3, 0, 9999.9902,-9999.9902,    0.0000
     11196,21613435  ,21613435                        185,100204    ,100204                   ,347                                     ,                                        ,NTC - Mountlake Terrace                 , 3, 0, 9999.9902,-9999.9902,    0.0000
     11197,21613436  ,21613436                        149,100203    ,100203                   ,346                                     ,                                        ,Aurora Village - NTC                    , 3, 0, 9999.9902,-9999.9902,    0.0000
     11198,21613437  ,21613437                        149,100203    ,100203                   ,346                                     ,                                        ,Aurora Village - NTC                    , 3, 0, 9999.9902,-9999.9902,    0.0000
     11199,21613438  ,21613438                        185,100204    ,100204                   ,347                                     ,                                        ,NTC - Mountlake Terrace                 , 3, 0, 9999.9902,-9999.9902,    0.0000
     11200,21613439  ,21613439                        185,100204    ,100204                   ,347                                     ,                                        ,NTC - Mountlake Terrace                 , 3, 0, 9999.9902,-9999.9902,    0.0000
     11201,21613440  ,21613440                        149,100203    ,100203                   ,346                                     ,                                        ,Aurora Village - NTC                    , 3, 0, 9999.9902,-9999.9902,    0.0000
     11202,21613441  ,21613441                        149,100203    ,100203                   ,346                                     ,                                        ,Aurora Village - NTC                    , 3, 0, 9999.9902,-9999.9902,    0.0000
     11203,21613442  ,21613442                        185,100204    ,100204                   ,347                                     ,                                        ,NTC - Mountlake Terrace                 , 3, 0, 9999.9902,-9999.9902,    0.0000
     11204,21613443  ,21613443                        185,100204    ,100204                   ,347                                     ,                                        ,NTC - Mountlake Terrace                 , 3, 0, 9999.9902,-9999.9902,    0.0000
     11205,21612980  ,21612980                         76,100177    ,100177                   ,303                                     ,                                        ,Shoreline - NTC - First Hill            , 3, 0, 9999.9902,-9999.9902,    0.0000
     11206,22122632  ,22122632                        173,100182    ,100182                   ,308                                     ,                                        ,Aurora Village Via Lake Forest Park     , 3, 0, 9999.9902,-9999.9902,    0.0000
     11207,21614499  ,21614499                        114,100254    ,100254                   ,65                                      ,                                        ,NTC to UW                               , 3, 0, 9999.9902,-9999.9902,    0.0000
     11208,21614530  ,21614530                        114,100254    ,100254                   ,65                                      ,                                        ,NTC to UW                               , 3, 0, 9999.9902,-9999.9902,    0.0000
     11209,21647792  ,21647792                         64,100193    ,100193                   ,32                                      ,                                        ,Seattle Center to U-District            , 3, 0, 9999.9902,-9999.9902,    0.0000
     11210,21647827  ,21647827                         64,100193    ,100193                   ,32                                      ,                                        ,Seattle Center to U-District            , 3, 0, 9999.9902,-9999.9902,    0.0000
     11211,21790268  ,21790268                        114,100254    ,100254                   ,65                                      ,                                        ,NTC to UW                               , 3, 0, 9999.9902,-9999.9902,    0.0000
     11212,21790295  ,21790295                        114,100254    ,100254                   ,65                                      ,                                        ,NTC to UW                               , 3, 0, 9999.9902,-9999.9902,    0.0000
     11213,21912390  ,21912390                        114,100254    ,100254                   ,65                                      ,                                        ,NTC to UW                               , 3, 0, 9999.9902,-9999.9902,    0.0000
     11214,21613083  ,21613083                        168,100187    ,100187                   ,312                                     ,                                        ,Woodinville/Bothell Express route       , 3, 0, 2467.0500, 2512.9167,   16.3318
     11215,21952372  ,21952372                         50,100269    ,100269                   ,75                                      ,                                        ,UW - NTC - Ballard                      , 3, 0, 2383.7500, 2426.9834,    9.2090
     11216,21613738  ,21613738                        187,100208    ,100208                   ,358                                     ,                                        ,Aurora Express                          , 3, 0, 9999.9902,-9999.9902,    0.0000
     11217,21611585  ,21611585                         53,100184    ,100184                   ,31                                      ,                                        ,Magnolia to University                  , 3, 0, 2282.8501, 2325.7334,    7.6609
     11218,21611586  ,21611586                         53,100184    ,100184                   ,31                                      ,                                        ,Magnolia to University                  , 3, 0, 9999.9902,-9999.9902,    0.0000
     11219,21614096  ,21614096                         53,100184    ,100184                   ,31                                      ,                                        ,Magnolia to University                  , 3, 0, 9999.9902,-9999.9902,    0.0000
     11220,21614097  ,21614097                         53,100184    ,100184                   ,31                                      ,                                        ,Magnolia to University                  , 3, 0, 9999.9902,-9999.9902,    0.0000
     11221,21614454  ,21614454                        114,100254    ,100254                   ,65                                      ,                                        ,NTC to UW                               , 3, 0, 2517.0500, 2538.8999,    4.8781
     11222,21614519  ,21614519                        114,100254    ,100254                   ,65                                      ,                                        ,NTC to UW                               , 3, 0, 9999.9902,-9999.9902,    0.0000
     11223,21614520  ,21614520                        114,100254    ,100254                   ,65                                      ,                                        ,NTC to UW                               , 3, 0, 9999.9902,-9999.9902,    0.0000
     11224,18113490  ,18113490                         62,100057    ,100057                   ,164                                     ,                                        ,GGreen River Coll-Kent P&R Via Lk. Merid, 3, 0, 9999.9902,-9999.9902,    0.0000
     11225,18114861  ,18114861                        113,100060    ,100060                   ,168                                     ,                                        ,Timberlane - Kent Rail Station          , 3, 0, 2425.0833, 2473.0166,   12.8645
     11226,18114863  ,18114863                        113,100060    ,100060                   ,168                                     ,                                        ,Timberlane - Kent Rail Station          , 3, 0, 2305.0667, 2351.0166,   12.8645
     11227,18114865  ,18114865                        113,100060    ,100060                   ,168                                     ,                                        ,Timberlane - Kent Rail Station          , 3, 0, 9999.9902,-9999.9902,    0.0000
     11228,18114867  ,18114867                        113,100060    ,100060                   ,168                                     ,                                        ,Timberlane - Kent Rail Station          , 3, 0, 9999.9902,-9999.9902,    0.0000
     11229,18114869  ,18114869                        113,100060    ,100060                   ,168                                     ,                                        ,Timberlane - Kent Rail Station          , 3, 0, 9999.9902,-9999.9902,    0.0000
