stop_no,stop_id,orig_stop_id,stop_name,stop_desc,stop_pnrtype,stop_used,stop_usedFG,stop_lat,stop_lon
      1154,11190     ,TLSBWD-  76              ,BROADWAY  E & E HARRISON ST             ,                                        , 0, 1, 0,   47.622196, -122.320816
      1155,11191     ,TLSBWD-  76              ,10TH AVE E & E MERCER ST                ,                                        , 0, 1, 0,   47.623951, -122.319992
      1156,11200     ,TLSBWD-  76              ,BROADWAY  E & E MERCER ST               ,                                        , 0, 1, 0,   47.624611, -122.320839
      1157,11230     ,TLSBWD-  76              ,10TH AVE E & E PROSPECT ST              ,                                        , 0, 1, 0,   47.628860, -122.320114
      1158,11250     ,TLSBWD-  76              ,10TH AVE E & E GALER ST                 ,                                        , 0, 1, 0,   47.632214, -122.320099
      1159,11270     ,TLSBWD-  76              ,10TH AVE E & E HOWE ST                  ,                                        , 0, 1, 0,   47.636162, -122.319992
      1160,11290     ,TLSBWD-  76              ,10TH AVE E & E MILLER ST                ,                                        , 0, 1, 0,   47.641571, -122.319969
      1161,11300     ,TLSBWD-  76              ,E ROANOKE ST & BROADWAY  E              ,                                        , 0, 1, 0,   47.643261, -122.320747
      1162,11330     ,TLSBWD-  76              ,HARVARD AVE E & E SHELBY ST             ,                                        , 0, 1, 0,   47.647110, -122.321999
      1163,11352     ,TLSBWD-  76              ,15TH AVE NE & NE 42ND ST                ,                                        , 0, 1, 0,   47.658669, -122.311905
      1164,11354     ,TLSBWD-  76              ,NE 45TH ST & BROOKLYN AVE NE            ,                                        , 0, 1, 0,   47.661346, -122.313889
      1165,11370     ,TLSBWD-  76              ,15TH AVE E & E GALER ST                 ,                                        , 0, 1, 0,   47.632389, -122.312607
      1166,11390     ,TLSBWD-  76              ,15TH AVE E & E PROSPECT ST              ,                                        , 0, 1, 0,   47.628479, -122.312668
      1167,11400     ,TLSBWD-  76              ,15TH AVE E & E ALOHA ST                 ,                                        , 0, 1, 0,   47.626682, -122.312668
      1168,11410     ,TLSBWD-  76              ,15TH AVE E & E ROY ST                   ,                                        , 0, 1, 0,   47.625027, -122.312698
      1169,11420     ,TLSBWD-  76              ,15TH AVE E & E MERCER ST                ,                                        , 0, 1, 0,   47.623970, -122.312714
      1170,11430     ,TLSBWD-  76              ,15TH AVE E & E REPUBLICAN ST            ,                                        , 0, 1, 0,   47.622894, -122.312737
      1171,11440     ,TLSBWD-  76              ,15TH AVE E & E THOMAS ST                ,                                        , 0, 1, 0,   47.620518, -122.312820
      1172,11450     ,TLSBWD-  76              ,15TH AVE E & E JOHN ST                  ,                                        , 0, 1, 0,   47.619804, -122.312820
      1173,11460     ,TLSBWD-  76              ,15TH AVE & E DENNY WAY                  ,                                        , 0, 1, 0,   47.618301, -122.312851
      1174,11470     ,TLSBWD-  76              ,15TH AVE & E OLIVE ST                   ,                                        , 0, 1, 0,   47.616230, -122.312866
      1175,11480     ,TLSBWD-  76              ,E PINE ST & 15TH AVE                    ,                                        , 0, 1, 0,   47.615356, -122.313148
      1176,11500     ,TLSBWD-  76              ,E PINE ST & 11TH AVE                    ,                                        , 0, 1, 0,   47.615318, -122.318489
      1177,11510     ,TLSBWD-  76              ,E PINE ST & 10TH AVE                    ,                                        , 0, 1, 0,   47.615181, -122.319092
      1178,11520     ,TLSBWD-  76              ,E PINE ST & 12TH AVE                    ,                                        , 0, 1, 0,   47.615200, -122.316498
      1179,11535     ,TLSBWD-  76              ,E PINE ST & 15TH AVE                    ,                                        , 0, 1, 0,   47.615211, -122.312286
      1180,11540     ,TLSBWD-  76              ,15TH AVE & E PINE ST                    ,                                        , 0, 1, 0,   47.615604, -122.312668
      1181,11550     ,TLSBWD-  76              ,15TH AVE & E HOWELL ST                  ,                                        , 0, 1, 0,   47.617832, -122.312660
      1182,11560     ,TLSBWD-  76              ,15TH AVE E & E JOHN CT                  ,                                        , 0, 1, 0,   47.619709, -122.312630
      1183,11570     ,TLSBWD-  76              ,15TH AVE E & E HARRISON ST              ,                                        , 0, 1, 0,   47.622570, -122.312538
      1184,11590     ,TLSBWD-  76              ,15TH AVE E & E ROY ST                   ,                                        , 0, 1, 0,   47.625423, -122.312492
      1185,11600     ,TLSBWD-  76              ,15TH AVE E & E ALOHA ST                 ,                                        , 0, 1, 0,   47.627098, -122.312469
      1186,11610     ,TLSBWD-  76              ,15TH AVE E & E PROSPECT ST              ,                                        , 0, 1, 0,   47.628902, -122.312454
      1187,11620     ,TLSBWD-  76              ,15TH AVE E & E HIGHLAND DR              ,                                        , 0, 1, 0,   47.630833, -122.312424
      1188,11630     ,TLSBWD-  76              ,GRANDVIEW PL E & E GALER ST             ,                                        , 0, 1, 0,   47.632523, -122.311821
      1189,11640     ,TLSBWD-  76              ,GRANDVIEW PL E & E GARFIELD ST          ,                                        , 0, 1, 0,   47.634079, -122.311798
      1190,11680     ,TLSBWD-  76              ,MT RANIER DR S & S HANFORD ST           ,                                        , 0, 1, 0,   47.575657, -122.284843
      1191,11690     ,TLSBWD-  76              ,MOUNT RAINIER DR S & S RIDGEWAY PL      ,                                        , 0, 1, 0,   47.576645, -122.286415
      1192,11700     ,TLSBWD-  76              ,S MCCLELLAN ST & LAKE PK DR S           ,                                        , 0, 1, 0,   47.578407, -122.288605
      1193,11720     ,TLSBWD-  76              ,S MCCLELLAN ST & 31ST AVE S             ,                                        , 0, 1, 0,   47.578411, -122.292671
      1194,11730     ,TLSBWD-  76              ,31ST AVE S & S LANDER ST                ,                                        , 0, 1, 0,   47.579861, -122.292908
      1195,11750     ,TLSBWD-  76              ,31ST AVE S & S COLLEGE ST               ,                                        , 0, 1, 0,   47.582706, -122.292908
      1196,11770     ,TLSBWD-  76              ,31ST AVE S & S PLUM ST                  ,                                        , 0, 1, 0,   47.585102, -122.292908
      1197,11790     ,TLSBWD-  76              ,31ST AVE S & S MASSACHUSETTS ST         ,                                        , 0, 1, 0,   47.588161, -122.292442
      1198,11800     ,TLSBWD-  76              ,31ST AVE S & S DAY ST                   ,                                        , 0, 1, 0,   47.590534, -122.292305
      1199,11820     ,TLSBWD-  76              ,31ST AVE S & S NORMAN ST                ,                                        , 0, 1, 0,   47.593506, -122.292656
      1200,11840     ,TLSBWD-  76              ,31ST AVE S & S DEARBORN ST              ,                                        , 0, 1, 0,   47.595921, -122.292603
      1201,11860     ,TLSBWD-  76              ,31ST AVE S & S KING ST                  ,                                        , 0, 1, 0,   47.597908, -122.292519
      1202,11870     ,TLSBWD-  76              ,S JACKSON ST & 30TH AVE S               ,                                        , 0, 1, 0,   47.599251, -122.293640
      1203,11880     ,TLSBWD-  76              ,S JACKSON ST & 28TH AVE S               ,                                        , 0, 1, 0,   47.599285, -122.296112
      1204,11890     ,TLSBWD-  76              ,S JACKSON ST & MARTIN L KING JR WAY S   ,                                        , 0, 1, 0,   47.599304, -122.297752
      1205,11910     ,TLSBWD-  76              ,S JACKSON ST & 23RD AVE S               ,                                        , 0, 1, 0,   47.599346, -122.302032
      1206,11920     ,TLSBWD-  76              ,S JACKSON ST & 22ND AVE S               ,                                        , 0, 1, 0,   47.599335, -122.304642
      1207,11940     ,TLSBWD-  76              ,S JACKSON ST & 18TH AVE S               ,                                        , 0, 1, 0,   47.599304, -122.309349
      1208,11960     ,TLSBWD-  76              ,S JACKSON ST & RAINIER AVE S            ,                                        , 0, 1, 0,   47.599140, -122.313576
      1209,11980     ,TLSBWD-  76              ,S JACKSON ST & 18TH AVE S               ,                                        , 0, 1, 0,   47.599171, -122.308624
      1210,11990     ,TLSBWD-  76              ,S JACKSON ST & 20TH AVE S               ,                                        , 0, 1, 0,   47.599190, -122.305992
      1211,12010     ,TLSBWD-  76              ,S JACKSON ST & 23RD AVE S               ,                                        , 0, 1, 0,   47.599213, -122.301636
      1212,12030     ,TLSBWD-  76              ,S JACKSON ST & 28TH AVE S               ,                                        , 0, 1, 0,   47.599148, -122.295952
      1213,12040     ,TLSBWD-  76              ,S JACKSON ST & 30TH AVE S               ,                                        , 0, 1, 0,   47.599117, -122.293480
      1214,12050     ,TLSBWD-  76              ,31ST AVE S & S KING ST                  ,                                        , 0, 1, 0,   47.597744, -122.292740
      1215,12070     ,TLSBWD-  76              ,31ST AVE S & S DEARBORN ST              ,                                        , 0, 1, 0,   47.595512, -122.292809
      1216,12080     ,TLSBWD-  76              ,31ST AVE S & S NORMAN ST                ,                                        , 0, 1, 0,   47.593075, -122.292877
      1217,12090     ,TLSBWD-  76              ,31ST AVE S & S IRVING ST                ,                                        , 0, 1, 0,   47.590973, -122.292496
      1218,12110     ,TLSBWD-  76              ,31ST AVE S & S MASSACHUSETTS ST         ,                                        , 0, 1, 0,   47.587872, -122.292648
      1219,12130     ,TLSBWD-  76              ,31ST AVE S & S PLUM ST                  ,                                        , 0, 1, 0,   47.584957, -122.293098
      1220,12140     ,TLSBWD-  76              ,31ST AVE S & S WALKER ST                ,                                        , 0, 1, 0,   47.583424, -122.293098
      1221,12160     ,TLSBWD-  76              ,31ST AVE S & S LANDER ST                ,                                        , 0, 1, 0,   47.579422, -122.293106
      1222,12170     ,TLSBWD-  76              ,S MCCLELLAN ST & 31ST AVE S             ,                                        , 0, 1, 0,   47.578274, -122.292587
      1223,12190     ,TLSBWD-  76              ,S MCCLELLAN ST & S MOUNT BAKER BLVD     ,                                        , 0, 1, 0,   47.578274, -122.288696
      1224,12200     ,TLSBWD-  76              ,MOUNT RAINIER DR S & 37TH PL S          ,                                        , 0, 1, 0,   47.576546, -122.286552
      1225,12210     ,TLSBWD-  76              ,E MCGILVRA ST & 42ND AVE E              ,                                        , 0, 1, 0,   47.640774, -122.278290
      1226,12220     ,TLSBWD-  76              ,42ND AVE E & E LYNN ST                  ,                                        , 0, 1, 0,   47.638863, -122.278534
      1227,12230     ,TLSBWD-  76              ,42ND AVE E & E NEWTON ST                ,                                        , 0, 1, 0,   47.636726, -122.278564
      1228,12240     ,TLSBWD-  76              ,42ND AVE E & E MADISON ST               ,                                        , 0, 1, 0,   47.635605, -122.278572
      1229,12250     ,TLSBWD-  76              ,E MADISON ST & 41ST AVE E               ,                                        , 0, 1, 0,   47.634640, -122.279846
      1230,12260     ,TLSBWD-  76              ,E MADISON ST & E GARFIELD ST            ,                                        , 0, 1, 0,   47.633457, -122.281609
      1231,12270     ,TLSBWD-  76              ,E MADISON ST & 38TH AVE E               ,                                        , 0, 1, 0,   47.631790, -122.284065
      1232,12280     ,TLSBWD-  76              ,E MADISON ST & 36TH AVE E               ,                                        , 0, 1, 0,   47.629974, -122.286743
      1233,12290     ,TLSBWD-  76              ,E MADISON ST & 34TH AVE E               ,                                        , 0, 1, 0,   47.628902, -122.288345
      1234,12310     ,TLSBWD-  76              ,E MADISON ST & LK WASHINGTON BLVD       ,                                        , 0, 1, 0,   47.625919, -122.292725
      1235,12322     ,TLSBWD-  76              ,E MADISON ST & 28TH AVE E               ,                                        , 0, 1, 0,   47.623165, -122.296799
      1236,12340     ,TLSBWD-  76              ,E MADISON ST & 25TH AVE E               ,                                        , 0, 1, 0,   47.620869, -122.300186
      1237,12350     ,TLSBWD-  76              ,E MADISON ST & 23RD AVE E               ,                                        , 0, 1, 0,   47.619286, -122.302536
      1238,12351     ,TLSBWD-  76              ,E MADISON ST & 22ND AVE E               ,                                        , 0, 1, 0,   47.618298, -122.303986
      1239,12352     ,TLSBWD-  76              ,E MADISON ST & 20TH AVE                 ,                                        , 0, 1, 0,   47.617352, -122.306129
      1240,12353     ,TLSBWD-  76              ,E MADISON ST & 19TH AVE                 ,                                        , 0, 1, 0,   47.616619, -122.307877
      1241,12354     ,TLSBWD-  76              ,E MADISON ST & 17TH AVE                 ,                                        , 0, 1, 0,   47.615520, -122.310516
      1242,12355     ,TLSBWD-  76              ,E MADISON ST & 15TH AVE                 ,                                        , 0, 1, 0,   47.614361, -122.313316
      1243,12371     ,TLSBWD-  76              ,E MADISON ST & 15TH AVE                 ,                                        , 0, 1, 0,   47.614586, -122.312370
      1244,12372     ,TLSBWD-  76              ,E MADISON ST & 17TH AVE                 ,                                        , 0, 1, 0,   47.615459, -122.310265
      1245,12373     ,TLSBWD-  76              ,E MADISON ST & 18TH AVE                 ,                                        , 0, 1, 0,   47.615955, -122.309082
      1246,12374     ,TLSBWD-  76              ,E MADISON ST & 19TH AVE                 ,                                        , 0, 1, 0,   47.616859, -122.306923
      1247,12375     ,TLSBWD-  76              ,E MADISON ST & 20TH AVE                 ,                                        , 0, 1, 0,   47.617363, -122.305702
      1248,12376     ,TLSBWD-  76              ,E MADISON ST & 22ND AVE                 ,                                        , 0, 1, 0,   47.618172, -122.303886
      1249,12377     ,TLSBWD-  76              ,E MADISON ST & 23RD AVE E               ,                                        , 0, 1, 0,   47.619259, -122.302277
      1250,12378     ,TLSBWD-  76              ,E MADISON ST & 25TH AVE E               ,                                        , 0, 1, 0,   47.621094, -122.299561
      1251,12380     ,TLSBWD-  76              ,E MADISON ST & 27TH AVE E               ,                                        , 0, 1, 0,   47.622490, -122.297508
      1252,12390     ,TLSBWD-  76              ,E MADISON ST & 29TH AVE E               ,                                        , 0, 1, 0,   47.624065, -122.295189
      1253,12400     ,TLSBWD-  76              ,E MADISON ST & LK WASHINGTON BLVD       ,                                        , 0, 1, 0,   47.626152, -122.292099
      1254,12410     ,TLSBWD-  76              ,E MADISON ST & 33RD AVE E               ,                                        , 0, 1, 0,   47.628185, -122.289093
      1255,12420     ,TLSBWD-  76              ,E MADISON ST & 36TH AVE E               ,                                        , 0, 1, 0,   47.629948, -122.286499
      1256,12430     ,TLSBWD-  76              ,E MADISON ST & 38TH AVE E               ,                                        , 0, 1, 0,   47.631538, -122.284149
      1257,12440     ,TLSBWD-  76              ,E MADISON ST & 39TH AVE E               ,                                        , 0, 1, 0,   47.632427, -122.282837
      1258,12450     ,TLSBWD-  76              ,E MADISON ST & 41ST AVE E               ,                                        , 0, 1, 0,   47.634403, -122.279915
      1259,12460     ,TLSBWD-  76              ,43RD AVE E & E BLAINE ST                ,                                        , 0, 1, 0,   47.634884, -122.277046
      1260,12470     ,TLSBWD-  76              ,43RD AVE E & E MADISON ST               ,                                        , 0, 1, 0,   47.636631, -122.277016
      1261,12480     ,TLSBWD-  76              ,43RD AVE E & E LYNN ST                  ,                                        , 0, 1, 0,   47.639088, -122.276993
      1262,12481     ,TLSBWD-  76              ,MARTIN L KING JR WAY S & S JUDKINS ST   ,                                        , 0, 1, 0,   47.591610, -122.297646
      1263,12484     ,TLSBWD-  76              ,MARTIN L KING JR WAY S & S WALKER ST    ,                                        , 0, 1, 0,   47.584259, -122.298248
      1264,12485     ,TLSBWD-  76              ,S WALKER ST & 25TH AVE S                ,                                        , 0, 1, 0,   47.583714, -122.299629
      1265,12486     ,TLSBWD-  76              ,MARTIN L KING JR WAY S & S BAYVIEW ST   ,                                        , 0, 1, 0,   47.581001, -122.296921
      1266,12487     ,TLSBWD-  76              ,MARTIN L KING JR WAY S & S MASSACHUSETTS,                                        , 0, 1, 0,   47.587894, -122.298164
      1267,12496     ,TLSBWD-  76              ,S PLUM ST & 25TH AVE S                  ,                                        , 0, 1, 0,   47.585411, -122.300079
      1268,12497     ,TLSBWD-  76              ,MARTIN L KING JR WAY S & S MASSACHUSETTS,                                        , 0, 1, 0,   47.588676, -122.297836
      1269,12500     ,TLSBWD-  76              ,26TH AVE S & S NORMAN ST                ,                                        , 0, 1, 0,   47.593166, -122.298958
      1270,12520     ,TLSBWD-  76              ,S DEARBORN ST & 26TH AVE S              ,                                        , 0, 1, 0,   47.595627, -122.299423
      1271,12530     ,TLSBWD-  76              ,23RD AVE S & S DEARBORN ST              ,                                        , 0, 1, 0,   47.595985, -122.302124
      1272,12550     ,TLSBWD-  76              ,23RD AVE S & S JACKSON ST               ,                                        , 0, 1, 0,   47.599636, -122.302139
      1273,12560     ,TLSBWD-  76              ,23RD AVE & E YESLER WAY                 ,                                        , 0, 1, 0,   47.601936, -122.302299
      1274,12600     ,TLSBWD-  76              ,23RD AVE & E JEFFERSON ST               ,                                        , 0, 1, 0,   47.605900, -122.302879
      1275,12630     ,TLSBWD-  76              ,23RD AVE S & E YESLER WAY               ,                                        , 0, 1, 0,   47.601257, -122.302361
      1276,12640     ,TLSBWD-  76              ,23RD AVE S & S JACKSON ST               ,                                        , 0, 1, 0,   47.599060, -122.302330
      1277,12660     ,TLSBWD-  76              ,S DEARBORN ST & 24TH AVE S              ,                                        , 0, 1, 0,   47.595501, -122.301636
      1278,12670     ,TLSBWD-  76              ,24TH AVE S & S NORMAN ST                ,                                        , 0, 1, 0,   47.592743, -122.301277
      1279,12690     ,TLSBWD-  76              ,34TH AVE & E UNION ST                   ,                                        , 0, 1, 0,   47.612507, -122.289421
      1280,12700     ,TLSBWD-  76              ,34TH AVE & E MARION ST                  ,                                        , 0, 1, 0,   47.610516, -122.289474
      1281,12712     ,TLSBWD-  76              ,34TH AVE & E CHERRY ST                  ,                                        , 0, 1, 0,   47.608047, -122.289528
      1282,12720     ,TLSBWD-  76              ,E CHERRY ST & 32ND AVE                  ,                                        , 0, 1, 0,   47.608032, -122.292000
      1283,12740     ,TLSBWD-  76              ,E CHERRY ST & MARTIN L KING JR WAY      ,                                        , 0, 1, 0,   47.608070, -122.296158
      1284,12760     ,TLSBWD-  76              ,E CHERRY ST & 24TH AVE                  ,                                        , 0, 1, 0,   47.608070, -122.300484
      1285,12770     ,TLSBWD-  76              ,23RD AVE & E CHERRY ST                  ,                                        , 0, 1, 0,   47.607712, -122.302879
      1286,12780     ,TLSBWD-  76              ,E JEFFERSON ST & 23RD AVE               ,                                        , 0, 1, 0,   47.606239, -122.303230
      1287,12790     ,TLSBWD-  76              ,E JEFFERSON ST & 21ST AVE               ,                                        , 0, 1, 0,   47.606236, -122.305367
      1288,12805     ,TLSBWD-  76              ,E JEFFERSON ST & 18TH AVE               ,                                        , 0, 1, 0,   47.606243, -122.309669
      1289,12820     ,TLSBWD-  76              ,E JEFFERSON ST & 15TH AVE               ,                                        , 0, 1, 0,   47.606258, -122.313126
      1290,12840     ,TLSBWD-  76              ,E JEFFERSON ST & 12TH AVE               ,                                        , 0, 1, 0,   47.606274, -122.317108
      1291,12860     ,TLSBWD-  76              ,JEFFERSON ST & BROADWAY                 ,                                        , 0, 1, 0,   47.606129, -122.321152
      1292,12880     ,TLSBWD-  76              ,JEFFERSON ST & 9TH AVE                  ,                                        , 0, 1, 0,   47.604935, -122.324081
      1293,12890     ,TLSBWD-  76              ,JAMES ST & 8TH AVE                      ,                                        , 0, 1, 0,   47.605194, -122.325813
      1294,12900     ,TLSBWD-  76              ,JAMES ST & 8TH AVE                      ,                                        , 0, 1, 0,   47.605164, -122.325500
      1295,12910     ,TLSBWD-  76              ,9TH AVE & JEFFERSON ST                  ,                                        , 0, 1, 0,   47.604874, -122.324242
      1296,12950     ,TLSBWD-  76              ,E JEFFERSON ST & 12TH AVE               ,                                        , 0, 1, 0,   47.606136, -122.316498
      1297,12960     ,TLSBWD-  76              ,E JEFFERSON ST & 14TH AVE               ,                                        , 0, 1, 0,   47.606121, -122.313774
      1298,12980     ,TLSBWD-  76              ,E JEFFERSON ST & 17TH AVE               ,                                        , 0, 1, 0,   47.606106, -122.309929
      1299,12991     ,TLSBWD-  76              ,E JEFFERSON ST & 20TH AVE               ,                                        , 0, 1, 0,   47.606098, -122.305962
      1300,13001     ,TLSBWD-  76              ,21ST AVE & E JAMES ST                   ,                                        , 0, 1, 0,   47.607128, -122.304924
      1301,13020     ,TLSBWD-  76              ,E CHERRY ST & 23RD AVE                  ,                                        , 0, 1, 0,   47.607941, -122.302330
      1302,13030     ,TLSBWD-  76              ,E CHERRY ST & 25TH AVE                  ,                                        , 0, 1, 0,   47.607937, -122.299774
      1303,13040     ,TLSBWD-  76              ,E CHERRY ST & MARTIN L KING JR WAY      ,                                        , 0, 1, 0,   47.607929, -122.296364
      1304,13060     ,TLSBWD-  76              ,E CHERRY ST & 31ST AVE                  ,                                        , 0, 1, 0,   47.607906, -122.292305
      1305,13070     ,TLSBWD-  76              ,E CHERRY ST & 33RD AVE                  ,                                        , 0, 1, 0,   47.607883, -122.290253
      1306,13080     ,TLSBWD-  76              ,34TH AVE & E COLUMBIA ST                ,                                        , 0, 1, 0,   47.609474, -122.289299
      1307,13090     ,TLSBWD-  76              ,E SPRING ST & 34TH AVE                  ,                                        , 0, 1, 0,   47.611694, -122.289574
      1308,13190     ,TLSBWD-  76              ,INTERLAKEN TURNBA LOOP & 19TH AVE E     ,                                        , 0, 1, 0,   47.632511, -122.307358
      1309,13200     ,TLSBWD-  76              ,19TH AVE E & E GALER ST                 ,                                        , 0, 1, 0,   47.631950, -122.307327
      1310,13210     ,TLSBWD-  76              ,19TH AVE E & E HIGHLAND DR              ,                                        , 0, 1, 0,   47.630436, -122.307358
      1311,13220     ,TLSBWD-  76              ,19TH AVE E & E PROSPECT ST              ,                                        , 0, 1, 0,   47.628494, -122.307388
      1312,13230     ,TLSBWD-  76              ,19TH AVE E & E ALOHA ST                 ,                                        , 0, 1, 0,   47.626652, -122.307396
      1313,13240     ,TLSBWD-  76              ,19TH AVE E & E MERCER ST                ,                                        , 0, 1, 0,   47.624195, -122.307396
      1314,13250     ,TLSBWD-  76              ,19TH AVE E & E HARRISON ST              ,                                        , 0, 1, 0,   47.621902, -122.307426
      1315,13260     ,TLSBWD-  76              ,19TH AVE E & E JOHN ST                  ,                                        , 0, 1, 0,   47.619457, -122.307465
      1316,13270     ,TLSBWD-  76              ,19TH AVE & E DENNY WAY                  ,                                        , 0, 1, 0,   47.618263, -122.307495
      1317,13281     ,TLSBWD-  76              ,E MADISON ST & 11TH AVE                 ,                                        , 0, 1, 0,   47.612450, -122.317879
      1318,13282     ,TLSBWD-  76              ,MADISON ST & BROADWAY                   ,                                        , 0, 1, 0,   47.611084, -122.321152
      1319,13283     ,TLSBWD-  76              ,MADISON ST & SUMMIT AVE                 ,                                        , 0, 1, 0,   47.610424, -122.322723
      1320,13284     ,TLSBWD-  76              ,MADISON ST & BOREN AVE                  ,                                        , 0, 1, 0,   47.609257, -122.325539
      1321,13285     ,TLSBWD-  76              ,MADISON ST & 9TH AVE                    ,                                        , 0, 1, 0,   47.608334, -122.327736
      1322,13291     ,TLSBWD-  76              ,MADISON ST & BOREN AVE                  ,                                        , 0, 1, 0,   47.609425, -122.324745
      1323,13292     ,TLSBWD-  76              ,MADISON ST & SUMMIT AVE                 ,                                        , 0, 1, 0,   47.610374, -122.322479
      1324,13293     ,TLSBWD-  76              ,E MADISON ST & BROADWAY                 ,                                        , 0, 1, 0,   47.611267, -122.320335
      1325,13294     ,TLSBWD-  76              ,E MADISON ST & 14TH AVE                 ,                                        , 0, 1, 0,   47.613777, -122.314308
      1326,13300     ,TLSBWD-  76              ,19TH AVE & E MADISON ST                 ,                                        , 0, 1, 0,   47.617146, -122.307304
      1327,13310     ,TLSBWD-  76              ,19TH AVE E & E DENNY WAY                ,                                        , 0, 1, 0,   47.618698, -122.307274
      1328,13320     ,TLSBWD-  76              ,19TH AVE E & E JOHN ST                  ,                                        , 0, 1, 0,   47.619873, -122.307259
      1329,13330     ,TLSBWD-  76              ,19TH AVE E & E THOMAS ST                ,                                        , 0, 1, 0,   47.620682, -122.307251
      1330,13340     ,TLSBWD-  76              ,19TH AVE E & E HARRISON ST              ,                                        , 0, 1, 0,   47.622253, -122.307220
      1331,13350     ,TLSBWD-  76              ,19TH AVE E & E REPUBLICAN ST            ,                                        , 0, 1, 0,   47.623402, -122.307205
      1332,13360     ,TLSBWD-  76              ,19TH AVE E & E ROY ST                   ,                                        , 0, 1, 0,   47.625469, -122.307220
      1333,13370     ,TLSBWD-  76              ,19TH AVE E & E ALOHA ST                 ,                                        , 0, 1, 0,   47.627045, -122.307190
      1334,13380     ,TLSBWD-  76              ,19TH AVE E & E PROSPECT ST              ,                                        , 0, 1, 0,   47.628860, -122.307167
      1335,13381     ,TLSBWD-  76              ,19TH AVE E & E HIGHLAND DR              ,                                        , 0, 1, 0,   47.630806, -122.307137
      1336,13390     ,TLSBWD-  76              ,BELLEVUE AVE E & BELLEVUE PL E          ,                                        , 0, 1, 0,   47.626499, -122.326691
      1337,13400     ,TLSBWD-  76              ,BELLEVUE AVE E & E ROY ST               ,                                        , 0, 1, 0,   47.624958, -122.326698
      1338,13410     ,TLSBWD-  76              ,BELLEVUE AVE E & E REPUBLICAN ST        ,                                        , 0, 1, 0,   47.623188, -122.326698
      1339,13420     ,TLSBWD-  76              ,BELLEVUE AVE E & E THOMAS ST            ,                                        , 0, 1, 0,   47.620655, -122.326691
      1340,13430     ,TLSBWD-  76              ,BELLEVUE AVE E & E DENNY WAY            ,                                        , 0, 1, 0,   47.618534, -122.326820
      1341,13441     ,TLSBWD-  76              ,BELLEVUE AVE & E OLIVE WAY              ,                                        , 0, 1, 0,   47.616734, -122.326889
      1342,13450     ,TLSBWD-  76              ,BELLEVUE AVE & E PINE ST                ,                                        , 0, 1, 0,   47.615379, -122.326698
      1343,13460     ,TLSBWD-  76              ,BELLEVUE AVE & E OLIVE ST               ,                                        , 0, 1, 0,   47.616508, -122.326691
      1344,13470     ,TLSBWD-  76              ,E OLIVE WAY & E HOWELL ST               ,                                        , 0, 1, 0,   47.617878, -122.326035
      1345,13480     ,TLSBWD-  76              ,SUMMIT AVE E & E OLIVE WAY              ,                                        , 0, 1, 0,   47.619362, -122.325195
      1346,13500     ,TLSBWD-  76              ,SUMMIT AVE E & E HARRISON ST            ,                                        , 0, 1, 0,   47.622181, -122.325211
      1347,13510     ,TLSBWD-  76              ,SUMMIT AVE E & E MERCER ST              ,                                        , 0, 1, 0,   47.624565, -122.325226
      1348,13530     ,TLSBWD-  76              ,BELMONT AVE E & SUMMIT AVE E            ,                                        , 0, 1, 0,   47.626980, -122.325676
      1349,13540     ,TLSBWD-  76              ,NW 105TH ST & 14TH AVE NW               ,                                        , 0, 1, 0,   47.705120, -122.373596
      1350,13541     ,TLSBWD-  76              ,NW 103RD ST & 13TH AVE NW               ,                                        , 0, 1, 0,   47.703430, -122.373131
      1351,13542     ,TLSBWD-  76              ,14TH AVE NW & NW 100TH ST               ,                                        , 0, 1, 0,   47.701633, -122.374199
      1352,13550     ,TLSBWD-  76              ,15TH AVE NW & NW 100TH ST               ,                                        , 0, 1, 0,   47.701244, -122.376877
      1353,13560     ,TLSBWD-  76              ,15TH AVE NW & NW 96TH ST                ,                                        , 0, 1, 0,   47.698727, -122.376892
      1354,13570     ,TLSBWD-  76              ,15TH AVE NW & NW 92ND ST                ,                                        , 0, 1, 0,   47.696156, -122.376900
      1355,13580     ,TLSBWD-  76              ,15TH AVE NW & NW 90TH ST                ,                                        , 0, 1, 0,   47.694469, -122.376900
      1356,13585     ,TLSBWD-  76              ,15TH AVE NW & NW 87TH ST                ,                                        , 0, 1, 0,   47.692932, -122.376755
      1357,13600     ,TLSBWD-  76              ,15TH AVE NW & NW 85TH ST                ,                                        , 0, 1, 0,   47.690159, -122.376900
      1358,13620     ,TLSBWD-  76              ,15TH AVE NW & NW 80TH ST                ,                                        , 0, 1, 0,   47.686638, -122.376900
      1359,13640     ,TLSBWD-  76              ,15TH AVE NW & NW 75TH ST                ,                                        , 0, 1, 0,   47.682991, -122.376892
      1360,13660     ,TLSBWD-  76              ,15TH AVE NW & NW 70TH ST                ,                                        , 0, 1, 0,   47.679398, -122.376877
      1361,13670     ,TLSBWD-  76              ,15TH AVE NW & NW 65TH ST                ,                                        , 0, 1, 0,   47.676014, -122.376640
      1362,13700     ,TLSBWD-  76              ,15TH AVE NW & NW 60TH ST                ,                                        , 0, 1, 0,   47.672436, -122.376312
      1363,13721     ,TLSBWD-  76              ,15TH AVE NW & NW MARKET ST              ,                                        , 0, 1, 0,   47.668228, -122.376312
