stop_no,stop_id,orig_stop_id,stop_name,stop_desc,stop_pnrtype,stop_used,stop_usedFG,stop_lat,stop_lon
      2943,22255     ,TLSBWD-  76              ,SW ROXBURY ST & 16TH AVE SW             ,                                        , 0, 0, 0,   47.517441, -122.355576
      2944,22256     ,TLSBWD-  76              ,SW ROXBURY ST & 20TH AVE SW             ,                                        , 0, 0, 0,   47.517429, -122.359543
      2945,22259     ,TLSBWD-  76              ,SW ROXBURY ST & 26TH AVE SW             ,                                        , 0, 0, 0,   47.517437, -122.365715
      2946,22260     ,TLSBWD-  76              ,SW ROXBURY ST & 28TH AVE SW             ,                                        , 0, 0, 0,   47.517456, -122.368050
      2947,22261     ,TLSBWD-  76              ,SW ROXBURY ST & 30TH AVE SW             ,                                        , 0, 0, 0,   47.517487, -122.371178
      2948,22263     ,TLSBWD-  76              ,SW ROXBURY ST & 35TH AVE SW             ,                                        , 0, 0, 0,   47.517548, -122.376396
      2949,22264     ,TLSBWD-  76              ,35TH AVE SW & SW ROXBURY ST             ,                                        , 0, 0, 0,   47.516933, -122.376915
      2950,22280     ,TLSBWD-  76              ,SW 100TH ST & 35TH AVE SW               ,                                        , 0, 0, 0,   47.513794, -122.376945
      2951,22290     ,TLSBWD-  76              ,SW 100TH ST & 37TH AVE SW               ,                                        , 0, 0, 0,   47.513809, -122.379280
      2952,22300     ,TLSBWD-  76              ,SW 100TH ST & 39TH AVE SW               ,                                        , 0, 0, 0,   47.513821, -122.382149
      2953,22320     ,TLSBWD-  76              ,SW 100TH ST & 41ST AVE SW               ,                                        , 0, 0, 0,   47.513836, -122.384758
      2954,22330     ,TLSBWD-  76              ,SW 100TH ST & 42ND AVE SW               ,                                        , 0, 0, 0,   47.513840, -122.386086
      2955,22340     ,TLSBWD-  76              ,44TH AVE SW & SW 100TH ST               ,                                        , 0, 0, 0,   47.513500, -122.388702
      2956,22360     ,TLSBWD-  76              ,44TH AVE SW & MARINE VIEW DR SW         ,                                        , 0, 0, 0,   47.510818, -122.388824
      2957,22370     ,TLSBWD-  76              ,MARINE VIEW DR SW & SW 104TH ST         ,                                        , 0, 0, 0,   47.509960, -122.388214
      2958,22380     ,TLSBWD-  76              ,SW 106TH ST & CALIFORNIA AVE SW         ,                                        , 0, 0, 0,   47.508213, -122.386742
      2959,22390     ,TLSBWD-  76              ,SW 106TH ST & 41ST AVE SW               ,                                        , 0, 0, 0,   47.508190, -122.384331
      2960,22400     ,TLSBWD-  76              ,SW 106TH ST & 39TH AVE SW               ,                                        , 0, 0, 0,   47.508167, -122.381653
      2961,22410     ,TLSBWD-  76              ,39TH AVE SW & MARINE VIEW DR SW         ,                                        , 0, 0, 0,   47.506519, -122.381599
      2962,22420     ,TLSBWD-  76              ,MARINE VIEW DR SW & SW 110TH ST         ,                                        , 0, 0, 0,   47.504662, -122.380615
      2963,22430     ,TLSBWD-  76              ,MARINE VIEW DR SW & SW 112TH ST         ,                                        , 0, 0, 0,   47.502823, -122.380943
      2964,22440     ,TLSBWD-  76              ,MARINE VIEW DR SW & SW OCEAN VIEW DR    ,                                        , 0, 0, 0,   47.500572, -122.379417
      2965,22450     ,TLSBWD-  76              ,MARINE VIEW DR SW & 11400 BLOCK         ,                                        , 0, 0, 0,   47.499245, -122.377480
      2966,22460     ,TLSBWD-  76              ,35TH AVE SW & 37TH AVE SW               ,                                        , 0, 0, 0,   47.499928, -122.376083
      2967,22470     ,TLSBWD-  76              ,35TH AVE SW & SW 114TH ST               ,                                        , 0, 0, 0,   47.501240, -122.376053
      2968,22480     ,TLSBWD-  76              ,35TH AVE SW & SW 112TH ST               ,                                        , 0, 0, 0,   47.502644, -122.376045
      2969,22490     ,TLSBWD-  76              ,35TH AVE SW & SW 110TH ST               ,                                        , 0, 0, 0,   47.504570, -122.375977
      2970,22500     ,TLSBWD-  76              ,35TH AVE SW & SW 108TH ST               ,                                        , 0, 0, 0,   47.506340, -122.375908
      2971,22510     ,TLSBWD-  76              ,35TH AVE SW & SW 106TH ST               ,                                        , 0, 0, 0,   47.508423, -122.375824
      2972,22520     ,TLSBWD-  76              ,35TH AVE SW & SW 104TH ST               ,                                        , 0, 0, 0,   47.510208, -122.375793
      2973,22530     ,TLSBWD-  76              ,35TH AVE SW & SW 102ND ST               ,                                        , 0, 0, 0,   47.512127, -122.376053
      2974,22540     ,TLSBWD-  76              ,35TH AVE SW & SW 100TH ST               ,                                        , 0, 0, 0,   47.513977, -122.376312
      2975,22550     ,TLSBWD-  76              ,35TH AVE SW & SW 98TH ST                ,                                        , 0, 0, 0,   47.515640, -122.376534
      2976,22553     ,TLSBWD-  76              ,SW BARTON ST & 35TH AVE SW              ,                                        , 0, 0, 0,   47.521000, -122.376358
      2977,22555     ,TLSBWD-  76              ,SW BARTON ST & 29TH AVE SW              ,                                        , 0, 0, 0,   47.520969, -122.369156
      2978,22557     ,TLSBWD-  76              ,SW BARTON ST & 26TH AVE SW              ,                                        , 0, 0, 0,   47.520962, -122.367218
      2979,22560     ,TLSBWD-  76              ,35TH AVE SW & SW ROXBURY ST             ,                                        , 0, 0, 0,   47.517735, -122.376778
      2980,22570     ,TLSBWD-  76              ,35TH AVE SW & SW CAMBRIDGE ST           ,                                        , 0, 0, 0,   47.519497, -122.376686
      2981,22580     ,TLSBWD-  76              ,35TH AVE SW & SW BARTON ST              ,                                        , 0, 0, 0,   47.521301, -122.376656
      2982,22590     ,TLSBWD-  76              ,35TH AVE SW & SW HENDERSON ST           ,                                        , 0, 0, 0,   47.523079, -122.376587
      2983,22600     ,TLSBWD-  76              ,35TH AVE SW & SW TRENTON ST             ,                                        , 0, 0, 0,   47.524902, -122.376534
      2984,22610     ,TLSBWD-  76              ,35TH AVE SW & SW CLOVERDALE ST          ,                                        , 0, 0, 0,   47.526775, -122.376534
      2985,22620     ,TLSBWD-  76              ,35TH AVE SW & SW THISTLE ST             ,                                        , 0, 0, 0,   47.528507, -122.376534
      2986,22630     ,TLSBWD-  76              ,35TH AVE SW & SW ELMGROVE ST            ,                                        , 0, 0, 0,   47.530357, -122.376534
      2987,22640     ,TLSBWD-  76              ,35TH AVE SW & SW KENYON ST              ,                                        , 0, 0, 0,   47.532162, -122.376534
      2988,22650     ,TLSBWD-  76              ,35TH AVE SW & SW HOLDEN ST              ,                                        , 0, 0, 0,   47.534084, -122.376518
      2989,22660     ,TLSBWD-  76              ,35TH AVE SW & SW WEBSTER ST             ,                                        , 0, 0, 0,   47.535789, -122.376503
      2990,22670     ,TLSBWD-  76              ,35TH AVE SW & SW OTHELLO ST             ,                                        , 0, 0, 0,   47.537636, -122.376495
      2991,22680     ,TLSBWD-  76              ,35TH AVE SW & SW MYRTLE ST              ,                                        , 0, 0, 0,   47.539467, -122.376465
      2992,22690     ,TLSBWD-  76              ,35TH AVE SW & SW WILLOW ST              ,                                        , 0, 0, 0,   47.541286, -122.376427
      2993,22700     ,TLSBWD-  76              ,35TH AVE SW & SW HOLLY ST               ,                                        , 0, 0, 0,   47.543137, -122.376381
      2994,22710     ,TLSBWD-  76              ,35TH AVE SW & SW MORGAN ST              ,                                        , 0, 0, 0,   47.544762, -122.376343
      2995,22730     ,TLSBWD-  76              ,35TH AVE SW & SW RAYMOND ST             ,                                        , 0, 0, 0,   47.548153, -122.376274
      2996,22740     ,TLSBWD-  76              ,35TH AVE SW & SW JUNEAU ST              ,                                        , 0, 0, 0,   47.550388, -122.376236
      2997,22750     ,TLSBWD-  76              ,35TH AVE SW & SW FINDLAY ST             ,                                        , 0, 0, 0,   47.552193, -122.376205
      2998,22760     ,TLSBWD-  76              ,35TH AVE SW & SW BRANDON ST             ,                                        , 0, 0, 0,   47.554012, -122.376175
      2999,22770     ,TLSBWD-  76              ,35TH AVE SW & SW DAWSON ST              ,                                        , 0, 0, 0,   47.555748, -122.376167
      3000,22780     ,TLSBWD-  76              ,35TH AVE SW & SW HUDSON ST              ,                                        , 0, 0, 0,   47.557373, -122.376152
      3001,22790     ,TLSBWD-  76              ,35TH AVE SW & SW EDMUNDS ST             ,                                        , 0, 0, 0,   47.559151, -122.376137
      3002,22820     ,TLSBWD-  76              ,35TH AVE SW & SW AVALON WAY             ,                                        , 0, 0, 0,   47.563709, -122.376099
      3003,22830     ,TLSBWD-  76              ,35TH AVE SW & SW AVALON WAY             ,                                        , 0, 0, 0,   47.563179, -122.376305
      3004,22850     ,TLSBWD-  76              ,SW ALASKA ST & 35TH AVE SW              ,                                        , 0, 0, 0,   47.561138, -122.376900
      3005,22860     ,TLSBWD-  76              ,35TH AVE SW & SW EDMUNDS ST             ,                                        , 0, 0, 0,   47.559006, -122.376343
      3006,22870     ,TLSBWD-  76              ,35TH AVE SW & SW HUDSON ST              ,                                        , 0, 0, 0,   47.557186, -122.376358
      3007,22880     ,TLSBWD-  76              ,35TH AVE SW & SW DAWSON ST              ,                                        , 0, 0, 0,   47.555370, -122.376373
      3008,22890     ,TLSBWD-  76              ,35TH AVE SW & SW BRANDON ST             ,                                        , 0, 0, 0,   47.553543, -122.376381
      3009,22900     ,TLSBWD-  76              ,35TH AVE SW & SW FINDLAY ST             ,                                        , 0, 0, 0,   47.551716, -122.376411
      3010,22910     ,TLSBWD-  76              ,35TH AVE SW & SW JUNEAU ST              ,                                        , 0, 0, 0,   47.549942, -122.376450
      3011,22912     ,TLSBWD-  76              ,35TH AVE SW & SW RAYMOND ST             ,                                        , 0, 0, 0,   47.548080, -122.376480
      3012,22940     ,TLSBWD-  76              ,35TH AVE SW & SW MORGAN ST              ,                                        , 0, 0, 0,   47.544518, -122.376549
      3013,22950     ,TLSBWD-  76              ,35TH AVE SW & SW HOLLY ST               ,                                        , 0, 0, 0,   47.542610, -122.376602
      3014,22960     ,TLSBWD-  76              ,35TH AVE SW & SW WILLOW ST              ,                                        , 0, 0, 0,   47.540798, -122.376640
      3015,22970     ,TLSBWD-  76              ,35TH AVE SW & SW MYRTLE ST              ,                                        , 0, 0, 0,   47.538975, -122.376686
      3016,22980     ,TLSBWD-  76              ,35TH AVE SW & SW OTHELLO ST             ,                                        , 0, 0, 0,   47.537128, -122.376701
      3017,22990     ,TLSBWD-  76              ,35TH AVE SW & SW WEBSTER ST             ,                                        , 0, 0, 0,   47.535229, -122.376709
      3018,23000     ,TLSBWD-  76              ,35TH AVE SW & SW IDA ST                 ,                                        , 0, 0, 0,   47.533905, -122.376724
      3019,23010     ,TLSBWD-  76              ,35TH AVE SW & SW KENYON ST              ,                                        , 0, 0, 0,   47.531616, -122.376740
      3020,23020     ,TLSBWD-  76              ,35TH AVE SW & SW ELMGROVE ST            ,                                        , 0, 0, 0,   47.530190, -122.376740
      3021,23030     ,TLSBWD-  76              ,35TH AVE SW & SW THISTLE ST             ,                                        , 0, 0, 0,   47.528038, -122.376740
      3022,23040     ,TLSBWD-  76              ,35TH AVE SW & SW CLOVERDALE ST          ,                                        , 0, 0, 0,   47.525860, -122.376740
      3023,23050     ,TLSBWD-  76              ,35TH AVE SW & SW TRENTON ST             ,                                        , 0, 0, 0,   47.524403, -122.376755
      3024,23060     ,TLSBWD-  76              ,35TH AVE SW & SW HENDERSON ST           ,                                        , 0, 0, 0,   47.522942, -122.376808
      3025,23070     ,TLSBWD-  76              ,35TH AVE SW & SW BARTON ST              ,                                        , 0, 0, 0,   47.520824, -122.376877
      3026,23080     ,TLSBWD-  76              ,35TH AVE SW & SW CAMBRIDGE ST           ,                                        , 0, 0, 0,   47.519039, -122.376900
      3027,23100     ,TLSBWD-  76              ,5TH AVE NE & NE 80TH ST                 ,                                        , 0, 0, 0,   47.686546, -122.323051
      3028,23110     ,TLSBWD-  76              ,BANNER WAY NE & 5TH AVE NE              ,                                        , 0, 0, 0,   47.684795, -122.322723
      3029,23115     ,TLSBWD-  76              ,BANNER WAY NE & 5TH AVE NE              ,                                        , 0, 0, 0,   47.684990, -122.322701
      3030,23150     ,TLSBWD-  76              ,5TH AVE NE & NE 127TH ST                ,                                        , 0, 0, 0,   47.721321, -122.323685
      3031,23170     ,TLSBWD-  76              ,5TH AVE NE & NE 123RD ST                ,                                        , 0, 0, 0,   47.717728, -122.323639
      3032,23180     ,TLSBWD-  76              ,5TH AVE NE & NE 120TH ST                ,                                        , 0, 0, 0,   47.715584, -122.323586
      3033,23200     ,TLSBWD-  76              ,5TH AVE NE & NE 115TH ST                ,                                        , 0, 0, 0,   47.712280, -122.323494
      3034,23220     ,TLSBWD-  76              ,5TH AVE NE & NE 112TH ST                ,                                        , 0, 0, 0,   47.709789, -122.323410
      3035,23230     ,TLSBWD-  76              ,5TH AVE NE & NE NORTHGATE WAY           ,                                        , 0, 0, 0,   47.708195, -122.323364
      3036,23250     ,TLSBWD-  76              ,5TH AVE NE & NORTHGATE MALL             ,                                        , 0, 0, 0,   47.705910, -122.323296
      3037,23260     ,TLSBWD-  76              ,5TH AVE NE & NE 103RD ST                ,                                        , 0, 0, 0,   47.702839, -122.323242
      3038,23270     ,TLSBWD-  76              ,5TH AVE NE & NE 100TH ST                ,                                        , 0, 0, 0,   47.701077, -122.323235
      3039,23273     ,TLSBWD-  76              ,NE 100TH ST & 4TH AVE NE                ,                                        , 0, 0, 0,   47.701401, -122.324203
      3040,23276     ,TLSBWD-  76              ,NE 100TH ST & 4TH AVE NE                ,                                        , 0, 0, 0,   47.701271, -122.324471
      3041,23280     ,TLSBWD-  76              ,5TH AVE NE & NE 97TH ST                 ,                                        , 0, 0, 0,   47.699520, -122.323219
      3042,23290     ,TLSBWD-  76              ,5TH AVE NE & NE 95TH ST                 ,                                        , 0, 0, 0,   47.697464, -122.323189
      3043,23300     ,TLSBWD-  76              ,5TH AVE NE & NE 92ND ST                 ,                                        , 0, 0, 0,   47.695705, -122.323166
      3044,23310     ,TLSBWD-  76              ,5TH AVE NE & NE 90TH ST                 ,                                        , 0, 0, 0,   47.693878, -122.323151
      3045,23320     ,TLSBWD-  76              ,5TH AVE NE & NE 88TH ST                 ,                                        , 0, 0, 0,   47.692272, -122.323120
      3046,23330     ,TLSBWD-  76              ,5TH AVE NE & NE 85TH ST                 ,                                        , 0, 0, 0,   47.690178, -122.323105
      3047,23340     ,TLSBWD-  76              ,5TH AVE NE & NE ELK PL                  ,                                        , 0, 0, 0,   47.688705, -122.323082
      3048,23350     ,TLSBWD-  76              ,NE 80TH ST & 5TH AVE NE                 ,                                        , 0, 0, 0,   47.686710, -122.322304
      3049,23360     ,TLSBWD-  76              ,NE 80TH ST & 8TH AVE NE                 ,                                        , 0, 0, 0,   47.686691, -122.319954
      3050,23370     ,TLSBWD-  76              ,ROOSEVELT WAY NE & NE 80TH ST           ,                                        , 0, 0, 0,   47.686485, -122.317657
      3051,23390     ,TLSBWD-  76              ,ROOSEVELT WAY NE & NE 75TH ST           ,                                        , 0, 0, 0,   47.682865, -122.317589
      3052,23420     ,TLSBWD-  76              ,ROOSEVELT WAY NE & NE 69TH ST           ,                                        , 0, 0, 0,   47.678501, -122.317505
      3053,23450     ,TLSBWD-  76              ,EASTLAKE AVE E & NE 40TH ST             ,                                        , 0, 0, 0,   47.655823, -122.318146
      3054,23500     ,TLSBWD-  76              ,11TH AVE NE & NE 50TH ST                ,                                        , 0, 0, 0,   47.665173, -122.316238
      3055,23510     ,TLSBWD-  76              ,11TH AVE NE & NE 52ND ST                ,                                        , 0, 0, 0,   47.666714, -122.316208
      3056,23520     ,TLSBWD-  76              ,11TH AVE NE & NE 55TH ST                ,                                        , 0, 0, 0,   47.668758, -122.316185
      3057,23530     ,TLSBWD-  76              ,11TH AVE NE & NE RAVENNA BLVD           ,                                        , 0, 0, 0,   47.671329, -122.316101
      3058,23540     ,TLSBWD-  76              ,12TH AVE NE & NE 61ST ST                ,                                        , 0, 0, 0,   47.672653, -122.315552
      3059,23560     ,TLSBWD-  76              ,12TH AVE NE & NE 65TH ST                ,                                        , 0, 0, 0,   47.676052, -122.315567
      3060,23580     ,TLSBWD-  76              ,12TH AVE NE & NE 70TH ST                ,                                        , 0, 0, 0,   47.679760, -122.315552
      3061,23600     ,TLSBWD-  76              ,NE 75TH ST & 12TH AVE NE                ,                                        , 0, 0, 0,   47.683125, -122.315651
      3062,23610     ,TLSBWD-  76              ,ROOSEVELT WAY NE & NE 75TH ST           ,                                        , 0, 0, 0,   47.683544, -122.317398
      3063,23630     ,TLSBWD-  76              ,NE 80TH ST & ROOSEVELT WAY NE           ,                                        , 0, 0, 0,   47.686806, -122.317955
      3064,23640     ,TLSBWD-  76              ,NE 80TH ST & 8TH AVE NE                 ,                                        , 0, 0, 0,   47.686829, -122.320541
      3065,23650     ,TLSBWD-  76              ,5TH AVE NE & NE 80TH ST                 ,                                        , 0, 0, 0,   47.687092, -122.322861
      3066,23660     ,TLSBWD-  76              ,5TH AVE NE & NE 82ND ST                 ,                                        , 0, 0, 0,   47.688442, -122.322876
      3067,23670     ,TLSBWD-  76              ,5TH AVE NE & NE 85TH ST                 ,                                        , 0, 0, 0,   47.690685, -122.322906
      3068,23680     ,TLSBWD-  76              ,5TH AVE NE & NE 88TH ST                 ,                                        , 0, 0, 0,   47.692444, -122.322929
      3069,23690     ,TLSBWD-  76              ,5TH AVE NE & NE 90TH ST                 ,                                        , 0, 0, 0,   47.694267, -122.322945
      3070,23700     ,TLSBWD-  76              ,5TH AVE NE & NE 92ND ST                 ,                                        , 0, 0, 0,   47.696102, -122.322968
      3071,23710     ,TLSBWD-  76              ,5TH AVE NE & NE 95TH ST                 ,                                        , 0, 0, 0,   47.697937, -122.322983
      3072,23720     ,TLSBWD-  76              ,5TH AVE NE & NE 97TH ST                 ,                                        , 0, 0, 0,   47.699471, -122.323013
      3073,23730     ,TLSBWD-  76              ,5TH AVE NE & NE 98TH ST                 ,                                        , 0, 0, 0,   47.700642, -122.323029
      3074,23750     ,TLSBWD-  76              ,5TH AVE NE & NE 103RD ST                ,                                        , 0, 0, 0,   47.703537, -122.323051
      3075,23770     ,TLSBWD-  76              ,5TH AVE NE & NE 106TH ST                ,                                        , 0, 0, 0,   47.706131, -122.323105
      3076,23785     ,TLSBWD-  76              ,5TH AVE NE & NE 112TH ST                ,                                        , 0, 0, 0,   47.709808, -122.323219
      3077,23800     ,TLSBWD-  76              ,5TH AVE NE & NE 115TH ST                ,                                        , 0, 0, 0,   47.712475, -122.323288
      3078,23820     ,TLSBWD-  76              ,5TH AVE NE & NE 120TH ST                ,                                        , 0, 0, 0,   47.716114, -122.323395
      3079,23840     ,TLSBWD-  76              ,5TH AVE NE & NE 125TH ST                ,                                        , 0, 0, 0,   47.718918, -122.323479
      3080,23850     ,TLSBWD-  76              ,5TH AVE NE & NE 127TH ST                ,                                        , 0, 0, 0,   47.721550, -122.323479
      3081,23855     ,TLSBWD-  76              ,ROOSEVELT WAY NE & 5TH AVE NE           ,                                        , 0, 0, 0,   47.722664, -122.322929
      3082,23860     ,TLSBWD-  76              ,ROOSEVELT WAY NE & 8TH AVE NE           ,                                        , 0, 0, 0,   47.721428, -122.320961
      3083,23865     ,TLSBWD-  76              ,ROOSEVELT WAY NE & ROOSEVELT WAY NE     ,                                        , 0, 0, 0,   47.719959, -122.318657
      3084,23872     ,TLSBWD-  76              ,NE 125TH ST & ROOSEVELT WAY NE          ,                                        , 0, 0, 0,   47.719524, -122.319061
      3085,23890     ,TLSBWD-  76              ,25TH AVE NE & NE 80TH ST                ,                                        , 0, 0, 0,   47.686165, -122.300934
      3086,23895     ,TLSBWD-  76              ,25TH AVE NE & NE 75TH ST                ,                                        , 0, 0, 0,   47.682823, -122.300858
      3087,23900     ,TLSBWD-  76              ,25TH AVE NE & NE 70TH ST                ,                                        , 0, 0, 0,   47.679157, -122.300758
      3088,23905     ,TLSBWD-  76              ,25TH AVE NE & NE 65TH ST                ,                                        , 0, 0, 0,   47.676212, -122.300743
      3089,23910     ,TLSBWD-  76              ,25TH AVE NE & NE 60TH ST                ,                                        , 0, 0, 0,   47.671875, -122.300743
      3090,23915     ,TLSBWD-  76              ,25TH AVE NE & NE 55TH ST                ,                                        , 0, 0, 0,   47.668293, -122.300720
      3091,23920     ,TLSBWD-  76              ,25TH AVE NE & NE BLAKELEY ST            ,                                        , 0, 0, 0,   47.665997, -122.300705
      3092,23925     ,TLSBWD-  76              ,25TH AVE NE & NE 47TH ST                ,                                        , 0, 0, 0,   47.662910, -122.301003
      3093,24250     ,TLSBWD-  76              ,34TH AVE W & W MCGRAW ST                ,                                        , 0, 0, 0,   47.639950, -122.401093
      3094,24260     ,TLSBWD-  76              ,34TH AVE W & W MCGRAW ST                ,                                        , 0, 0, 0,   47.639805, -122.400902
      3095,24270     ,TLSBWD-  76              ,34TH AVE W & W RAYE ST                  ,                                        , 0, 0, 0,   47.643063, -122.400864
      3096,24280     ,TLSBWD-  76              ,34TH AVE W & W ARMOUR ST                ,                                        , 0, 0, 0,   47.645199, -122.400848
      3097,24290     ,TLSBWD-  76              ,34TH AVE W & W BARRETT ST               ,                                        , 0, 0, 0,   47.647057, -122.400826
      3098,24300     ,TLSBWD-  76              ,34TH AVE W & W DRAVUS ST                ,                                        , 0, 0, 0,   47.648853, -122.400826
      3099,24310     ,TLSBWD-  76              ,34TH AVE W & W BERTONA ST               ,                                        , 0, 0, 0,   47.650646, -122.400810
      3100,24320     ,TLSBWD-  76              ,34TH AVE W & W RUFFNER ST               ,                                        , 0, 0, 0,   47.652447, -122.400810
      3101,24330     ,TLSBWD-  76              ,34TH AVE W & W EMERSON ST               ,                                        , 0, 0, 0,   47.654255, -122.400795
      3102,24340     ,TLSBWD-  76              ,34TH AVE W & W THURMAN ST               ,                                        , 0, 0, 0,   47.656075, -122.400795
      3103,24350     ,TLSBWD-  76              ,34TH AVE W & W ELMORE ST                ,                                        , 0, 0, 0,   47.657928, -122.400795
      3104,24360     ,TLSBWD-  76              ,W GOVERNMENT WAY & 34TH AVE W           ,                                        , 0, 0, 0,   47.659573, -122.400505
      3105,24370     ,TLSBWD-  76              ,W GOVERNMENT WAY & 32ND AVE W           ,                                        , 0, 0, 0,   47.660004, -122.398582
      3106,24380     ,TLSBWD-  76              ,30TH AVE W & W MANSELL ST               ,                                        , 0, 0, 0,   47.658344, -122.396667
      3107,24390     ,TLSBWD-  76              ,30TH AVE W & W THURMAN ST               ,                                        , 0, 0, 0,   47.655781, -122.395767
      3108,24400     ,TLSBWD-  76              ,30TH AVE W & W EMERSON ST               ,                                        , 0, 0, 0,   47.654125, -122.395752
      3109,24410     ,TLSBWD-  76              ,W TILDEN ST & 30TH AVE W                ,                                        , 0, 0, 0,   47.653095, -122.395195
      3110,24420     ,TLSBWD-  76              ,W TILDEN ST & 28TH AVE W                ,                                        , 0, 0, 0,   47.653095, -122.393005
      3111,24430     ,TLSBWD-  76              ,28TH AVE W & W RUFFNER ST               ,                                        , 0, 0, 0,   47.652004, -122.392998
      3112,24440     ,TLSBWD-  76              ,28TH AVE W & W BERTONA ST               ,                                        , 0, 0, 0,   47.650127, -122.392998
      3113,24450     ,TLSBWD-  76              ,28TH AVE W & W DRAVUS ST                ,                                        , 0, 0, 0,   47.648315, -122.393005
      3114,24460     ,TLSBWD-  76              ,28TH AVE W & W BARRETT ST               ,                                        , 0, 0, 0,   47.646877, -122.393005
      3115,24470     ,TLSBWD-  76              ,28TH AVE W & W FULTON ST                ,                                        , 0, 0, 0,   47.645737, -122.393021
      3116,24480     ,TLSBWD-  76              ,28TH AVE W & W RAYE ST                  ,                                        , 0, 0, 0,   47.643246, -122.393066
      3117,24490     ,TLSBWD-  76              ,28TH AVE W & W SMITH ST                 ,                                        , 0, 0, 0,   47.641216, -122.393074
      3118,24500     ,TLSBWD-  76              ,28TH AVE W & W LYNN ST                  ,                                        , 0, 0, 0,   47.638912, -122.393120
      3119,24510     ,TLSBWD-  76              ,28TH AVE W & W CROCKETT ST              ,                                        , 0, 0, 0,   47.637516, -122.393127
      3120,24540     ,TLSBWD-  76              ,28TH AVE W & W CROCKETT ST              ,                                        , 0, 0, 0,   47.637867, -122.392929
      3121,24550     ,TLSBWD-  76              ,28TH AVE W & W MCGRAW ST                ,                                        , 0, 0, 0,   47.640263, -122.392883
      3122,24560     ,TLSBWD-  76              ,28TH AVE W & W HALLADAY ST              ,                                        , 0, 0, 0,   47.642265, -122.392868
      3123,24570     ,TLSBWD-  76              ,28TH AVE W & W RAYE ST                  ,                                        , 0, 0, 0,   47.643593, -122.392845
      3124,24580     ,TLSBWD-  76              ,28TH AVE W & W FULTON ST                ,                                        , 0, 0, 0,   47.645695, -122.392830
      3125,24590     ,TLSBWD-  76              ,28TH AVE W & W BARRETT ST               ,                                        , 0, 0, 0,   47.647057, -122.392799
      3126,24600     ,TLSBWD-  76              ,28TH AVE W & W DRAVUS ST                ,                                        , 0, 0, 0,   47.648777, -122.392799
      3127,24610     ,TLSBWD-  76              ,28TH AVE W & W BERTONA ST               ,                                        , 0, 0, 0,   47.650600, -122.392792
      3128,24620     ,TLSBWD-  76              ,28TH AVE W & W RUFFNER ST               ,                                        , 0, 0, 0,   47.652222, -122.392792
      3129,24630     ,TLSBWD-  76              ,W TILDEN ST & 29TH AVE W                ,                                        , 0, 0, 0,   47.653236, -122.394539
      3130,24640     ,TLSBWD-  76              ,30TH AVE W & W EMERSON ST               ,                                        , 0, 0, 0,   47.654320, -122.395561
      3131,24650     ,TLSBWD-  76              ,30TH AVE W & W THURMAN ST               ,                                        , 0, 0, 0,   47.656258, -122.395561
      3132,24660     ,TLSBWD-  76              ,31ST AVE W & W MANSELL ST               ,                                        , 0, 0, 0,   47.658649, -122.396721
      3133,24670     ,TLSBWD-  76              ,31ST AVE W & W JAMESON ST               ,                                        , 0, 0, 0,   47.659981, -122.397461
      3134,24680     ,TLSBWD-  76              ,W GOVERNMENT WAY & 33RD AVE W           ,                                        , 0, 0, 0,   47.660004, -122.399757
      3135,24690     ,TLSBWD-  76              ,34TH AVE W & W GOVERNMENT WAY           ,                                        , 0, 0, 0,   47.658730, -122.401001
      3136,24700     ,TLSBWD-  76              ,34TH AVE W & W ELMORE ST                ,                                        , 0, 0, 0,   47.657532, -122.401001
      3137,24710     ,TLSBWD-  76              ,34TH AVE W & W THURMAN ST               ,                                        , 0, 0, 0,   47.655613, -122.401001
      3138,24720     ,TLSBWD-  76              ,34TH AVE W & W EMERSON ST               ,                                        , 0, 0, 0,   47.653786, -122.401001
      3139,24740     ,TLSBWD-  76              ,34TH AVE W & W BERTONA ST               ,                                        , 0, 0, 0,   47.650257, -122.401016
      3140,24750     ,TLSBWD-  76              ,34TH AVE W & W DRAVUS ST                ,                                        , 0, 0, 0,   47.648434, -122.401024
      3141,24760     ,TLSBWD-  76              ,34TH AVE W & W BARRETT ST               ,                                        , 0, 0, 0,   47.646626, -122.401024
      3142,24770     ,TLSBWD-  76              ,34TH AVE W & W ARMOUR ST                ,                                        , 0, 0, 0,   47.644810, -122.401054
      3143,24780     ,TLSBWD-  76              ,34TH AVE W & W RAYE ST                  ,                                        , 0, 0, 0,   47.642982, -122.401070
      3144,24910     ,TLSBWD-  76              ,35TH AVE NE & NE 123RD ST               ,                                        , 0, 0, 0,   47.717121, -122.291481
      3145,24920     ,TLSBWD-  76              ,35TH AVE NE & NE 120TH ST               ,                                        , 0, 0, 0,   47.715298, -122.291618
      3146,24930     ,TLSBWD-  76              ,35TH AVE NE & 34TH AVE NE               ,                                        , 0, 0, 0,   47.713375, -122.291008
      3147,24940     ,TLSBWD-  76              ,35TH AVE NE & NE 115TH ST               ,                                        , 0, 0, 0,   47.711716, -122.290764
      3148,24950     ,TLSBWD-  76              ,35TH AVE NE & NE 110TH ST               ,                                        , 0, 0, 0,   47.708122, -122.290871
      3149,24960     ,TLSBWD-  76              ,35TH AVE NE & NE 105TH ST               ,                                        , 0, 0, 0,   47.704514, -122.290962
