route_id,service_id,trip_id
"100126","GTFPathDay","21649791"
"100126","GTFPathDay","21649801"
"100126","GTFPathDay","21649803"
"102554","GTFPathDay","21650111"
"102554","GTFPathDay","21650112"
"102554","GTFPathDay","21650115"
"102554","GTFPathDay","21650137"
"102552","GTFPathDay","21650157"
"102552","GTFPathDay","21650160"
"102552","GTFPathDay","21650163"
"102552","GTFPathDay","21650166"
"100266","GTFPathDay","18150384"
"100266","GTFPathDay","18150443"
"100266","GTFPathDay","18150449"
"100266","GTFPathDay","18150464"
"100268","GTFPathDay","18150491"
"100221","GTFPathDay","21612131"
"100221","GTFPathDay","21612132"
"100221","GTFPathDay","21612133"
"100221","GTFPathDay","21612134"
"100221","GTFPathDay","21612135"
"100221","GTFPathDay","21612136"
"100221","GTFPathDay","21612213"
"100221","GTFPathDay","21612214"
"100221","GTFPathDay","21612215"
"100221","GTFPathDay","21612216"
"100221","GTFPathDay","21612217"
"100221","GTFPathDay","21612218"
"100221","GTFPathDay","21612264"
"100221","GTFPathDay","21612265"
"100221","GTFPathDay","21612266"
"100221","GTFPathDay","21612267"
"100221","GTFPathDay","21612268"
"100221","GTFPathDay","21612269"
"100221","GTFPathDay","21612299"
"100221","GTFPathDay","21612300"
"100202","GTFPathDay","21613164"
"100205","GTFPathDay","21613165"
"100205","GTFPathDay","21613166"
"100202","GTFPathDay","21613167"
"100196","GTFPathDay","21613168"
"100196","GTFPathDay","21613169"
"100202","GTFPathDay","21613170"
"100205","GTFPathDay","21613171"
"100205","GTFPathDay","21613183"
"100202","GTFPathDay","21613184"
"100196","GTFPathDay","21613185"
"100196","GTFPathDay","21613186"
"100202","GTFPathDay","21613187"
"100205","GTFPathDay","21613188"
"100205","GTFPathDay","21613189"
"100202","GTFPathDay","21613190"
"100196","GTFPathDay","21613203"
"100202","GTFPathDay","21613204"
"100205","GTFPathDay","21613205"
"100205","GTFPathDay","21613206"
"100202","GTFPathDay","21613207"
"100196","GTFPathDay","21613208"
"100196","GTFPathDay","21613209"
"100202","GTFPathDay","21613210"
"100205","GTFPathDay","21613211"
"100126","GTFPathDay","21649800"
"102554","GTFPathDay","21650110"
"102554","GTFPathDay","21650114"
"102554","GTFPathDay","21650135"
"102554","GTFPathDay","21650136"
"102552","GTFPathDay","21650156"
"102552","GTFPathDay","21650159"
"102552","GTFPathDay","21650162"
"102552","GTFPathDay","21650165"
"102554","GTFPathDay","21650124"
"102554","GTFPathDay","21650127"
"102554","GTFPathDay","21650140"
"102552","GTFPathDay","21650175"
"102552","GTFPathDay","21650178"
"102552","GTFPathDay","21650181"
"102552","GTFPathDay","21650184"
"100130","GTFPathDay","21649865"
"100130","GTFPathDay","21649889"
"100130","GTFPathDay","21649898"
"100128","GTFPathDay","21649643"
"100128","GTFPathDay","21649675"
"100130","GTFPathDay","21649858"
"100130","GTFPathDay","21649866"
"100130","GTFPathDay","21649890"
"100130","GTFPathDay","21649899"
"100136","GTFPathDay","21649627"
"100136","GTFPathDay","21650032"
"100136","GTFPathDay","21650351"
"100136","GTFPathDay","21650377"
"100136","GTFPathDay","21650505"
"100128","GTFPathDay","21649639"
"100128","GTFPathDay","21649647"
"100128","GTFPathDay","21649671"
"100128","GTFPathDay","21649679"
"100130","GTFPathDay","21649862"
"100130","GTFPathDay","21649894"
"100130","GTFPathDay","21649857"
"100136","GTFPathDay","21649612"
"100136","GTFPathDay","21649617"
"100136","GTFPathDay","21650329"
"100136","GTFPathDay","21650334"
"100136","GTFPathDay","21650513"
"100136","GTFPathDay","21649608"
"100136","GTFPathDay","21649613"
"100136","GTFPathDay","21650335"
"100136","GTFPathDay","21650349"
"100136","GTFPathDay","21650486"
"100128","GTFPathDay","21649644"
"100128","GTFPathDay","21649668"
"100128","GTFPathDay","21649676"
"100130","GTFPathDay","21649859"
"100130","GTFPathDay","21649867"
"100130","GTFPathDay","21649891"
"100162","GTFPathDay","21650553"
"100162","GTFPathDay","21650574"
"100162","GTFPathDay","21650624"
"100162","GTFPathDay","21650651"
"100162","GTFPathDay","21650655"
"100137","GTFPathDay","21649925"
"100137","GTFPathDay","21649939"
"100113","GTFPathDay","21649954"
"100113","GTFPathDay","21649958"
"100113","GTFPathDay","21649993"
"100113","GTFPathDay","21649996"
"100113","GTFPathDay","21649951"
"100113","GTFPathDay","21649957"
"100113","GTFPathDay","21649959"
"100113","GTFPathDay","21649994"
"100162","GTFPathDay","21650558"
"100162","GTFPathDay","21650568"
"100162","GTFPathDay","21650587"
"100162","GTFPathDay","21650644"
"100162","GTFPathDay","21650683"
"100160","GTFPathDay","21649569"
"100162","GTFPathDay","21650598"
"100128","GTFPathDay","21649649"
"100130","GTFPathDay","21649896"
"100113","GTFPathDay","21650367"
"100156","GTFPathDay","21876003"
"100113","GTFPathDay","21649950"
"100113","GTFPathDay","21649955"
"100113","GTFPathDay","21649962"
"100113","GTFPathDay","21649983"
"100113","GTFPathDay","21650015"
"100136","GTFPathDay","21649611"
"100136","GTFPathDay","21649616"
"100136","GTFPathDay","21650328"
"100136","GTFPathDay","21650333"
"100136","GTFPathDay","21650512"
"100136","GTFPathDay","21650036"
"100136","GTFPathDay","21650038"
"100136","GTFPathDay","21650345"
"100136","GTFPathDay","21650379"
"100136","GTFPathDay","21650529"
"100136","GTFPathDay","21649626"
"100136","GTFPathDay","21650035"
"100136","GTFPathDay","21650347"
"100136","GTFPathDay","21650378"
"100136","GTFPathDay","21650534"
"100137","GTFPathDay","21649917"
"100137","GTFPathDay","21649919"
"100137","GTFPathDay","21649926"
"100137","GTFPathDay","21649928"
"100137","GTFPathDay","21649937"
"100137","GTFPathDay","21649944"
"100493","GTFPathDay","21650221"
"100493","GTFPathDay","21650222"
"100493","GTFPathDay","21650228"
"100493","GTFPathDay","21650230"
"100493","GTFPathDay","21650232"
"100162","GTFPathDay","21650572"
"100162","GTFPathDay","21650602"
"100162","GTFPathDay","21650622"
"100162","GTFPathDay","21650659"
"100137","GTFPathDay","21649913"
"100137","GTFPathDay","21649916"
"100137","GTFPathDay","21649918"
"100137","GTFPathDay","21649920"
"100137","GTFPathDay","21649927"
"100137","GTFPathDay","21649943"
"100095","GTFPathDay","21649352"
"100095","GTFPathDay","21649354"
"100095","GTFPathDay","21649356"
"100095","GTFPathDay","21649358"
"100095","GTFPathDay","21649360"
"100094","GTFPathDay","21649368"
"100094","GTFPathDay","21649369"
"100094","GTFPathDay","21649370"
"100094","GTFPathDay","21649371"
"100094","GTFPathDay","21649372"
"100094","GTFPathDay","21649388"
"100095","GTFPathDay","21649389"
"100094","GTFPathDay","21649392"
"100095","GTFPathDay","21649393"
"100094","GTFPathDay","21649396"
"100095","GTFPathDay","21649397"
"100094","GTFPathDay","21649400"
"100095","GTFPathDay","21649401"
"100094","GTFPathDay","21649404"
"100095","GTFPathDay","21649405"
"100094","GTFPathDay","21649520"
"100095","GTFPathDay","21649522"
"100091","GTFPathDay","21649476"
"100091","GTFPathDay","21649478"
"100091","GTFPathDay","21649480"
"100091","GTFPathDay","21649483"
"100091","GTFPathDay","21649496"
"100091","GTFPathDay","21649498"
"100091","GTFPathDay","21649500"
"100091","GTFPathDay","21649503"
"100091","GTFPathDay","21649516"
"100091","GTFPathDay","21649517"
"100139","GTFPathDay","21649579"
"100139","GTFPathDay","21649582"
"100139","GTFPathDay","21649699"
"100139","GTFPathDay","21649841"
"100139","GTFPathDay","21649846"
"100096","GTFPathDay","21649528"
"100095","GTFPathDay","21649351"
"100095","GTFPathDay","21649353"
"100095","GTFPathDay","21649355"
"100095","GTFPathDay","21649357"
"100095","GTFPathDay","21649359"
"100095","GTFPathDay","21649361"
"100105","GTFPathDay","21649386"
"100095","GTFPathDay","21649387"
"100105","GTFPathDay","21649390"
"100095","GTFPathDay","21649391"
"100105","GTFPathDay","21649394"
"100095","GTFPathDay","21649395"
"100105","GTFPathDay","21649398"
"100095","GTFPathDay","21649399"
"100105","GTFPathDay","21649402"
"100095","GTFPathDay","21649403"
"100105","GTFPathDay","21649417"
"100105","GTFPathDay","21649418"
"100105","GTFPathDay","21649419"
"100105","GTFPathDay","21649420"
"100105","GTFPathDay","21649421"
"100100","GTFPathDay","21649438"
"100100","GTFPathDay","21649440"
"100100","GTFPathDay","21649442"
"100100","GTFPathDay","21649444"
"100100","GTFPathDay","21649448"
"100100","GTFPathDay","21649451"
"100160","GTFPathDay","21649603"
"100139","GTFPathDay","21649434"
"100139","GTFPathDay","21649575"
"100139","GTFPathDay","21649583"
"100139","GTFPathDay","21649694"
"100139","GTFPathDay","21649848"
"100091","GTFPathDay","21649475"
"100091","GTFPathDay","21649477"
"100091","GTFPathDay","21649479"
"100091","GTFPathDay","21649481"
"100091","GTFPathDay","21649482"
"100091","GTFPathDay","21649497"
"100091","GTFPathDay","21649499"
"100091","GTFPathDay","21649501"
"100091","GTFPathDay","21649502"
"100091","GTFPathDay","21649504"
"100139","GTFPathDay","21649574"
"100139","GTFPathDay","21649580"
"100139","GTFPathDay","21649695"
"100139","GTFPathDay","21649701"
"100139","GTFPathDay","21649849"
"100130","GTFPathDay","21649860"
"100130","GTFPathDay","21649868"
"100130","GTFPathDay","21649892"
"100448","GTFPathDay","21650239"
"100448","GTFPathDay","21650242"
"100448","GTFPathDay","21650245"
"100448","GTFPathDay","21650248"
"100448","GTFPathDay","21650269"
"100448","GTFPathDay","21650272"
"100448","GTFPathDay","21650275"
"100448","GTFPathDay","21650278"
"100128","GTFPathDay","21649642"
"100128","GTFPathDay","21649674"
"100160","GTFPathDay","21650536"
"100162","GTFPathDay","21650554"
"100162","GTFPathDay","21650567"
"100162","GTFPathDay","21650576"
"100162","GTFPathDay","21650626"
"100162","GTFPathDay","21650681"
"100162","GTFPathDay","21650571"
"100162","GTFPathDay","21650601"
"100162","GTFPathDay","21650621"
"100162","GTFPathDay","21650628"
"100162","GTFPathDay","21650660"
"100127","GTFPathDay","21649716"
"100127","GTFPathDay","21649730"
"100127","GTFPathDay","21649738"
"100127","GTFPathDay","21649758"
