,YEAR,MONTH,TRACTCE10,C000,CA01,CA02,CA03,CE01,CE02,CE03,CNS18
0,2018,11,010100,2164.7300022057475,511.49738448743403,1223.940170023503,429.29244769481073,482.0659873641492,792.6179708029484,890.0460440386502,233.42142546053537
1,2018,11,010201,2906.6041848651016,687.0708914642715,1655.2623692440575,564.2709241567725,663.728748918218,1128.541848313545,1114.3335876333385,366.37015039675333
2,2018,11,010202,1275.6988339299694,313.59661072741494,681.9965126499121,280.10571055264245,255.74869224371702,444.5155841378891,575.4345575483633,146.1421098535526
3,2018,11,010300,3078.1181887904513,697.2196490929905,1789.2259699431472,591.6725697543136,648.5056124751396,992.5484960887113,1437.0640802266005,326.7899956447495
4,2018,11,010400,2159.6556233913884,578.479184836979,1088.961693561541,492.2147449928681,465.82797515819885,704.3237794330937,989.5038688000957,289.2395924184895
5,2018,11,010501,2237.801057132524,613.9998365374953,1260.475697486891,363.3255231081377,412.03955972598857,827.1237467405928,998.6377506659427,302.4329773358241
6,2018,11,010502,1618.7268417806692,446.5453356636329,931.6559503163977,240.52555580063864,344.0428836135717,562.2411726310287,712.4427855360689,247.62968614074188
7,2018,11,010503,893.0906713272658,274.0164559754111,420.1585658289637,198.91564952289102,193.84127070853157,240.52555580063864,458.72384481809564,104.53220357580497
8,2018,11,010600,3260.7958261073923,825.093995214849,1869.401155210027,566.3006756825163,657.6394943409866,1024.00964473774,1579.1466870286654,410.0098082002448
9,2018,11,010701,1847.073888426845,411.0246839631167,1067.6493025412315,368.3999019224971,373.4742807368566,630.2378487434455,843.3617589465431,206.01977986299428
10,2018,11,010702,2287.5299695132467,642.4163578979083,1287.8773430844321,357.23626853090633,482.0659873641492,852.4956408123901,952.9683413367075,292.2842197071052
11,2018,11,020100,1945.5168374254188,416.0990627774761,1100.125326953132,429.29244769481073,438.42632956065773,761.1568221539197,745.9336857108414,200.9454010486348
12,2018,11,020200,2937.0504577512584,547.0180361879503,1619.7417175435412,770.2907040197667,586.5981909399542,938.760080656501,1411.692186154803,294.313971232849
13,2018,11,020301,1961.754849631369,332.8792502219809,1127.526972550673,501.34862685871514,426.24782040619505,551.0775392394379,984.4294899857362,179.63301002832506
14,2018,11,020302,2126.1647232166156,431.3221992205545,1162.0327484883173,532.8097755077438,455.67921752947996,690.1155187528872,980.3699869342486,251.68918919222946
15,2018,11,020400,1985.0969921774226,417.113938540348,1099.1104511902602,468.87260244681454,383.62303836557555,651.5502397637553,949.9237140480918,206.01977986299428
16,2018,11,020500,2329.139875790994,623.1337184033423,1301.0707280017668,404.9354293858853,559.1965453424131,933.6857018421415,836.2576286064398,275.031331738283
17,2018,11,020601,2488.4753705618814,589.6428182285698,1337.6062554651548,561.2262968681569,612.9849607746233,934.7005776050135,940.7898321822448,260.8230710580765
18,2018,11,020602,1848.088764189717,419.1436900660918,997.6228749030707,431.3221992205545,418.1288143032199,637.3419790835488,792.6179708029484,207.03465562586615
19,2018,11,020701,852.4956408123901,171.5140039253499,466.84285092107075,214.13878596596942,167.45450087386234,243.5701830892543,441.4709568492734,85.24956408123901
20,2018,11,020702,2894.4256757106386,673.877506546937,1597.4144507603596,623.1337184033423,719.5469158761721,1104.1848300046195,1070.693929829847,334.9090017477247
21,2018,11,020801,2268.2473300186807,459.73872058096754,1333.5467524136673,474.9618570240459,493.22962075574,721.5766674019159,1053.4410418610248,237.48092851202296
22,2018,11,020802,2758.4323234858052,636.3271033206769,1565.953302111331,556.1519180537973,616.029588063239,1100.125326953132,1042.277408469434,324.76024411900573
23,2018,11,020901,2264.1878269671934,584.5684394142104,1261.490573249763,418.1288143032199,520.631266353281,875.8377833584436,867.7187772554685,300.4032258100803
24,2018,11,020902,1886.654043178849,431.3221992205545,973.2658565941454,482.0659873641492,459.73872058096754,722.5915431647878,704.3237794330937,222.25779206894455
25,2018,11,030101,2056.138295578455,512.512260250306,1101.1402027160038,442.4858326121453,400.8759263343977,640.3866063721645,1014.875762871893,251.68918919222946
26,2018,11,030102,1824.7466216436635,426.24782040619505,976.310483882761,422.18831735470746,367.3850261596252,553.1072907651817,904.2543047188566,219.21316478032887
27,2018,11,030103,1170.1517545912925,270.97182868679545,648.5056124751396,250.67431342935757,247.62968614074188,390.72716870567876,531.7948997448719,121.78509154462715
28,2018,11,030104,1141.7352332308797,308.52223191305546,550.062663476566,283.15033784125814,236.46605274915106,376.5189080254723,528.7502724562562,117.72558849313958
29,2018,11,030200,3049.7016674300385,607.9105819602639,1836.9251307981262,604.8659546716482,582.5386878884666,708.3832824845813,1758.7796970569905,344.0428836135717
30,2018,11,030300,1478.673986504348,378.5486595512161,824.0791194519771,276.04620750115487,308.52223191305546,511.49738448743403,658.6543701038586,176.58838273970937
31,2018,11,030400,1379.2161617429026,289.2395924184895,853.5105165752619,236.46605274915106,246.61481037787,338.96850479921227,793.6328465658203,158.3206190080153
32,2018,11,030500,3569.3180580204476,873.8080318326998,2151.5366172884133,543.9734088993346,663.728748918218,897.1501743787534,2008.4391347234762,456.69409329235185
33,2018,11,030601,1782.121839603044,426.24782040619505,1009.8013840575335,346.0726351393155,411.0246839631167,558.1816695795411,812.9154860603862,244.5850588521262
34,2018,11,030603,1314.2641129191013,413.05443548886046,727.6659219791472,173.5437554510937,274.0164559754111,496.27424804435566,543.9734088993346,183.6925130798126
35,2018,11,030604,1905.936682673415,457.70896905522375,993.5633718515832,454.66434176660806,360.280895819522,516.5717633017936,1029.0840235520996,240.52555580063864
36,2018,11,030701,998.6377506659427,232.40654969766348,584.5684394142104,181.66276155406885,199.9305252857629,300.4032258100803,498.30399957009945,124.82971883324284
37,2018,11,030702,878.8824106470593,167.45450087386234,527.7353966933844,183.6925130798126,132.94872493621799,191.81151918278778,554.1221665280535,75.10080645252008
38,2018,11,030703,1727.3185484079618,465.82797515819885,964.1319747282984,297.3585985214646,302.4329773358241,474.9618570240459,949.9237140480918,196.88589799714723
39,2018,11,030706,1640.039232800979,368.3999019224971,902.2245531931128,369.414777685369,309.53710767592736,415.0841870146042,915.4179381104475,167.45450087386234
40,2018,11,030800,2437.731582418287,488.1552419413805,1524.3433958335831,425.23294464332315,404.9354293858853,561.2262968681569,1471.5698561642448,286.1949651298738
41,2018,11,030900,1584.221065843025,310.55198343879925,1014.875762871893,258.7933195323327,289.2395924184895,388.69741717993503,906.2840562446004,154.26111595652773
42,2018,11,031000,2222.5779206894454,471.9172297354302,1383.2756647943902,367.3850261596252,342.01313208782796,499.31887533297134,1381.2459132686463,222.25779206894455
43,2018,11,031100,2739.1496839912393,691.1303945157591,1663.3813753470326,384.63791412844745,519.6163905904092,635.312227557805,1584.221065843025,307.50735615018357
44,2018,11,031200,2505.728258530704,673.877506546937,1422.8558195463938,408.9949324373729,518.6015148275374,787.5435919885889,1199.5831517145775,332.8792502219809
45,2018,11,031300,3350.1048932401186,755.0675675766884,1949.5763404769064,645.4609851865239,648.5056124751396,942.8195837079886,1758.7796970569905,383.62303836557555
46,2018,11,031400,2981.7049913176215,732.7403007935067,1630.905350935132,618.0593395889828,474.9618570240459,568.3304272082601,1938.4127070853156,289.2395924184895
47,2018,11,031501,2010.4688862492198,576.4494333112352,1085.9170662729255,348.10238666505927,456.69409329235185,625.1634699290861,928.6113230277821,257.7784437694608
48,2018,11,031502,2247.949814761243,634.2973517949331,1238.1484307037094,375.5040322626004,547.0180361879503,775.3650828341263,925.5666957391663,313.59661072741494
49,2018,11,031700,3670.805634307637,949.9237140480918,2202.2804054320077,518.6015148275374,679.9667611241683,1007.7716325317897,1983.067240651679,433.3519507462983
50,2018,11,031800,1071.708805592719,279.09083478977055,639.3717306092925,153.24624019365584,179.63301002832506,264.8825741095641,627.1932214548299,108.59170662729255
51,2018,11,031900,1552.7599171939962,375.5040322626004,950.9385898109637,226.31729512043214,223.27266783181645,316.6412380160306,1012.8460113461492,151.21648866791205
52,2018,11,032100,4061.5328030133155,1225.9699215492467,2332.18450307961,503.3783783844589,691.1303945157591,1073.7385571184627,2296.6638513790936,504.3932541473308
53,2018,11,040100,2067.301928970046,392.75692023142255,1300.0558522388949,374.4891564997285,361.2957715823939,523.6758936418968,1182.3302637457552,198.91564952289102
54,2018,11,040201,3259.78095034452,759.1270706281759,1975.9631103115755,524.6907694047686,556.1519180537973,903.2394289559847,1800.389603334738,328.8197471704933
55,2018,11,040202,3209.0371622009256,647.4907367122677,1897.8176765704397,663.728748918218,624.1485941662141,1151.8839908595985,1433.004577175113,384.63791412844745
56,2018,11,040300,1367.0376525884399,261.8379468209484,775.3650828341263,329.8346229333652,289.2395924184895,348.10238666505927,729.695673504891,115.69583696739579
57,2018,11,040401,1744.571436376784,330.8494986962371,1132.6013513650325,281.12058631551434,274.0164559754111,408.9949324373729,1061.560047964,160.35037053375908
58,2018,11,040402,3045.6421643785507,844.3766347094149,1851.1333914783327,350.13213819080306,476.9916085497897,631.2527245063175,1937.3978313224436,343.0280078506998
59,2018,11,040600,1547.6855383796367,389.7122929428069,958.042720151067,199.9305252857629,254.73381648084512,358.2511442937782,934.7005776050135,193.84127070853157
60,2018,11,040700,1937.3978313224436,429.29244769481073,1202.6277790031932,305.4776046244398,353.17676547941875,457.70896905522375,1126.5120967878013,197.90077376001912
61,2018,11,040800,1016.9055143976367,174.55863121396558,692.145270278631,150.20161290504015,167.45450087386234,237.48092851202296,611.9700850117515,109.60658239016443
62,2018,11,040900,1291.9368461359197,274.0164559754111,834.227877080696,183.6925130798126,217.1834132545851,278.07595902689866,796.677473854436,148.17186137929636
63,2018,11,050100,1643.0838600895947,351.14701395367496,1081.8575632214379,210.07928291448184,234.43630122340727,362.3106473452658,1046.3369115209216,156.29086748227152
64,2018,11,050200,2589.9629468490707,456.69409329235185,1777.0474607886845,356.22139276803443,329.8346229333652,518.6015148275374,1741.5268090881684,231.39167393479158
65,2018,11,050300,1437.0640802266005,220.22804054320076,976.310483882761,240.52555580063864,216.1685374917132,320.70074106751815,900.194801667369,144.1123583278088
66,2018,11,050500,2499.639003953472,519.6163905904092,1607.5632083890785,372.4594049739847,369.414777685369,503.3783783844589,1626.8458478836444,229.36192240904782
67,2018,11,050600,1328.472373599308,308.52223191305546,858.5848953896215,161.36524629663097,190.79664341991588,249.65943766648567,888.0162925129064,107.57683086442066
68,2018,11,050700,910.343559296088,202.9751525743786,583.5535636513384,123.81484307037094,116.71071273026769,175.57350697683748,618.0593395889828,70.02642763816061
69,2018,11,050800,790.5882192772046,165.42474934811855,523.6758936418968,101.4875762871893,122.79996730749905,164.40987358524666,503.3783783844589,67.99667611241682
70,2018,11,050900,809.8708587717706,181.66276155406885,521.646142116153,106.56195510154876,139.03797951344933,172.5288796882218,498.30399957009945,94.38344594708605
71,2018,11,051000,907.2989320074723,157.30574324514342,637.3419790835488,112.65120967878012,101.4875762871893,188.7668918941721,617.0444638261109,73.0710549267763
72,2018,11,051100,821.0344921633614,137.00822798770554,588.627942465698,95.39832170995794,93.36857018421415,157.30574324514342,570.3601787340039,71.04130340103251
73,2018,11,051200,894.1055470901377,200.9454010486348,593.7023212800574,99.45782476144551,137.00822798770554,157.30574324514342,599.7915758572888,79.16030950400766
74,2018,11,051300,1548.7004141425086,277.06108326402676,1084.9021905100535,186.7371403684283,169.48425239960613,216.1685374917132,1163.0476242511893,109.60658239016443
75,2018,11,051400,1206.6872820546807,269.95695292392355,802.7667284316674,133.96360069908988,190.79664341991588,260.8230710580765,755.0675675766884,101.4875762871893
76,2018,11,060100,1524.3433958335831,358.2511442937782,966.1617262540422,199.9305252857629,214.13878596596942,298.3734742843365,1011.8311355832773,161.36524629663097
77,2018,11,060200,1343.6955100423863,386.66766565419124,773.3353313083825,183.6925130798126,214.13878596596942,291.2693439442333,838.2873801321836,129.9040976476023
78,2018,11,060300,1717.169790779243,447.5602114265048,1056.4856691496407,213.12391020309752,203.9900283372505,288.2247166556176,1224.9550457863747,148.17186137929636
79,2018,11,060400,1939.4275828481875,564.2709241567725,1203.642654766065,171.5140039253499,219.21316478032887,257.7784437694608,1462.4359742983977,158.3206190080153
80,2018,11,060500,673.877506546937,174.55863121396558,405.9503051487572,93.36857018421415,98.44294899857361,140.05285527632122,435.3817022720421,56.83304272082601
81,2018,11,060800,3075.0735615018357,971.2361050684016,1656.2772450069292,447.5602114265048,367.3850261596252,543.9734088993346,2163.7151264428758,292.2842197071052
82,2018,11,060900,4112.27659115691,1292.9517218987917,2126.1647232166156,693.1601460415029,535.8544027963595,765.2163252054073,2811.2058631551436,369.414777685369
83,2018,11,061000,1335.5765039394112,517.5866390646654,688.0857672271434,129.9040976476023,188.7668918941721,239.51068003776675,907.2989320074723,157.30574324514342
84,2018,11,061100,803.7816041945392,322.73049259326194,411.0246839631167,70.02642763816061,107.57683086442066,140.05285527632122,556.1519180537973,85.24956408123901
85,2018,11,061200,1111.2889603447227,459.73872058096754,519.6163905904092,131.9338491733461,124.82971883324284,223.27266783181645,763.1865736796635,100.4727005243174
86,2018,11,061500,1105.1997057674914,458.72384481809564,540.9287816107189,105.54707933867687,119.75534001888337,146.1421098535526,839.3022558950555,64.95204882380115
87,2018,11,061800,782.4692131742295,279.09083478977055,405.9503051487572,97.42807323570173,117.72558849313958,170.49912816247803,494.24449651861187,78.14543374113576
88,2018,11,061901,2106.8820837220496,747.9634372365852,1072.7236813555908,286.1949651298738,288.2247166556176,354.19164124229064,1464.4657258241416,208.04953138873805
89,2018,11,061902,2734.0753051768797,905.2691804817285,1313.2492371562296,515.5568875389216,368.3999019224971,426.24782040619505,1939.4275828481875,214.13878596596942
90,2018,11,062000,1696.872275521805,626.1783456919579,914.4030623475755,156.29086748227152,216.1685374917132,249.65943766648567,1231.0443003636062,181.66276155406885
91,2018,11,062100,2267.232454255809,1021.9798932119962,1057.5005449125124,187.7520161313002,257.7784437694608,368.3999019224971,1641.0541085638508,243.5701830892543
92,2018,11,062200,1921.1598191164933,708.3832824845813,1046.3369115209216,166.43962511099045,201.9602768115067,289.2395924184895,1429.9599498864973,152.23136443078394
93,2018,11,062300,1052.426166098153,328.8197471704933,611.9700850117515,111.63633391590822,95.39832170995794,148.17186137929636,808.8559830088986,70.02642763816061
94,2018,11,062400,871.778280306956,227.33217088330403,543.9734088993346,100.4727005243174,89.30906713272658,119.75534001888337,662.713873155346,80.17518526687954
95,2018,11,062500,1032.1286508407152,300.4032258100803,609.9403334860077,121.78509154462715,107.57683086442066,172.5288796882218,752.0229402880727,84.23468831836712
96,2018,11,062600,1274.6839581670977,290.2544681813614,826.1088709777209,158.3206190080153,127.87434612185851,192.82639494565967,953.9832170995794,92.35369442134225
97,2018,11,062700,1529.4177746479427,468.87260244681454,882.9419136985468,177.60325850258127,173.5437554510937,186.7371403684283,1169.1368788284208,133.96360069908988
98,2018,11,062800,2139.3581081339503,748.978312999457,1171.1666303541645,219.21316478032887,226.31729512043214,285.1800893670019,1627.8607236465164,194.85614647140346
99,2018,11,062900,2453.9695946242373,983.4146142228643,1201.6129032403212,268.94207716105166,251.68918919222946,323.74536835613384,1878.5350370758738,196.88589799714723
100,2018,11,063000,2142.402735422566,943.8344594708605,1006.7567567689179,191.81151918278778,227.33217088330403,283.15033784125814,1631.920226698004,156.29086748227152
101,2018,11,063100,1582.1913143172812,636.3271033206769,807.8411072460268,138.02310375057743,176.58838273970937,234.43630122340727,1171.1666303541645,131.9338491733461
102,2018,11,063200,3963.089854014742,1480.703738030092,1986.1118679402946,496.27424804435566,442.4858326121453,619.0742153518547,2901.529806050742,370.4296534482409
103,2018,11,063301,1587.2656931316405,687.0708914642715,727.6659219791472,172.5288796882218,191.81151918278778,261.8379468209484,1133.6162271279045,144.1123583278088
104,2018,11,063302,2805.1166085779123,1202.6277790031932,1249.3120640953002,353.17676547941875,294.313971232849,382.60816260270366,2128.1944747423595,237.48092851202296
105,2018,11,063303,603.8510789087763,148.17186137929636,317.6561137789025,138.02310375057743,97.42807323570173,81.19006102975143,425.23294464332315,45.66940932923519
106,2018,11,063400,1582.1913143172812,734.7700523192505,694.1750218043748,153.24624019365584,198.91564952289102,268.94207716105166,1114.3335876333385,164.40987358524666
107,2018,11,070101,2271.2919573072963,858.5848953896215,1066.6344267783595,346.0726351393155,279.09083478977055,366.37015039675333,1625.8309721207725,193.84127070853157
108,2018,11,070102,1802.419354860482,713.4576612989407,863.6592742039809,225.30241935756024,197.90077376001912,278.07595902689866,1326.442622073564,146.1421098535526
