,year,month,SI01,SI02,SI03
0,2019,1,252533.0,500212.0,1726713.0
1,2019,2,253015.0,492342.0,1734105.0
2,2019,3,257057.0,493596.0,1747484.0
3,2019,4,260188.0,494509.0,1757095.0
4,2019,5,264598.0,496525.0,1773171.0
5,2019,6,267989.0,500770.0,1789851.0
6,2019,7,266837.0,499738.0,1756861.0
7,2019,8,266767.0,499252.0,1756410.0
8,2019,9,266923.0,496438.0,1776610.0
9,2019,10,266235.0,499963.0,1780318.0
10,2019,11,263729.0,511472.0,1783891.0
11,2019,12,261738.0,518794.0,1780391.0
