stop_id,stop_name,stop_desc,stop_lat,stop_lon
"10083","RAVENNA AVE NE & RAVENNA PL NE","", 47.668480,-122.303795
"10100","NE RAVENNA BLVD & PARK RD NE","", 47.669563,-122.305420
"10110","20TH AVE NE & NE 55TH ST","", 47.668274,-122.306595
"10120","20TH AVE NE & NE 52ND ST","", 47.666283,-122.306602
"10130","NE 50TH ST & 19TH AVE NE","", 47.664928,-122.307114
"10145","NE 50TH ST & 16TH AVE NE","", 47.664959,-122.311172
"10245","BOREN AVE & HOWELL ST","", 47.616329,-122.331841
"10370","NE 50TH ST & UNIVERSITY WAY NE","", 47.664829,-122.312660
"10380","NE 50TH ST & 16TH AVE NE","", 47.664814,-122.310432
"10400","20TH AVE NE & NE 50TH ST","", 47.665028,-122.306404
"10410","20TH AVE NE & NE 52ND ST","", 47.666641,-122.306404
"10420","20TH AVE NE & NE 54TH ST","", 47.668171,-122.306389
"10430","NE RAVENNA BLVD & 21ST AVE NE","", 47.669273,-122.305489
"10445","RAVENNA AVE NE & NE 54TH ST","", 47.667995,-122.303955
"10460","NE 55TH ST & 25TH AVE NE","", 47.668449,-122.300217
"10470","NE 55TH ST & 27TH AVE NE","", 47.668449,-122.298218
"10480","NE 55TH ST & 30TH AVE NE","", 47.668449,-122.295074
"10490","NE 55TH ST & 33RD AVE NE","", 47.668449,-122.292320
"10500","NE 55TH ST & 35TH AVE NE","", 47.668446,-122.290390
"10510","NE 55TH ST & 36TH AVE NE","", 47.668446,-122.288803
"10515","40TH AVE NE & NE 50TH ST","", 47.665092,-122.284698
"10525","NE 55TH ST & 40TH AVE NE","", 47.668442,-122.285049
"10550","NE 55TH ST & 45TH AVE NE","", 47.668938,-122.279518
"10560","NE 55TH ST & PRINCETON AVE NE","", 47.669182,-122.275909
"10561","SAND PT WAY NE & 38TH AVE NE","", 47.661575,-122.286484
"10562","SAND PT WAY NE & 40TH AVE NE","", 47.663448,-122.284119
"10564","SAND PT WAY NE & NE 50TH ST","", 47.664654,-122.282867
"10566","SAND PT WAY NE & NE 52ND ST","", 47.666649,-122.280800
"10568","SAND PT WAY NE & PRINCETON AVE NE","", 47.668194,-122.275978
"10570","SAND PT WAY NE & NE 55TH ST","", 47.668327,-122.273605
"10580","SAND PT WAY NE & NE WINDERMERE RD","", 47.670033,-122.270813
"10600","SAND PT WAY NE & NE 61ST ST","", 47.672989,-122.266663
"10620","SAND PT WAY NE & NE 65TH ST","", 47.675968,-122.263451
"10630","SAND PT WAY NE & NE 70TH ST","", 47.679432,-122.263519
"10640","SAND PT WAY NE & NE 74TH ST","", 47.681759,-122.263565
"10650","SAND PT WAY NE & NE 77TH ST","", 47.685005,-122.264465
"10653","NOAA & BUILDING 1","", 47.686543,-122.257362
"10654","NE NOAA DR & NOAA ACS","", 47.686085,-122.259834
"10657","NE NOAA DR & GUARD SHACK","", 47.686077,-122.259285
"10658","NOAA & BUILDING 3","", 47.685989,-122.255554
"10680","SAND PT WAY NE & INVERNESS DR NE","", 47.692757,-122.270775
"10700","SAND PT WAY NE & MATTHEWS PL NE","", 47.694523,-122.275177
"10710","SAND PT WAY NE & NE 93RD ST","", 47.696144,-122.276566
"10720","SAND PT WAY NE & NE 95TH ST","", 47.697353,-122.277527
"10730","SAND PT WAY NE & NE 97TH ST","", 47.699093,-122.277634
"10750","SAND PT WAY NE & NE 103RD ST","", 47.703087,-122.277565
"10760","SAND PT WAY NE & NE 106TH ST","", 47.705036,-122.278168
"10780","SAND PT WAY NE & NE 110TH ST","", 47.709229,-122.280212
"10800","SAND PT WAY NE & NE 115TH ST","", 47.712620,-122.281830
"10820","SAND PT WAY NE & NE 120TH ST","", 47.716011,-122.283005
"10830","SAND PT WAY NE & NE 123RD ST","", 47.717598,-122.283928
"10840","SAND PT WAY NE & NE 125TH ST","", 47.719231,-122.285789
"10860","NE 125TH ST & 35TH AVE NE","", 47.719322,-122.291283
"10870","NE 125TH ST & 33RD AVE NE","", 47.719337,-122.293205
"10908","12TH AVE NE & NE 45TH ST","", 47.661831,-122.315529
"10910","12TH AVE NE & NE 47TH ST","", 47.662682,-122.315392
"10911","NE 45TH ST & UNIVERSITY WAY NE","", 47.661205,-122.313477
"10912","15TH AVE NE & NE 43RD ST","", 47.659370,-122.312096
"10914","15TH AVE NE & NE CAMPUS PKWY","", 47.656422,-122.312164
"10915","HARVARD AVE E & EASTLAKE AVE E","", 47.650249,-122.321999
"10916","HARVARD AVE E & EASTLAKE AVE E","", 47.650162,-122.322205
"10917","15TH AVE NE & NE 40TH ST","", 47.655048,-122.312210
"10920","HARVARD AVE E & E SHELBY ST","", 47.646759,-122.322205
"10940","10TH AVE E & E ROANOKE ST","", 47.642937,-122.320160
"10950","10TH AVE E & E MILLER ST","", 47.641163,-122.320160
"10970","10TH AVE E & E NEWTON ST","", 47.637028,-122.320183
"10990","10TH AVE E & E GALER ST","", 47.632126,-122.320305
"11010","10TH AVE E & E PROSPECT ST","", 47.628738,-122.320320
"11011","BROADWAY  E & E ROY ST","", 47.625248,-122.321114
"11012","E ALOHA ST & BROADWAY  E","", 47.626766,-122.320961
"11025","BOREN AVE & JEFFERSON ST","", 47.606068,-122.322029
"11030","E ROY ST & BROADWAY  E","", 47.625195,-122.320816
"11033","BOREN AVE & COLUMBIA ST","", 47.608227,-122.324013
"11035","BOREN AVE & MADISON ST","", 47.609581,-122.325256
"11040","BROADWAY  E & E REPUBLICAN ST","", 47.622894,-122.321030
"11045","BOREN AVE & SENECA ST","", 47.611023,-122.326561
"11050","BROADWAY  E & E THOMAS ST","", 47.620815,-122.320992
"11055","BOREN AVE & PIKE ST","", 47.613827,-122.329132
"11060","BROADWAY & E DENNY WAY","", 47.618530,-122.320946
"11065","BOREN AVE & PIKE ST","", 47.613541,-122.329102
"11070","BROADWAY & E PINE ST","", 47.616192,-122.320923
"11075","BOREN AVE & SENECA ST","", 47.610516,-122.326332
"11080","E PINE ST & BROADWAY","", 47.615303,-122.321495
"11085","BOREN AVE & MADISON ST","", 47.609085,-122.325035
"11087","BOREN AVE & COLUMBIA ST","", 47.607594,-122.323669
"11090","E PINE ST & BELMONT AVE","", 47.615295,-122.324776
"11095","BOREN AVE & JAMES ST","", 47.606216,-122.322411
"11100","E PINE ST & BELLEVUE AVE","", 47.615299,-122.327271
"11130","PIKE ST & CONVENTION PL","", 47.612377,-122.331329
"11132","PIKE ST & BOREN AVE","", 47.613579,-122.328445
"11140","E PINE ST & SUMMIT AVE","", 47.615150,-122.325256
"11150","E PINE ST & BROADWAY","", 47.615162,-122.321617
"11160","BROADWAY & E PINE ST","", 47.616695,-122.320717
"11170","BROADWAY & E HOWELL ST","", 47.617886,-122.320747
"11180","BROADWAY  E & E JOHN ST","", 47.620155,-122.320770
"11190","BROADWAY  E & E HARRISON ST","", 47.622196,-122.320816
"11191","10TH AVE E & E MERCER ST","", 47.623951,-122.319992
"11200","BROADWAY  E & E MERCER ST","", 47.624611,-122.320839
"11230","10TH AVE E & E PROSPECT ST","", 47.628860,-122.320114
"11250","10TH AVE E & E GALER ST","", 47.632214,-122.320099
"11270","10TH AVE E & E HOWE ST","", 47.636162,-122.319992
"11290","10TH AVE E & E MILLER ST","", 47.641571,-122.319969
"11300","E ROANOKE ST & BROADWAY  E","", 47.643261,-122.320747
"11330","HARVARD AVE E & E SHELBY ST","", 47.647110,-122.321999
"11352","15TH AVE NE & NE 42ND ST","", 47.658669,-122.311905
"11354","NE 45TH ST & BROOKLYN AVE NE","", 47.661346,-122.313889
"11370","15TH AVE E & E GALER ST","", 47.632389,-122.312607
"11390","15TH AVE E & E PROSPECT ST","", 47.628479,-122.312668
"11400","15TH AVE E & E ALOHA ST","", 47.626682,-122.312668
"11410","15TH AVE E & E ROY ST","", 47.625027,-122.312698
"11420","15TH AVE E & E MERCER ST","", 47.623970,-122.312714
"11430","15TH AVE E & E REPUBLICAN ST","", 47.622894,-122.312737
"11440","15TH AVE E & E THOMAS ST","", 47.620518,-122.312820
"11450","15TH AVE E & E JOHN ST","", 47.619804,-122.312820
"11460","15TH AVE & E DENNY WAY","", 47.618301,-122.312851
"11470","15TH AVE & E OLIVE ST","", 47.616230,-122.312866
"11480","E PINE ST & 15TH AVE","", 47.615356,-122.313148
"11500","E PINE ST & 11TH AVE","", 47.615318,-122.318489
"11510","E PINE ST & 10TH AVE","", 47.615181,-122.319092
"11520","E PINE ST & 12TH AVE","", 47.615200,-122.316498
"11535","E PINE ST & 15TH AVE","", 47.615211,-122.312286
"11540","15TH AVE & E PINE ST","", 47.615604,-122.312668
"11550","15TH AVE & E HOWELL ST","", 47.617832,-122.312660
"11560","15TH AVE E & E JOHN CT","", 47.619709,-122.312630
"11570","15TH AVE E & E HARRISON ST","", 47.622570,-122.312538
"11590","15TH AVE E & E ROY ST","", 47.625423,-122.312492
"11600","15TH AVE E & E ALOHA ST","", 47.627098,-122.312469
"11610","15TH AVE E & E PROSPECT ST","", 47.628902,-122.312454
"11620","15TH AVE E & E HIGHLAND DR","", 47.630833,-122.312424
"11630","GRANDVIEW PL E & E GALER ST","", 47.632523,-122.311821
"11640","GRANDVIEW PL E & E GARFIELD ST","", 47.634079,-122.311798
"11680","MT RANIER DR S & S HANFORD ST","", 47.575657,-122.284843
"11690","MOUNT RAINIER DR S & S RIDGEWAY PL","", 47.576645,-122.286415
"11700","S MCCLELLAN ST & LAKE PK DR S","", 47.578407,-122.288605
"11720","S MCCLELLAN ST & 31ST AVE S","", 47.578411,-122.292671
"11730","31ST AVE S & S LANDER ST","", 47.579861,-122.292908
"11750","31ST AVE S & S COLLEGE ST","", 47.582706,-122.292908
"11770","31ST AVE S & S PLUM ST","", 47.585102,-122.292908
"11790","31ST AVE S & S MASSACHUSETTS ST","", 47.588161,-122.292442
"11800","31ST AVE S & S DAY ST","", 47.590534,-122.292305
"11820","31ST AVE S & S NORMAN ST","", 47.593506,-122.292656
"11840","31ST AVE S & S DEARBORN ST","", 47.595921,-122.292603
"11860","31ST AVE S & S KING ST","", 47.597908,-122.292519
"11870","S JACKSON ST & 30TH AVE S","", 47.599251,-122.293640
"11880","S JACKSON ST & 28TH AVE S","", 47.599285,-122.296112
"11890","S JACKSON ST & MARTIN L KING JR WAY S","", 47.599304,-122.297752
"11910","S JACKSON ST & 23RD AVE S","", 47.599346,-122.302032
"11920","S JACKSON ST & 22ND AVE S","", 47.599335,-122.304642
"11940","S JACKSON ST & 18TH AVE S","", 47.599304,-122.309349
"11960","S JACKSON ST & RAINIER AVE S","", 47.599140,-122.313576
"11980","S JACKSON ST & 18TH AVE S","", 47.599171,-122.308624
"11990","S JACKSON ST & 20TH AVE S","", 47.599190,-122.305992
"12010","S JACKSON ST & 23RD AVE S","", 47.599213,-122.301636
"12030","S JACKSON ST & 28TH AVE S","", 47.599148,-122.295952
"12040","S JACKSON ST & 30TH AVE S","", 47.599117,-122.293480
"12050","31ST AVE S & S KING ST","", 47.597744,-122.292740
"12070","31ST AVE S & S DEARBORN ST","", 47.595512,-122.292809
"12080","31ST AVE S & S NORMAN ST","", 47.593075,-122.292877
"12090","31ST AVE S & S IRVING ST","", 47.590973,-122.292496
"12110","31ST AVE S & S MASSACHUSETTS ST","", 47.587872,-122.292648
"12130","31ST AVE S & S PLUM ST","", 47.584957,-122.293098
"12140","31ST AVE S & S WALKER ST","", 47.583424,-122.293098
"12160","31ST AVE S & S LANDER ST","", 47.579422,-122.293106
"12170","S MCCLELLAN ST & 31ST AVE S","", 47.578274,-122.292587
"12190","S MCCLELLAN ST & S MOUNT BAKER BLVD","", 47.578274,-122.288696
"12200","MOUNT RAINIER DR S & 37TH PL S","", 47.576546,-122.286552
"12210","E MCGILVRA ST & 42ND AVE E","", 47.640774,-122.278290
"12220","42ND AVE E & E LYNN ST","", 47.638863,-122.278534
"12230","42ND AVE E & E NEWTON ST","", 47.636726,-122.278564
"12240","42ND AVE E & E MADISON ST","", 47.635605,-122.278572
"12250","E MADISON ST & 41ST AVE E","", 47.634640,-122.279846
"12260","E MADISON ST & E GARFIELD ST","", 47.633457,-122.281609
"12270","E MADISON ST & 38TH AVE E","", 47.631790,-122.284065
"12280","E MADISON ST & 36TH AVE E","", 47.629974,-122.286743
"12290","E MADISON ST & 34TH AVE E","", 47.628902,-122.288345
"12310","E MADISON ST & LK WASHINGTON BLVD","", 47.625919,-122.292725
"12322","E MADISON ST & 28TH AVE E","", 47.623165,-122.296799
"12340","E MADISON ST & 25TH AVE E","", 47.620869,-122.300186
"12350","E MADISON ST & 23RD AVE E","", 47.619286,-122.302536
"12351","E MADISON ST & 22ND AVE E","", 47.618298,-122.303986
"12352","E MADISON ST & 20TH AVE","", 47.617352,-122.306129
"12353","E MADISON ST & 19TH AVE","", 47.616619,-122.307877
"12354","E MADISON ST & 17TH AVE","", 47.615520,-122.310516
"12355","E MADISON ST & 15TH AVE","", 47.614361,-122.313316
"12371","E MADISON ST & 15TH AVE","", 47.614586,-122.312370
"12372","E MADISON ST & 17TH AVE","", 47.615459,-122.310265
"12373","E MADISON ST & 18TH AVE","", 47.615955,-122.309082
"12374","E MADISON ST & 19TH AVE","", 47.616859,-122.306923
"12375","E MADISON ST & 20TH AVE","", 47.617363,-122.305702
"12376","E MADISON ST & 22ND AVE","", 47.618172,-122.303886
"12377","E MADISON ST & 23RD AVE E","", 47.619259,-122.302277
"12378","E MADISON ST & 25TH AVE E","", 47.621094,-122.299561
"12380","E MADISON ST & 27TH AVE E","", 47.622490,-122.297508
"12390","E MADISON ST & 29TH AVE E","", 47.624065,-122.295189
"12400","E MADISON ST & LK WASHINGTON BLVD","", 47.626152,-122.292099
"12410","E MADISON ST & 33RD AVE E","", 47.628185,-122.289093
"12420","E MADISON ST & 36TH AVE E","", 47.629948,-122.286499
"12430","E MADISON ST & 38TH AVE E","", 47.631538,-122.284149
"12440","E MADISON ST & 39TH AVE E","", 47.632427,-122.282837
"12450","E MADISON ST & 41ST AVE E","", 47.634403,-122.279915
"12460","43RD AVE E & E BLAINE ST","", 47.634884,-122.277046
"12470","43RD AVE E & E MADISON ST","", 47.636631,-122.277016
"12480","43RD AVE E & E LYNN ST","", 47.639088,-122.276993
"12481","MARTIN L KING JR WAY S & S JUDKINS ST","", 47.591610,-122.297646
"12484","MARTIN L KING JR WAY S & S WALKER ST","", 47.584259,-122.298248
"12485","S WALKER ST & 25TH AVE S","", 47.583714,-122.299629
"12486","MARTIN L KING JR WAY S & S BAYVIEW ST","", 47.581001,-122.296921
"12487","MARTIN L KING JR WAY S & S MASSACHUSETTS","", 47.587894,-122.298164
"12496","S PLUM ST & 25TH AVE S","", 47.585411,-122.300079
"12497","MARTIN L KING JR WAY S & S MASSACHUSETTS","", 47.588676,-122.297836
"12500","26TH AVE S & S NORMAN ST","", 47.593166,-122.298958
"12520","S DEARBORN ST & 26TH AVE S","", 47.595627,-122.299423
"12530","23RD AVE S & S DEARBORN ST","", 47.595985,-122.302124
"12550","23RD AVE S & S JACKSON ST","", 47.599636,-122.302139
"12560","23RD AVE & E YESLER WAY","", 47.601936,-122.302299
"12600","23RD AVE & E JEFFERSON ST","", 47.605900,-122.302879
"12630","23RD AVE S & E YESLER WAY","", 47.601257,-122.302361
"12640","23RD AVE S & S JACKSON ST","", 47.599060,-122.302330
"12660","S DEARBORN ST & 24TH AVE S","", 47.595501,-122.301636
"12670","24TH AVE S & S NORMAN ST","", 47.592743,-122.301277
"12690","34TH AVE & E UNION ST","", 47.612507,-122.289421
"12700","34TH AVE & E MARION ST","", 47.610516,-122.289474
"12712","34TH AVE & E CHERRY ST","", 47.608047,-122.289528
"12720","E CHERRY ST & 32ND AVE","", 47.608032,-122.292000
"12740","E CHERRY ST & MARTIN L KING JR WAY","", 47.608070,-122.296158
"12760","E CHERRY ST & 24TH AVE","", 47.608070,-122.300484
"12770","23RD AVE & E CHERRY ST","", 47.607712,-122.302879
"12780","E JEFFERSON ST & 23RD AVE","", 47.606239,-122.303230
"12790","E JEFFERSON ST & 21ST AVE","", 47.606236,-122.305367
"12805","E JEFFERSON ST & 18TH AVE","", 47.606243,-122.309669
"12820","E JEFFERSON ST & 15TH AVE","", 47.606258,-122.313126
"12840","E JEFFERSON ST & 12TH AVE","", 47.606274,-122.317108
"12860","JEFFERSON ST & BROADWAY","", 47.606129,-122.321152
"12880","JEFFERSON ST & 9TH AVE","", 47.604935,-122.324081
"12890","JAMES ST & 8TH AVE","", 47.605194,-122.325813
"12900","JAMES ST & 8TH AVE","", 47.605164,-122.325500
"12910","9TH AVE & JEFFERSON ST","", 47.604874,-122.324242
"12950","E JEFFERSON ST & 12TH AVE","", 47.606136,-122.316498
"12960","E JEFFERSON ST & 14TH AVE","", 47.606121,-122.313774
"12980","E JEFFERSON ST & 17TH AVE","", 47.606106,-122.309929
"12991","E JEFFERSON ST & 20TH AVE","", 47.606098,-122.305962
"13001","21ST AVE & E JAMES ST","", 47.607128,-122.304924
"13020","E CHERRY ST & 23RD AVE","", 47.607941,-122.302330
"13030","E CHERRY ST & 25TH AVE","", 47.607937,-122.299774
"13040","E CHERRY ST & MARTIN L KING JR WAY","", 47.607929,-122.296364
"13060","E CHERRY ST & 31ST AVE","", 47.607906,-122.292305
"13070","E CHERRY ST & 33RD AVE","", 47.607883,-122.290253
"13080","34TH AVE & E COLUMBIA ST","", 47.609474,-122.289299
"13090","E SPRING ST & 34TH AVE","", 47.611694,-122.289574
"13190","INTERLAKEN TURNBA LOOP & 19TH AVE E","", 47.632511,-122.307358
"13200","19TH AVE E & E GALER ST","", 47.631950,-122.307327
"13210","19TH AVE E & E HIGHLAND DR","", 47.630436,-122.307358
"13220","19TH AVE E & E PROSPECT ST","", 47.628494,-122.307388
"13230","19TH AVE E & E ALOHA ST","", 47.626652,-122.307396
"13240","19TH AVE E & E MERCER ST","", 47.624195,-122.307396
"13250","19TH AVE E & E HARRISON ST","", 47.621902,-122.307426
"13260","19TH AVE E & E JOHN ST","", 47.619457,-122.307465
"13270","19TH AVE & E DENNY WAY","", 47.618263,-122.307495
"13281","E MADISON ST & 11TH AVE","", 47.612450,-122.317879
"13282","MADISON ST & BROADWAY","", 47.611084,-122.321152
"13283","MADISON ST & SUMMIT AVE","", 47.610424,-122.322723
"13284","MADISON ST & BOREN AVE","", 47.609257,-122.325539
"13285","MADISON ST & 9TH AVE","", 47.608334,-122.327736
"13291","MADISON ST & BOREN AVE","", 47.609425,-122.324745
"13292","MADISON ST & SUMMIT AVE","", 47.610374,-122.322479
"13293","E MADISON ST & BROADWAY","", 47.611267,-122.320335
"13294","E MADISON ST & 14TH AVE","", 47.613777,-122.314308
"13300","19TH AVE & E MADISON ST","", 47.617146,-122.307304
"13310","19TH AVE E & E DENNY WAY","", 47.618698,-122.307274
"13320","19TH AVE E & E JOHN ST","", 47.619873,-122.307259
"13330","19TH AVE E & E THOMAS ST","", 47.620682,-122.307251
"13340","19TH AVE E & E HARRISON ST","", 47.622253,-122.307220
"13350","19TH AVE E & E REPUBLICAN ST","", 47.623402,-122.307205
"13360","19TH AVE E & E ROY ST","", 47.625469,-122.307220
"13370","19TH AVE E & E ALOHA ST","", 47.627045,-122.307190
"13380","19TH AVE E & E PROSPECT ST","", 47.628860,-122.307167
"13381","19TH AVE E & E HIGHLAND DR","", 47.630806,-122.307137
"13390","BELLEVUE AVE E & BELLEVUE PL E","", 47.626499,-122.326691
"13400","BELLEVUE AVE E & E ROY ST","", 47.624958,-122.326698
"13410","BELLEVUE AVE E & E REPUBLICAN ST","", 47.623188,-122.326698
"13420","BELLEVUE AVE E & E THOMAS ST","", 47.620655,-122.326691
"13430","BELLEVUE AVE E & E DENNY WAY","", 47.618534,-122.326820
"13441","BELLEVUE AVE & E OLIVE WAY","", 47.616734,-122.326889
"13450","BELLEVUE AVE & E PINE ST","", 47.615379,-122.326698
"13460","BELLEVUE AVE & E OLIVE ST","", 47.616508,-122.326691
"13470","E OLIVE WAY & E HOWELL ST","", 47.617878,-122.326035
"13480","SUMMIT AVE E & E OLIVE WAY","", 47.619362,-122.325195
"13500","SUMMIT AVE E & E HARRISON ST","", 47.622181,-122.325211
"13510","SUMMIT AVE E & E MERCER ST","", 47.624565,-122.325226
"13530","BELMONT AVE E & SUMMIT AVE E","", 47.626980,-122.325676
"13540","NW 105TH ST & 14TH AVE NW","", 47.705120,-122.373596
"13541","NW 103RD ST & 13TH AVE NW","", 47.703430,-122.373131
"13542","14TH AVE NW & NW 100TH ST","", 47.701633,-122.374199
"13550","15TH AVE NW & NW 100TH ST","", 47.701244,-122.376877
"13560","15TH AVE NW & NW 96TH ST","", 47.698727,-122.376892
"13570","15TH AVE NW & NW 92ND ST","", 47.696156,-122.376900
"13580","15TH AVE NW & NW 90TH ST","", 47.694469,-122.376900
"13585","15TH AVE NW & NW 87TH ST","", 47.692932,-122.376755
"13600","15TH AVE NW & NW 85TH ST","", 47.690159,-122.376900
"13620","15TH AVE NW & NW 80TH ST","", 47.686638,-122.376900
"13640","15TH AVE NW & NW 75TH ST","", 47.682991,-122.376892
"13660","15TH AVE NW & NW 70TH ST","", 47.679398,-122.376877
"13670","15TH AVE NW & NW 65TH ST","", 47.676014,-122.376640
"13700","15TH AVE NW & NW 60TH ST","", 47.672436,-122.376312
"13721","15TH AVE NW & NW MARKET ST","", 47.668228,-122.376312
"13760","15TH AVE NW & NW LEARY WAY","", 47.663143,-122.376480
"13770","15TH AVE W & W EMERSON ST","", 47.653473,-122.376328
"13775","W EMERSON PL & 21ST AVE W","", 47.655807,-122.383720
"13800","15TH AVE W & W DRAVUS ST","", 47.648170,-122.376862
"13810","15TH AVE W & W ARMOUR ST","", 47.644825,-122.376328
"13830","15TH AVE W & W WHEELER ST","", 47.640320,-122.376312
"13840","15TH AVE W & W ARMORY WAY","", 47.637482,-122.376305
"13870","ELLIOTT AVE W & W GALER ST","", 47.631969,-122.375397
"13890","ELLIOTT AVE W & W PROSPECT ST","", 47.629066,-122.371742
"13910","W MERCER ST & 3RD AVE W","", 47.624535,-122.360718
"13915","1ST AVE W & W MERCER ST","", 47.624794,-122.358116
"14035","1ST AVE & CEDAR ST","", 47.615818,-122.350494
"14038","W MERCER ST & 3RD AVE W","", 47.624668,-122.361153
"14070","ELLIOTT AVE W & W PROSPECT ST","", 47.628788,-122.371124
"14090","ELLIOTT AVE W & W GALER ST","", 47.632252,-122.375481
"14110","15TH AVE W & W NEWTON ST","", 47.636963,-122.376099
"14130","15TH AVE W & W WHEELER ST","", 47.640923,-122.376114
"14150","15TH AVE W & W ARMOUR ST","", 47.644936,-122.376122
"14170","15TH AVE W & W DRAVUS ST","", 47.649097,-122.376045
"14190","15TH AVE W & W EMERSON ST","", 47.653942,-122.376122
"14195","W EMERSON PL & 21ST AVE W","", 47.655598,-122.383530
"14200","15TH AVE NW & NW LEARY WAY","", 47.663437,-122.375977
"14230","15TH AVE NW & NW MARKET ST","", 47.668472,-122.376114
"14240","15TH AVE NW & NW 57TH ST","", 47.670391,-122.376114
"14260","15TH AVE NW & NW 61ST ST","", 47.673557,-122.376114
"14280","15TH AVE NW & NW 65TH ST","", 47.676731,-122.376671
"14300","15TH AVE NW & NW 70TH ST","", 47.679726,-122.376671
"14320","15TH AVE NW & NW 75TH ST","", 47.683422,-122.376686
"14340","15TH AVE NW & NW 80TH ST","", 47.687130,-122.376701
"14360","15TH AVE NW & NW 85TH ST","", 47.691177,-122.376709
"14380","15TH AVE NW & NW 92ND ST","", 47.696289,-122.376701
"14390","15TH AVE NW & NW 96TH ST","", 47.698822,-122.376686
"14400","15TH AVE NW & NW 100TH ST","", 47.701401,-122.376671
"14410","14TH AVE NW & NW 100TH ST","", 47.701782,-122.373993
"14420","14TH AVE NW & NW 103RD ST","", 47.703308,-122.373993
"14960","ALKI AVE SW & 61ST AVE SW","", 47.579041,-122.410667
"14961","61ST AVE SW & SW STEVENS ST","", 47.577518,-122.410797
"14962","61ST AVE SW & SW ADMIRAL WAY","", 47.576027,-122.410835
"14963","SW ADMIRAL WAY & 60TH AVE SW","", 47.575817,-122.409019
"14970","SW ADMIRAL WAY & 59TH AVE SW","", 47.576073,-122.407791
"14980","SW ADMIRAL WAY & 57TH AVE SW","", 47.577034,-122.405182
"15000","SW ADMIRAL WAY & SW STEVENS ST","", 47.578583,-122.400917
"15002","SW ADMIRAL WAY & 51ST AVE SW","", 47.579189,-122.396996
"15030","SW ADMIRAL WAY & SW LANDER ST","", 47.579529,-122.393799
"15040","SW ADMIRAL WAY & 47TH AVE SW","", 47.581158,-122.391571
"15050","SW ADMIRAL WAY & 45TH AVE SW","", 47.581142,-122.388924
"15060","SW ADMIRAL WAY & CALIFORNIA AVE SW","", 47.581123,-122.386177
"15070","SW ADMIRAL WAY & 41ST AVE SW","", 47.581112,-122.383980
"15080","SW ADMIRAL WAY & 39TH AVE SW","", 47.581043,-122.380920
"15090","SW ADMIRAL WAY & BELVIDERE AVE SW","", 47.581024,-122.378922
"15100","SW ADMIRAL WAY & SW OLGA ST","", 47.580250,-122.376793
"15120","SW ADMIRAL WAY & SW CITY VIEW ST","", 47.573505,-122.373230
"15140","SW SPOKANE ST & 26TH AVE SW","", 47.571293,-122.365234
"15145","SW SPOKANE ST & CHELAN AVE SW","", 47.571266,-122.362396
"15190","1ST AVE S & S SPOKANE ST","", 47.572544,-122.334106
"15205","1ST AVE S & S HANFORD ST","", 47.575924,-122.334106
"15230","1ST AVE S & S LANDER ST","", 47.579685,-122.334106
"15380","1ST AVE S & S LANDER ST","", 47.579250,-122.334312
"15395","1ST AVE S & S HANFORD ST","", 47.575760,-122.334312
"15451","SW SPOKANE ST & CHELAN AVE SW","", 47.571712,-122.363312
"15460","SW SPOKANE ST & 26TH AVE SW","", 47.571712,-122.365318
"15540","SW ADMIRAL WAY & CALIFORNIA AVE SW","", 47.581268,-122.386871
"15560","SW ADMIRAL WAY & 46TH AVE SW","", 47.581299,-122.390976
"15570","SW ADMIRAL WAY & SW WAITE ST","", 47.581039,-122.392281
"15580","SW ADMIRAL WAY & 49TH AVE SW","", 47.579765,-122.393776
"15590","SW ADMIRAL WAY & 51ST AVE SW","", 47.579338,-122.397339
"15610","SW ADMIRAL WAY & SW LANDER ST","", 47.578976,-122.400536
"15630","SW ADMIRAL WAY & 57TH AVE SW","", 47.577168,-122.405319
"15640","SW ADMIRAL WAY & 59TH AVE SW","", 47.576111,-122.408051
"15650","SW ADMIRAL WAY & 61ST AVE SW","", 47.575974,-122.410660
"15651","63RD AVE SW & SW ADMIRAL WAY","", 47.576241,-122.413239
"15652","63RD AVE SW & ALKI AVE SW","", 47.578209,-122.413185
"16100","AURORA VILLAGE TC","", 47.774246,-122.342407
"16101","AURORA VILLAGE TC","", 47.774475,-122.341988
"16102","AURORA VILLAGE TC","", 47.774483,-122.341400
"16103","AURORA VILLAGE TC","", 47.774483,-122.340782
"16104","AURORA VILLAGE TC","", 47.774368,-122.341988
"16112","AURORA VILLAGE TC","", 47.774250,-122.341301
"16120","AURORA AVE N & N 200TH ST","", 47.774883,-122.345947
"16130","N 200TH ST & AURORA AVE N","", 47.774090,-122.344788
"16140","MERIDIAN AVE N & N 203RD ST","", 47.775646,-122.335388
"16160","MERIDIAN AVE N & N 198TH ST","", 47.772114,-122.335320
"16170","MERIDIAN AVE N & N 194TH ST","", 47.769840,-122.335266
"16180","MERIDIAN AVE N & N 190TH ST","", 47.766693,-122.335197
"16190","MERIDIAN AVE N & N 188TH ST","", 47.765369,-122.335167
"16200","MERIDIAN AVE N & N 185TH ST","", 47.762920,-122.335114
"16210","MERIDIAN AVE N & N 183RD ST","", 47.761539,-122.335091
"16220","MERIDIAN AVE N & N 180TH ST","", 47.759384,-122.335030
"16230","MERIDIAN AVE N & N 178TH ST","", 47.757553,-122.334991
"16240","MERIDIAN AVE N & N 175TH ST","", 47.755634,-122.334938
